                     %Lx                     obs                       s                guesserr                   error     directory
                8.580101               1.8498036                       0                       0           5.7617479e-15  ./initial-2/
                8.570101               1.8346752                       0                       0           5.3901989e-14  ./initial-1/
                8.560101               1.8166507                       0                       0           7.3263102e-15  ./initial-0/
               8.5506195               1.7930864             0.022784839            4.992769e-07           7.0272824e-15   search-2/
               8.5473846               1.7802179             0.029809029           2.3302945e-07           3.2544653e-15   search-5/
               8.5455121               1.7643138             0.038480387           1.7628045e-07           1.4324112e-14   search-7/
               8.5487978               1.7358311             0.054009829           1.0205443e-06           4.3758532e-16   search-8/
               8.5793774               1.6861862             0.081303254           5.2170937e-06           9.3388084e-14   search-9/
               8.6495984               1.6373623              0.10914788           8.9644034e-06           7.6675987e-14   search-10/
               8.7627881               1.5921045              0.13712909           9.6742353e-06           4.0754255e-14   search-11/
               8.9187063               1.5512072              0.16590232           1.0013884e-05              1.6567e-15   search-12/
               9.1147006               1.5148301              0.19617024           1.1709397e-05           5.7303492e-15   search-13/
               9.3434811               1.4831982              0.22794901           1.2606551e-05           8.2170959e-15   search-14/
               9.5958246               1.4561627              0.26087517           1.1531253e-05           6.8089457e-15   search-15/
                9.905598               1.4300387               0.2997245           1.1911241e-05           1.5418143e-14   search-16/
               10.271326               1.4057883              0.34439947           1.2188837e-05           2.1908973e-14   search-17/
               10.697321               1.3836215              0.39555396           1.2161627e-05           3.0681955e-14   search-18/
               11.196394               1.3634163              0.45482035           1.1928801e-05           1.2032836e-14   search-19/
