Re,T,dt,dT,u0_path,final_field,n_saved_fields,l2_u0,l2_final,l2_dist,l2_relative,coeff_closure_projected,coeff_relative_projected,xT_projected_path
285.91486006421275,86.72275925408482,0.03125,86.72275925408482,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_3_7/clean_po_pipeline_j2_target270_long/dns_lift_check_nosymms/u0_lifted_refined_po.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_3_7/clean_po_pipeline_j2_target270_long/dns_lift_check_nosymms/simulate_T/u_dns_lift_po86.723.nc,2,0.20112757145652607,0.10957326316214189,0.139536,0.6937686314686141,0.11439252211649427,0.4633578024709678,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_3_7/clean_po_pipeline_j2_target270_long/dns_lift_check_nosymms/xT_dns_projected.asc
