                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.2601686                       0                       0           1.8839324e-16  ./initial-2/
                     300               1.2601684                       0                       0           4.9106686e-16  ./initial-1/
                  299.98               1.2601681                       0                       0           9.6041753e-14  ./initial-0/
               284.69098               1.2597102             0.051031361           1.4358547e-05           9.0957595e-14   search-0/
               278.18399               1.2584144             0.072745692           1.9260698e-05           2.1450378e-15   search-1/
               276.25331               1.2570747             0.079268516           6.5655985e-06           1.1259607e-15   search-3/
               275.21888               1.2554123             0.082960329           2.9596575e-06           9.0593503e-16   search-5/
               274.92192               1.2544357             0.084217479           8.9785044e-07           2.5809041e-16   search-8/
               274.78398               1.2536524             0.084990687            3.538022e-07           3.1492671e-14   search-11/
               274.72777                1.253099               0.0854681           1.1857531e-07            8.562199e-15   search-14/
               274.70796               1.2527678             0.085739116           2.8406314e-08           3.0412947e-16   search-17/
               274.69691               1.2524052             0.086029177           1.2572942e-08           2.4520663e-16   search-19/
               274.70631               1.2516361             0.086640288           4.0307808e-08           2.3630823e-16   search-20/
               274.85805               1.2499484             0.088071885           3.4805007e-07           5.9270312e-15   search-21/
               275.70702               1.2462629             0.092141486           4.5264215e-06           3.9113872e-15   search-22/
               277.17389               1.2429352             0.097698576           1.2994422e-05           3.2769013e-15   search-23/
               278.99587               1.2404685              0.10407949           1.7480838e-05           2.0391912e-16   search-24/
               281.45665               1.2383385              0.11245441           1.1200409e-05           9.3203364e-14   search-25/
               283.99624               1.2368646              0.12100013           1.9019927e-05            1.076036e-15   search-26/
               287.21443               1.2355872              0.13177523           1.0821693e-05           2.3913393e-16   search-27/
               291.31886               1.2345453              0.14548163           1.0739517e-05           1.4336441e-16   search-28/
               296.39721               1.2338359              0.16241881           1.1080175e-05           4.1446737e-14   search-29/
               302.57818               1.2335972              0.18302292           1.1260289e-05            2.929999e-14   search-30/
               308.76262                1.234188              0.20364303           1.1613615e-05           1.4358655e-16   search-31/
               314.17643               1.2363611              0.22177127           1.6585109e-05           3.1112226e-16   search-32/
               317.53506               1.2406927              0.23348251           1.7040235e-05           9.9551333e-16   search-33/
               318.46561               1.2442492              0.23767611           6.5322084e-06           7.9917474e-15   search-35/
               318.67582               1.2465678               0.2396449           1.4780447e-06           2.0623626e-16   search-38/
               318.66501               1.2493065              0.24181846           4.7232269e-06           1.8516352e-16   search-39/
               317.88469                1.255922              0.24767723            4.837068e-06           6.2584789e-16   search-40/
               316.49836               1.2622836              0.25452111           1.3660166e-05           8.7767883e-15   search-41/
                314.6004               1.2690462               0.2628171           1.5979209e-05           1.1421371e-14   search-42/
               312.08692               1.2767746              0.27320015           1.1652452e-05           7.3376874e-16   search-43/
               308.67011               1.2863795              0.28690457           1.0565382e-05           1.6750483e-16   search-44/
               304.25499               1.2984292              0.30445518           1.0920032e-05           1.4859364e-16   search-45/
               299.19036               1.3132231              0.32501785           1.2260408e-05           9.8634838e-14   search-46/
               294.24252                1.331931              0.34720801           1.6656387e-05           1.5071476e-15   search-47/
                291.3709               1.3534151              0.36675995           1.6749756e-05           9.4637825e-16   search-48/
