branch_id,Re_left,Re_right,real_left,real_right,Re_cross_linear,imag_cross_linear,period_cross_linear
3,270.0,271.0,-9.672543744571743e-5,0.0009573389272347021,270.0917642609757,0.0874648469499264,71.83669241171494
3,299.0,300.0,0.025066102887841973,-0.047473937350969754,299.34554851093714,0.07803725575410952,80.515200675143
10,299.0,300.0,-0.06573691969012224,0.045374112874664946,299.59163269544626,0.36110570084646654,17.399850770705626
