branch_id,Re_left,Re_right,real_left,real_right,Re_cross_linear,imag_cross_linear,period_cross_linear
3,270.0,271.0,-9.672543744571743e-5,0.0009573389272347021,270.0917642609757,0.0874648469499264,71.83669241171494
