                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3213934                       0                       0            6.278492e-16  ./initial-2/
                     300               1.3214413                       0                       0           8.6143865e-15  ./initial-1/
                   299.9               1.3214893                       0                       0           8.1860478e-16  ./initial-0/
               270.14393                1.338967              0.10040017           1.0406412e-05           1.0670288e-14   search-0/
               253.70979               1.3520584              0.15606923           1.7110702e-05           1.4097272e-14   search-1/
               239.68589               1.3657973              0.20395782           1.7167448e-05            1.774303e-14   search-2/
               225.76681               1.3822685              0.25199987            1.727188e-05           2.0745226e-14   search-3/
               213.87733               1.3989187              0.29358623           1.6878934e-05           5.2155122e-15   search-4/
               202.13558               1.4179231              0.33528399           1.9379755e-05            7.477633e-15   search-5/
               192.35295               1.4357805                0.370582           1.7338734e-05           4.0499265e-15   search-6/
               182.71428               1.4552007              0.40591251           1.8826273e-05           2.6404406e-15   search-7/
               174.57637               1.4730668               0.4362215           1.7044414e-05           2.2257676e-15   search-8/
               166.55929                1.492197              0.46661439           1.9286698e-05           2.1798473e-14   search-9/
               159.97946               1.5094381              0.49213448           1.7616491e-05           1.2759818e-14   search-10/
               154.27413               1.5261469              0.51497206           1.6423738e-05           6.4701457e-15   search-11/
               148.74153                1.545059              0.53831589           1.9022646e-05           5.4492362e-15   search-12/
               144.39602               1.5634232              0.55838938           1.7801446e-05           2.1254244e-14   search-13/
               140.85621               1.5830783              0.57737514           1.6322257e-05           7.8589546e-14   search-14/
               137.87074               1.6075518              0.59839981           1.6918342e-05           5.1644601e-14   search-15/
               135.86738               1.6385049              0.62275688           1.7529329e-05           8.0870311e-14   search-16/
               135.39131               1.6561877              0.63623209           1.7888904e-05            1.255203e-14   search-17/
               135.42385               1.6879963              0.66030347            1.084979e-05           5.0783728e-15   search-18/
               136.28652               1.7193749              0.68422267           1.8286445e-05           4.9803294e-16   search-19/
               137.62763                 1.74851               0.7067193           1.8031698e-05           1.6200832e-16   search-20/
               139.48225               1.7793793              0.73088375           1.6005634e-05           2.1708321e-14   search-21/
               141.76574               1.8112109              0.75614632           1.4099016e-05           9.1081097e-15   search-22/
                144.4015               1.8435567              0.78215294           1.2291059e-05           5.4845906e-15   search-23/
                147.3264               1.8761289              0.80866012           1.0368507e-05           3.5376147e-15   search-24/
               151.07122               1.9144907              0.84026038           1.1700623e-05           3.9761007e-15   search-25/
               155.09658               1.9528035              0.87220788           1.1108832e-05           4.4203101e-15   search-26/
               159.93315               1.9959248              0.90860521           1.2245331e-05           6.0498656e-15   search-27/
               165.03657               2.0387944              0.94523637           1.1310235e-05           5.7895187e-15   search-28/
               171.04943               2.0865779              0.98657969           1.2330351e-05           8.5233571e-15   search-29/
               177.33053               2.1339369               1.0280862           1.1545128e-05           4.9556447e-15   search-30/
               183.85661               2.1808465               1.0697201           1.0354763e-05           6.6766472e-15   search-31/
               191.69283               2.2345746               1.1180463           1.1910785e-05            2.923576e-15   search-32/
                199.8096               2.2877001               1.1665053           1.1915566e-05           6.7697636e-15   search-33/
               208.18573               2.3402436               1.2150912           1.1255422e-05           3.9579923e-15   search-34/
               216.80028               2.3922255               1.2637942           1.0307728e-05           4.6682394e-15   search-35/
               226.85131               2.4506294               1.3192547           1.2173095e-05           6.5224157e-15   search-36/
                237.1592               2.5083851               1.3748501           1.2769029e-05           3.7500167e-15   search-37/
               247.69979               2.5655282               1.4305677           1.2760544e-05           7.5160654e-15   search-38/
               258.45066               2.6220748               1.4863831            1.237643e-05           6.0574861e-15   search-39/
               269.39346               2.6780137               1.5422622           1.2025913e-05           3.1738488e-15   search-40/
               280.51604               2.7332954               1.5981611           1.1583616e-05           6.0313871e-15   search-41/
               291.81454               2.7878329               1.6540334           1.0981094e-05           5.1123177e-15   search-42/
               303.29421               2.8415236               1.7098464           1.0228024e-05            9.578105e-15   search-43/
               316.65196               2.9017548               1.7735651           1.2103883e-05           1.2347089e-14   search-44/
               330.27838               2.9607734               1.8372662           1.2509312e-05           7.8104979e-15   search-45/
               344.17715               3.0187465               1.9010711           1.2413031e-05           8.4255242e-15   search-46/
               358.32623               3.0760006               1.9651151            1.211587e-05           8.1691619e-15   search-47/
               372.67393               3.1329494               2.0294934           1.1912787e-05           1.3529385e-14   search-48/
               387.14673               3.1899796                2.094223           1.1624817e-05           8.4893355e-15   search-49/
