      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  400.02     0.0987603      0.136863      0.012981     0.0246427     0.0324206   0.000775768             0             0      0.261521       0.13076      -0.13076      0.261521
     400     0.0987623      0.136865     0.0129819     0.0246443     0.0324224   0.000775874             0             0      0.261529      0.130765     -0.130765      0.261529
  399.98     0.0987642      0.136868     0.0129828      0.024646     0.0324243   0.000775981             0             0      0.261537      0.130769     -0.130769      0.261537
 360.431      0.103361      0.142574     0.0150492     0.0285184     0.0365999    0.00103978             0             0      0.281135      0.140567     -0.140567      0.281135
 339.906      0.106501       0.14646     0.0164226     0.0310594     0.0393076    0.00123439             0             0      0.294728      0.147364     -0.147364      0.294728
  322.01      0.109837      0.150581     0.0178575      0.033684     0.0420805     0.0014535             0             0      0.309374      0.154687     -0.154687      0.309374
 304.299       0.11387      0.155557     0.0195681     0.0367703     0.0453127    0.00173497             0             0      0.327382      0.163691     -0.163691      0.327382
 286.891      0.118792      0.161619     0.0216313     0.0404298     0.0491084    0.00210248             0             0      0.349834      0.174917     -0.174917      0.349834
 272.513      0.123831      0.167817     0.0237274     0.0440756     0.0528539    0.00250565             0             0      0.373389      0.186695     -0.186695      0.373389
 258.707      0.129801      0.175151     0.0262038     0.0482901     0.0571423    0.00301857             0             0      0.402097      0.201048     -0.201048      0.402097
 245.779      0.136773      0.183705      0.029101     0.0530963     0.0619834    0.00366608             0             0      0.436774      0.218387     -0.218387      0.436774
 234.108      0.144673      0.193383     0.0324071     0.0584247     0.0672955    0.00446367             0             0      0.477643      0.238822     -0.238822      0.477643
 224.072      0.153196      0.203805     0.0360167     0.0640655     0.0728631    0.00540159             0             0      0.523706      0.261853     -0.261853      0.523706
 215.875      0.161856      0.214374     0.0397408     0.0697085     0.0783826    0.00643861             0             0        0.5727       0.28635      -0.28635        0.5727
 210.132      0.169207      0.223328     0.0429523     0.0744436     0.0829803    0.00738675             0             0      0.616097      0.308048     -0.308048      0.616097
 205.504      0.176194      0.231824     0.0460498     0.0789058     0.0872885    0.00834671             0             0      0.658937      0.329469     -0.329469      0.658937
 201.759      0.182789      0.239828     0.0490142      0.083088     0.0913071    0.00930602             0             0       0.70084       0.35042      -0.35042       0.70084
 198.252      0.190003      0.248569     0.0523032     0.0876353      0.095658     0.0104156             0             0       0.74837      0.374185     -0.374185       0.74837
 195.477      0.196702      0.256672     0.0553993      0.091834     0.0996601     0.0115026             0             0      0.794128      0.397064     -0.397064      0.794128
 192.861      0.204172      0.265693     0.0588988     0.0964918      0.104085     0.0127797             0             0      0.847061      0.423531     -0.423531      0.847061
 190.622      0.211919      0.275032     0.0625772      0.101295      0.108633     0.0141766             0             0      0.904134      0.452067     -0.452067      0.904134
 188.803      0.219719       0.28442     0.0663294      0.106105      0.113174     0.0156579             0             0      0.963924      0.481962     -0.481962      0.963924
 187.368      0.227596      0.293889     0.0701643      0.110935      0.117722     0.0172295             0             0       1.02675      0.513375     -0.513375       1.02675
 186.304      0.235485      0.303361     0.0740466      0.115741      0.122236     0.0188788             0             0       1.09221      0.546107     -0.546107       1.09221
 185.607      0.243123      0.312525     0.0778408      0.120362      0.126567     0.0205461             0             0       1.15811      0.579053     -0.579053       1.15811
 185.261      0.249571      0.320258     0.0810674      0.124235       0.13019     0.0220063             0             0       1.21572       0.60786      -0.60786       1.21572
 185.243      0.263597      0.337085     0.0881443      0.132557      0.137953     0.0253407             0             0       1.34761      0.673804     -0.673804       1.34761
 185.974      0.275244       0.35108     0.0940596      0.139334      0.144254     0.0282613             0             0       1.46432       0.73216      -0.73216       1.46432
 187.176      0.285467        0.3634     0.0992601      0.145159      0.149656     0.0309237             0             0       1.57249      0.786244     -0.786244       1.57249
 188.882      0.295512      0.375554      0.104358      0.150743      0.154822     0.0336139             0             0       1.68429      0.842144     -0.842144       1.68429
 191.058      0.305254      0.387407       0.10927         0.156      0.159678      0.036276             0             0       1.79826      0.899131     -0.899131       1.79826
 193.675      0.314638      0.398902      0.113955      0.160891      0.164188     0.0388717             0             0       1.91358      0.956791     -0.956791       1.91358
 196.707      0.323642      0.410021      0.118388      0.165397      0.168342     0.0413716             0             0       2.02969       1.01485      -1.01485       2.02969
 200.439      0.332954       0.42163      0.122888      0.169835      0.172435     0.0439454             0             0       2.15591       1.07795      -1.07795       2.15591
 204.621      0.341813      0.432796      0.127071      0.173821      0.176117     0.0463606             0             0       2.28234       1.14117      -1.14117       2.28234
 209.206      0.350162      0.443443      0.130908      0.177338      0.179376     0.0485859             0             0       2.40781        1.2039       -1.2039       2.40781
 214.215      0.358068      0.453648      0.134434      0.180432      0.182255     0.0506284             0             0       2.53298       1.26649      -1.26649       2.53298
 219.651      0.365546      0.463425      0.137661      0.183127      0.184776     0.0524859             0             0       2.65789       1.32894      -1.32894       2.65789
 225.521      0.372612       0.47278      0.140601      0.185446      0.186959     0.0541588             0             0       2.78253       1.39127      -1.39127       2.78253
 231.835      0.379276      0.481717      0.143268      0.187414      0.188823     0.0556498             0             0       2.90692       1.45346      -1.45346       2.90692
 238.605       0.38555      0.490239      0.145676      0.189057      0.190388     0.0569641             0             0       3.03101       1.51551      -1.51551       3.03101
 245.848      0.391447      0.498351      0.147837        0.1904      0.191672      0.058108             0             0       3.15479       1.57739      -1.57739       3.15479
 253.585      0.396978      0.506057      0.149766      0.191466      0.192692     0.0590892             0             0       3.27821        1.6391       -1.6391       3.27821
 261.841      0.402157      0.513367      0.151474      0.192278      0.193464     0.0599152             0             0       3.40121        1.7006       -1.7006       3.40121
 270.653      0.406998      0.520289      0.152973      0.192853      0.194005     0.0605932             0             0       3.52371       1.76186      -1.76186       3.52371
 280.068      0.411512      0.526836      0.154272      0.193207       0.19433     0.0611286             0             0       3.64562       1.82281      -1.82281       3.64562
 290.153      0.415711      0.533017      0.155374      0.193347      0.194452     0.0615241             0             0       3.76676       1.88338      -1.88338       3.76676
 301.004      0.419602      0.538845      0.156278      0.193273       0.19438     0.0617771             0             0       3.88687       1.94344      -1.94344       3.88687
  312.77      0.423182      0.544326      0.156971      0.192962       0.19412     0.0618743             0             0       4.00546       2.00273      -2.00273       4.00546
 325.504      0.426381      0.549381      0.157409      0.192365      0.193667      0.061782             0             0       4.11977       2.05988      -2.05988       4.11977
 337.567      0.428784      0.553375      0.157515      0.191509      0.193097     0.0614867             0             0       4.21304       2.10652      -2.10652       4.21304
 348.007      0.430324      0.556184      0.157315      0.190444      0.192485     0.0610168             0             0       4.27909       2.13955      -2.13955       4.27909
 355.621       0.43105      0.557784       0.15693      0.189362      0.191947     0.0604851             0             0       4.31549       2.15775      -2.15775       4.31549
