physical_id,case,group,direction,step,Re,input
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,1,300.02,2.7389323
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,2,300.0,2.7388438
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,3,299.98,2.7387553
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,4,293.8843,2.7123365
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,5,290.42886,2.6973787
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,6,286.97286,2.6817729
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,7,282.96281,2.6622465
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,8,279.02164,2.6409747
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,9,274.66768,2.6141533
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,10,270.49264,2.5834953
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,11,267.52962,2.5571007
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,12,265.29871,2.534087
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,13,263.22783,2.5115209
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,14,261.22172,2.4902507
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,15,259.18472,2.4696356
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,16,257.09533,2.4492665
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,17,254.67646,2.4273471
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,18,252.16348,2.4085393
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,19,249.4487,2.3936527
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,20,246.47164,2.3834743
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,21,243.73481,2.3834843
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,22,243.06981,2.388181
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,23,242.76829,2.3934485
re300_lx10_lz6_026,re300_lx10_lz6,A,minus,24,242.66363,2.3971011
