                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               4.0614969                       0                       0           3.0595994e-16  ./initial-2/
                     300               4.0613344                       0                       0           7.8925119e-16  ./initial-1/
                  299.98               4.0611718                       0                       0           5.7677166e-16  ./initial-0/
                285.5744               3.9338033             0.057430359           1.4105283e-05           5.5463708e-15   search-0/
               278.70151               3.8608979             0.086535238           1.8150353e-05           1.2831103e-14   search-1/
               272.12321               3.7777775              0.11653008           1.9641104e-05           1.8421479e-14   search-2/
               266.05726               3.6827439              0.14745551           1.8712092e-05           1.1249653e-14   search-3/
               261.57554               3.5942467              0.17387497           1.7658157e-05           9.9725981e-15   search-4/
               258.23217               3.5117841              0.19703671           1.6884638e-05           6.9104525e-15   search-5/
               255.43604               3.4253321              0.22027438           1.8762181e-05           1.0351775e-15   search-6/
               253.42408                3.347332              0.24061722            1.629595e-05           6.9540187e-15   search-7/
               251.81899               3.2701568              0.26035847            1.428205e-05           1.2976686e-14   search-8/
               250.55608               3.1954844              0.27922043           1.1714514e-05           4.3915336e-14   search-9/
               249.43318               3.1146013              0.29948452           1.2072353e-05            1.951482e-16   search-10/
               248.55256               3.0391883              0.31828363           1.0462271e-05           4.2818312e-14   search-11/
               247.71991               2.9573009              0.33863646           1.1816813e-05            5.884347e-14   search-12/
               247.01281               2.8798651              0.35784817           1.1276972e-05            3.988273e-14   search-13/
               246.38229                2.804379              0.37655314           1.0535764e-05           1.1041087e-14   search-14/
               245.80894               2.7279899              0.39545886           1.0006864e-05           8.4948983e-15   search-15/
               245.29986                2.646155              0.41567995           1.0344607e-05           2.6137426e-14   search-16/
               244.89844                2.527956              0.44481418           1.2390396e-05           8.7837858e-15   search-17/
               244.89025               2.5157798              0.44781238           4.6919845e-07           7.3175834e-14   search-22/
               244.89241               2.4984648              0.45207576           5.2786197e-07           1.3036284e-14   search-23/
               244.94537               2.4659675              0.46007935           4.5772338e-07           1.4780285e-14   search-24/
               245.24272               2.4065318               0.4747474           2.9988184e-06           8.0921188e-14   search-25/
               246.00422               2.3385239              0.49168391            7.692257e-06            2.096555e-16   search-26/
                247.2742               2.2753168               0.5078125           9.5427895e-06           3.4144342e-14   search-27/
               249.19939               2.2149541              0.52400151           9.3517664e-06           6.1554231e-16   search-28/
               252.06279               2.1553661              0.54150492           8.9758348e-06           7.1286206e-14   search-29/
               256.03623               2.0987939              0.56072611           9.1957588e-06           4.1287068e-15   search-30/
               260.87748               2.0496833              0.58089144           1.3565317e-05           3.9116982e-15   search-31/
               266.40747               2.0077464              0.60201989           1.9183178e-05           2.9609155e-14   search-32/
                 271.704               1.9759898              0.62132903           1.6440269e-05           2.0257554e-15   search-33/
               277.23231               1.9485608              0.64095537           1.3038698e-05           1.1473297e-15   search-34/
               282.90659                1.924679              0.66076259           1.0051128e-05           7.1433721e-15   search-35/
                289.9023               1.8995498              0.68488854           1.1295836e-05           5.1470552e-15   search-36/
               296.99052                1.877702               0.7091206           1.0236687e-05           1.7038604e-15   search-37/
               305.47018               1.8551497              0.73792643           1.1572103e-05            3.553128e-15   search-38/
                 314.008               1.8354748              0.76679522           1.0237137e-05           4.4551858e-15   search-39/
               324.18685               1.8150944              0.80109381           1.1559764e-05           3.1578338e-15   search-40/
               334.40392               1.7972883              0.83543172           1.0326624e-05           4.2915339e-15   search-41/
               346.48397               1.7789401              0.87595121           1.1639723e-05           5.9605357e-15   search-42/
               358.58968               1.7629039              0.91649629            1.044587e-05           2.7276255e-15   search-43/
               372.80291               1.7464741              0.96404614           1.1716204e-05           4.7700708e-15   search-44/
               387.03351               1.7321148                1.011613           1.0540319e-05           1.6732968e-15   search-45/
               403.66167               1.7174633               1.0671575           1.1770472e-05           8.3764352e-15   search-46/
               420.30159               1.7046552               1.1227135           1.0597894e-05           1.6719864e-15   search-47/
               439.69434               1.6916092               1.1874358           1.1799084e-05           2.1882935e-15   search-48/
               459.09503               1.6801952               1.2521658           1.0620237e-05           3.4794866e-15   search-49/
