      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.391873      0.508601      0.134928      0.173921      0.196407     0.0484543             0             0        3.0615       1.53075      -1.53075        3.0615
     300      0.391865      0.508588      0.134928      0.173923      0.196406     0.0484546             0             0       3.06133       1.53067      -1.53067       3.06133
  299.98      0.391857      0.508575      0.134927      0.173924      0.196406      0.048455             0             0       3.06117       1.53059      -1.53059       3.06117
 285.574       0.38487      0.497777      0.134038      0.174647      0.195772     0.0484678             0             0        2.9338        1.4669       -1.4669        2.9338
 278.702      0.380482      0.491325      0.133075      0.174425      0.195025     0.0481332             0             0        2.8609       1.43045      -1.43045        2.8609
 272.123       0.37517      0.483845      0.131545      0.173481      0.193749     0.0473998             0             0       2.77778       1.38889      -1.38889       2.77778
 266.057      0.368749      0.475213      0.129271        0.1715      0.191717     0.0461232             0             0       2.68274       1.34137      -1.34137       2.68274
 261.576      0.362483      0.467144      0.126712      0.168845      0.189291     0.0445647             0             0       2.59425       1.29712      -1.29712       2.59425
 258.232      0.356434      0.459616      0.123998      0.165735      0.186595     0.0428437             0             0       2.51178       1.25589      -1.25589       2.51178
 255.436      0.349903      0.451717      0.120865      0.161886      0.183355     0.0408156             0             0       2.42533       1.21267      -1.21267       2.42533
 253.424      0.343864      0.444579      0.117824      0.157964      0.180101      0.038835             0             0       2.34733       1.17367      -1.17367       2.34733
 251.819      0.337769      0.437492      0.114648      0.153728      0.176608     0.0367763             0             0       2.27016       1.13508      -1.13508       2.27016
 250.556      0.331767      0.430595      0.111442      0.149357      0.173004     0.0347267             0             0       2.19548       1.09774      -1.09774       2.19548
 249.433      0.325159      0.423056      0.107848      0.144395      0.168893     0.0324809             0             0        2.1146        1.0573       -1.0573        2.1146
 248.553      0.318902      0.415935      0.104403      0.139625      0.164907     0.0303952             0             0       2.03919       1.01959      -1.01959       2.03919
  247.72      0.312002      0.408069      0.100579      0.134365      0.160453     0.0281701             0             0        1.9573       0.97865      -0.97865        1.9573
 247.013      0.305371       0.40047     0.0968978      0.129372       0.15616     0.0261263             0             0       1.87987      0.939933     -0.939933       1.87987
 246.382        0.2988      0.392884     0.0932583       0.12453      0.151926     0.0242048             0             0       1.80438      0.902189     -0.902189       1.80438
 245.809      0.292031         0.385     0.0895307      0.119679      0.147609     0.0223389             0             0       1.72799      0.863995     -0.863995       1.72799
   245.3      0.284631      0.376298     0.0854905      0.114545      0.142955     0.0204291             0             0       1.64615      0.823077     -0.823077       1.64615
 244.898      0.273624      0.363204     0.0795614      0.107207      0.136162     0.0178233             0             0       1.52796      0.763978     -0.763978       1.52796
  244.89      0.272466      0.361816     0.0789432      0.106452      0.135455     0.0175641             0             0       1.51578       0.75789      -0.75789       1.51578
 244.892       0.27081       0.35983     0.0780614      0.105379      0.134446     0.0171982             0             0       1.49846      0.749232     -0.749232       1.49846
 244.945      0.267673      0.356059     0.0763969       0.10336      0.132539     0.0165197             0             0       1.46597      0.732984     -0.732984       1.46597
 245.243       0.26183      0.349007     0.0733159     0.0996412         0.129     0.0153036             0             0       1.40653      0.703266     -0.703266       1.40653
 246.004       0.25495      0.340667     0.0697182     0.0953102      0.124834     0.0139447             0             0       1.33852      0.669262     -0.669262       1.33852
 247.274      0.248336      0.332621     0.0662843     0.0911645      0.120799     0.0127046             0             0       1.27532      0.637658     -0.637658       1.27532
 249.199      0.241781      0.324629     0.0628987     0.0870429      0.116734     0.0115327             0             0       1.21495      0.607477     -0.607477       1.21495
 252.063      0.235039      0.316396     0.0594236     0.0827559      0.112438     0.0103797             0             0       1.15537      0.577683     -0.577683       1.15537
 256.036       0.22834      0.308217     0.0559662     0.0784152      0.108002    0.00928116             0             0       1.09879      0.549397     -0.549397       1.09879
 260.877      0.222254       0.30079     0.0528061     0.0743715      0.103777    0.00831961             0             0       1.04968      0.524842     -0.524842       1.04968
 266.407      0.216837      0.294186     0.0499655     0.0706712     0.0998235    0.00749098             0             0       1.00775      0.503873     -0.503873       1.00775
 271.704      0.212593      0.289019     0.0477141     0.0676957     0.0965801    0.00685934             0             0       0.97599      0.487995     -0.487995       0.97599
 277.232      0.208827      0.284438     0.0456928     0.0649946     0.0935862    0.00631214             0             0      0.948561       0.47428      -0.47428      0.948561
 282.907      0.205473      0.280362     0.0438714      0.062539     0.0908239    0.00583583             0             0      0.924679      0.462339     -0.462339      0.924679
 289.902      0.201873      0.275987     0.0418902     0.0598474     0.0877534     0.0053365             0             0       0.89955      0.449775     -0.449775       0.89955
 296.991      0.198684      0.272113     0.0401121     0.0574159     0.0849426    0.00490557             0             0      0.877702      0.438851     -0.438851      0.877702
  305.47       0.19534      0.268048      0.038221     0.0548157     0.0818997    0.00446561             0             0       0.85515      0.427575     -0.427575       0.85515
 314.008      0.192381       0.26445      0.036524     0.0524717      0.079125    0.00408728             0             0      0.835475      0.417737     -0.417737      0.835475
 324.187      0.189277      0.260671     0.0347188     0.0499684     0.0761302    0.00370224             0             0      0.815094      0.407547     -0.407547      0.815094
 334.404      0.186536       0.25733     0.0331012     0.0477179     0.0734108    0.00337268             0             0      0.797288      0.398644     -0.398644      0.797288
 346.484      0.183684      0.253848     0.0313939     0.0453358     0.0705055    0.00304091             0             0       0.77894       0.38947      -0.38947       0.77894
  358.59      0.181171      0.250774     0.0298672     0.0432006     0.0678781    0.00275834             0             0      0.762904      0.381452     -0.381452      0.762904
 372.803      0.178578      0.247596     0.0282688     0.0409605     0.0650983    0.00247689             0             0      0.746474      0.373237     -0.373237      0.746474
 387.034        0.1763      0.244795      0.026843     0.0389586      0.062594    0.00223832             0             0      0.732115      0.366057     -0.366057      0.732115
 403.662      0.173964      0.241917     0.0253598     0.0368735     0.0599653    0.00200277             0             0      0.717463      0.358732     -0.358732      0.717463
 420.302      0.171915      0.239385     0.0240399     0.0350159     0.0576059    0.00180403             0             0      0.704655      0.352328     -0.352328      0.704655
 439.694      0.169823      0.236792     0.0226733     0.0330916     0.0551437    0.00160913             0             0      0.691609      0.345805     -0.345805      0.691609
 459.095       0.16799      0.234512     0.0214598     0.0313829     0.0529414    0.00144541             0             0      0.680195      0.340098     -0.340098      0.680195
