                     %Lx                     obs                       s                guesserr                   error     directory
                 12.4801               1.5863237                       0                       0           1.0059331e-15  ./initial-2/
                 12.4776               1.5866486                       0                       0            4.856601e-14  ./initial-1/
                 12.4751               1.5869747                       0                       0           1.0952368e-15  ./initial-0/
               12.132701                1.648003             0.030871445           1.3119187e-05           7.8001043e-14   search-0/
                12.00411               1.6894064             0.044498748           1.8992177e-05           9.7801362e-14   search-1/
               11.927159               1.7322346             0.055374122           1.9643015e-05           3.9252121e-14   search-2/
               11.887892               1.7777574              0.06515791           1.7042244e-05           2.9837413e-14   search-3/
                11.87854               1.8304759             0.075630683           1.6221372e-05           1.2114339e-14   search-4/
               11.895681               1.8880975             0.086849138           1.2788483e-05           1.5622409e-14   search-5/
               11.929851               1.9483582             0.098573273            1.386575e-05           5.8629746e-14   search-6/
               11.970418               2.0101255               0.1105267           1.6027089e-05           2.5693025e-14   search-7/
               12.007913               2.0733683              0.12257445           1.7325487e-05           4.1069918e-14   search-8/
               12.031772               2.1308094              0.13331606           1.6340289e-05           1.0404064e-14   search-9/
               12.041602               2.1893942              0.14417065           1.8606139e-05           1.9728763e-14   search-10/
               12.036346               2.2398805              0.15360811            1.702896e-05           1.8336908e-14   search-11/
               12.018015               2.2899713               0.1632199           1.8425282e-05            9.420538e-15   search-12/
               11.993461               2.3323877               0.1716459           1.6906393e-05           1.2021532e-14   search-13/
               11.968635               2.3694936              0.17922995           1.6326396e-05           3.4349026e-14   search-14/
               11.949639               2.4017646              0.18596604            1.654502e-05           3.6074371e-14   search-15/
               11.940104               2.4292268              0.19188005           1.6891054e-05           4.6831678e-14   search-16/
               11.939556               2.4528849              0.19728837           1.6302322e-05           3.1166076e-14   search-17/
               11.946581               2.4754451              0.20290487           1.6741262e-05           2.3491627e-14   search-18/
               11.959812               2.4968244              0.20873701           1.7324724e-05           1.8111582e-14   search-19/
               11.978095               2.5172497              0.21475277           1.7921562e-05           3.7082239e-14   search-20/
                12.00096               2.5371054              0.22092307           1.7853226e-05           1.5772869e-14   search-21/
               12.027813                2.556813              0.22723264           1.7461242e-05           9.9703077e-15   search-22/
                12.05723               2.5767784              0.23367181            1.706194e-05           2.3104966e-14   search-23/
                12.08695               2.5973602              0.24023387           1.7003481e-05           2.6723102e-14   search-24/
               12.114125               2.6188368              0.24692422           1.8017659e-05           1.6819917e-14   search-25/
               12.133214               2.6386164              0.25294549           1.6485223e-05           1.4068262e-14   search-26/
               12.144527               2.6591624              0.25912196            1.778976e-05            2.634602e-14   search-27/
               12.144586               2.6776346              0.26474511           1.6441659e-05           2.0459268e-14   search-28/
               12.131442               2.6957626              0.27060884           1.7476729e-05           3.1354394e-14   search-29/
               12.102108                2.712359              0.27682511           1.9329391e-05           3.8795332e-14   search-30/
               12.064676               2.7242359              0.28244457           1.7397967e-05           1.5345271e-14   search-31/
                12.01831               2.7335318              0.28836525            1.867279e-05           1.8501216e-14   search-32/
               11.966894               2.7400981              0.29450926           1.8113231e-05           3.9926907e-14   search-33/
                11.91504               2.7439804              0.30081468           1.6889145e-05           7.3385064e-14   search-34/
               11.870965                2.745017              0.30727282           1.9861754e-05           9.6389951e-14   search-35/
               11.857979                2.743884              0.31144592           1.6939728e-05           3.0924565e-16   search-36/
               11.867939               2.7417333              0.31535827           1.6925047e-05           4.7773914e-16   search-37/
               11.903166               2.7389812              0.32005574           1.2584879e-05           2.2981555e-14   search-38/
               11.945646               2.7368151              0.32439476           1.9524074e-05           4.1006034e-16   search-39/
               11.995385               2.7348937              0.32902615           1.8046476e-05           2.7507697e-16   search-40/
               12.048565               2.7332638              0.33375903           1.0548923e-05           4.4890875e-14   search-41/
               12.120711               2.7315163              0.34000315           1.0309092e-05           3.3573756e-14   search-42/
               12.211437               2.7298517              0.34770317           1.1148966e-05           3.0566365e-14   search-43/
                 12.3201               2.7284198              0.35680446           1.1659316e-05           3.9201627e-14   search-44/
               12.449353                2.727296              0.36753353           1.1670687e-05           2.5345603e-14   search-45/
               12.601795               2.7265479              0.38010931           1.1738637e-05           2.9244011e-14   search-46/
               12.779152               2.7261994              0.39467859           1.1891604e-05            1.217874e-14   search-47/
               12.982666               2.7261736              0.41134945           1.2058541e-05           1.0973668e-14   search-48/
               13.212868               2.7262363              0.43017387           1.2242643e-05           8.9469775e-15   search-49/
                13.44343               2.7260076              0.44901197           1.0304991e-05            1.266484e-14   search-50/
               13.717186               2.7248772              0.47137556           1.1539302e-05           1.3937007e-14   search-51/
               13.991015               2.7223724              0.49375457           1.1270344e-05           1.1225655e-14   search-52/
               14.264801               2.7181901              0.51614896           1.1088723e-05           1.2089211e-14   search-53/
               14.538478               2.7122472              0.53855854           1.1099965e-05           5.2586314e-15   search-54/
               14.812031               2.7046931              0.56098285           1.1428069e-05           6.0103817e-15   search-55/
               15.085484               2.6958434              0.58342084           1.1619086e-05           1.0515223e-14   search-56/
               15.358885               2.6860423              0.60587115           1.1412835e-05           1.1945904e-14   search-57/
                15.63228               2.6755206              0.62833251           1.0823078e-05           4.2881665e-15   search-58/
               15.905702               2.6643202              0.65080412           1.0060698e-05           3.9496925e-15   search-59/
               16.219017               2.6504897              0.67656167            1.204384e-05           7.4052489e-15   search-60/
               16.532434               2.6353328              0.70233417             1.27514e-05           9.1763644e-15   search-61/
               16.846007               2.6187426              0.72812283           1.3073356e-05           9.3985332e-15   search-62/
                17.15981                2.600937              0.75392781           1.3029337e-05            4.663527e-15   search-63/
               17.473924               2.5823788              0.77974815           1.2463662e-05           1.0072439e-14   search-64/
                 17.7884               2.5635184              0.80558232            1.123621e-05           1.1316554e-14   search-65/
               18.103252               2.5445786                0.831429           1.0045694e-05           1.0641011e-14   search-66/
               18.461297               2.5228902              0.86079854           1.2173559e-05            1.781828e-14   search-67/
               18.819863               2.5006063              0.89018594           1.4562627e-05           2.1645061e-14   search-68/
               19.179051               2.4771715              0.91959505           1.8234849e-05           3.9103512e-14   search-69/
               19.490333               2.4557869              0.94505065           1.6927268e-05           2.7480789e-14   search-70/
               19.802332               2.4337356              0.97052765           1.5521912e-05           6.8253337e-14   search-71/
               20.114982               2.4114411              0.99602319           1.2937985e-05           2.9378867e-14   search-72/
               20.428048                2.388626                1.021533           1.1050872e-05           3.5430738e-14   search-73/
               20.788101               2.3607613               1.0508728           1.1989452e-05           1.7831123e-16   search-74/
                21.14802               2.3304938                1.080235           1.3264959e-05           7.8562044e-14   search-75/
               21.507802               2.2983754                1.109633           1.6184854e-05           2.6152282e-14   search-76/
               21.867801               2.2659637               1.1390638           1.6471097e-05           9.3724719e-14   search-77/
               22.228447               2.2347529               1.1685108           1.2778036e-05           1.8110104e-16   search-78/
               22.589979               2.2054419                1.197966           1.0307007e-05            6.033093e-14   search-79/
