                     %Lz                     obs                       s                guesserr                   error     directory
                3.130217               1.3828356                       0                       0           3.2477549e-14  ./initial-2/
                3.120217               1.3848581                       0                       0           9.8864117e-15  ./initial-1/
                3.110217               1.3869416                       0                       0           4.8040072e-14  ./initial-0/
               2.9754837               1.4228333             0.053901979           1.2774051e-05           2.5250671e-15   search-0/
               2.9092669               1.4486762             0.082161487           1.7474837e-05           2.0270397e-14   search-1/
               2.8564239               1.4764615              0.10841732           1.6543715e-05           5.0631508e-15   search-2/
               2.8119408               1.5085597              0.13562881           1.4003969e-05           5.0572789e-15   search-3/
               2.7779246               1.5433557                0.163018           1.3253357e-05            7.299242e-15   search-4/
               2.7547009               1.5779204              0.18906314           1.1801834e-05            2.369025e-14   search-5/
               2.7391554               1.6130133              0.21488872           1.2257871e-05           5.0887553e-16   search-6/
               2.7304576               1.6450872              0.23821624           1.1904888e-05           2.5945731e-15   search-7/
               2.7267323               1.6694283              0.25583337           1.0486782e-05           7.4689636e-14   search-8/
               2.7268617               1.7383002               0.3055655           1.1746897e-05           1.0121086e-15   search-9/
               2.7351994               1.7900472              0.34302724           1.6686085e-05           1.9613512e-15   search-10/
               2.7506177               1.8464432               0.3840492            1.909724e-05           2.6363991e-16   search-11/
               2.7726096                 1.90533              0.42715128           1.7770881e-05           4.6224325e-14   search-12/
               2.8005364               1.9655662              0.47155891           1.7306799e-05           1.5699689e-14   search-13/
               2.8338105               2.0262322              0.51664485           1.5960699e-05           4.4827241e-15   search-14/
               2.8720428                2.086603              0.56192768           1.4416467e-05           3.7854348e-15   search-15/
               2.9150984               2.1461108              0.60705922           1.3099153e-05           1.1243513e-15   search-16/
               2.9630967               2.2042953              0.65180156           1.2300837e-05           2.1920936e-15   search-17/
               3.0163861               2.2607547              0.69600343           1.2173011e-05           2.9133852e-15   search-18/
               3.0755106               2.3151155              0.73959138           1.2701913e-05           2.7733089e-15   search-19/
