                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               2.1092006                       0                       0           4.3123674e-16  ./initial-2/
                     400               2.1091926                       0                       0            1.126442e-14  ./initial-1/
                  399.98               2.1091846                       0                       0           2.9221534e-16  ./initial-0/
               390.47787               2.1069329             0.023829455           1.4026517e-05           1.5290642e-15   search-0/
                388.2772               2.1019488             0.029817117           6.5140773e-06           1.8960336e-15   search-2/
               388.17281               2.1008936             0.030381371            4.402632e-07           1.1855007e-15   search-7/
               388.12727               2.1000787             0.030784184           8.5381515e-08           6.4695887e-14   search-10/
               388.10861               2.0983725             0.031594465           8.9736432e-08           1.5428248e-14   search-11/
               388.36366               2.0942227             0.033662688           5.7578693e-07           6.3229227e-14   search-12/
               389.72936               2.0853557             0.039078451           5.8179764e-06           1.9260466e-14   search-13/
               392.10503               2.0751426             0.046741383           1.5773612e-05            9.659708e-14   search-14/
               395.00017               2.0651528             0.055391204           1.5129682e-05           2.4095252e-15   search-15/
               398.69111               2.0543436             0.065946163            1.166267e-05           1.8605391e-16   search-16/
               403.26107               2.0432085             0.078531838           1.1683568e-05           3.2518421e-14   search-17/
               408.61917               2.0333624             0.092717222           1.2345189e-05           4.2443171e-14   search-18/
               414.19695               2.0270534              0.10697887           1.0267189e-05           9.7452188e-14   search-19/
                419.9661               2.0247881              0.12144167             1.00521e-05           5.6425009e-14   search-20/
               425.84874               2.0270433              0.13618709           1.4056995e-05            5.330614e-14   search-21/
               430.91508               2.0338903              0.14926234           1.6891039e-05            2.464795e-16   search-22/
               434.74365               2.0460439              0.16043444           1.9289014e-05           2.5534264e-15   search-23/
               436.70359               2.0631937              0.16992763           1.7803818e-05           3.6413109e-16   search-24/
               437.04774               2.0734092              0.17484678           6.3597972e-06           2.4943339e-16   search-26/
               436.84418               2.0939081              0.18457896           7.7790811e-06            2.680183e-15   search-27/
               435.94033               2.1153436              0.19498999           1.4588942e-05           1.0065902e-14   search-28/
                434.6586               2.1389028               0.2066103             1.80591e-05           2.9302797e-15   search-29/
               433.99925               2.1525751              0.21329887           5.4130584e-06           6.8356705e-15   search-31/
               433.89489               2.1555414              0.21472925           3.1599523e-07            5.796453e-16   search-35/
               433.84755               2.1574037              0.21562007           7.5858066e-08           7.2293839e-16   search-38/
               433.82896               2.1588428              0.21630393           3.2034933e-08           4.5168103e-15   search-41/
               433.83805                2.160061              0.21688196           3.7898738e-07           1.1147428e-14   search-42/
               433.92437               2.1613226              0.21751786           5.5185964e-07            7.617623e-15   search-43/
               434.33689               2.1612925              0.21854927           2.7366662e-06           4.2812343e-15   search-44/
               435.80439                2.156599              0.22284015           6.4221404e-06            5.124679e-14   search-45/
               436.63214               2.1542393              0.22519257           1.6068564e-05           2.3688848e-16   search-46/
               439.54161                2.149634              0.23278688           1.0683363e-05           7.2671031e-16   search-47/
               443.55346               2.1515099              0.24285587           1.1571105e-05           6.7427111e-14   search-48/
                447.0659               2.1594076              0.25240198           1.7521018e-05            2.219345e-16   search-49/
