                     %Lx                     obs                       s                guesserr                   error     directory
               6.3201362                1.774097                       0                       0           1.9263048e-16  ./initial-2/
               6.3176362               1.7792042                       0                       0            3.754776e-16  ./initial-1/
               6.3151362               1.7848096                       0                       0           4.3366365e-16  ./initial-0/
               6.3031966               1.8644944             0.016323946            1.007193e-05           2.9832305e-15   search-0/
               6.3191266               1.9318782             0.028878034           1.9193226e-05           4.1858424e-15   search-1/
               6.3521372               2.0033742             0.042589822           1.7714436e-05           6.2860443e-14   search-2/
               6.3944621               2.0764131             0.056876466           1.7617793e-05           1.9875178e-16   search-3/
               6.4388611               2.1513923             0.071366705           1.7928238e-05           5.3773267e-14   search-4/
                6.473752               2.2193409             0.083938835           1.6845866e-05           3.3058909e-14   search-5/
               6.4965961               2.2805287             0.094621243            1.733854e-05           9.5550069e-15   search-6/
               6.5076527               2.3360596              0.10382382           1.7202078e-05            3.362605e-14   search-7/
               6.5084515               2.3875162              0.11210257           1.6509479e-05           2.1518368e-14   search-8/
               6.5000982               2.4409443              0.12065204           1.8048127e-05           7.2095631e-15   search-9/
                6.484499               2.4961702              0.12950197           1.9981633e-05           1.4892844e-14   search-10/
                6.468356               2.5455791              0.13729775           1.6956598e-05           1.0944794e-14   search-11/
               6.4528539               2.5972338              0.14516325           1.6861894e-05           2.7512521e-14   search-12/
               6.4406492               2.6515669              0.15308525           1.9480598e-05           2.3237917e-14   search-13/
                6.434811               2.6986025              0.15975011            1.769121e-05           1.7426267e-14   search-14/
               6.4347612               2.7463137              0.16652911            1.891808e-05            2.373678e-14   search-15/
               6.4414194                2.786569               0.1725659           1.6769305e-05           1.9955343e-14   search-16/
               6.4566863               2.8230182               0.1788389           1.6889421e-05           8.6981867e-15   search-17/
               6.4822278               2.8525143              0.18550538           1.7789451e-05           1.1685598e-14   search-18/
               6.5103574               2.8703677              0.19135195           1.8255101e-05           9.3622444e-15   search-19/
               6.5392645                2.881811              0.19677376           1.6523309e-05           7.3526236e-15   search-20/
                6.570444               2.8900158              0.20232023           1.2487609e-05           1.1628596e-14   search-21/
               6.6085195               2.8967201              0.20887922           1.1723499e-05           1.4994422e-14   search-22/
               6.6538758                2.901994              0.21653152           1.1873133e-05            1.642007e-14   search-23/
               6.7070466               2.9061525              0.22538441           1.1948159e-05           1.7786868e-14   search-24/
               6.7692702               2.9097092              0.23565797           1.1880747e-05           1.8277868e-14   search-25/
               6.8413661               2.9132689              0.24749675           1.1969094e-05           1.8771554e-14   search-26/
               6.9229202               2.9174298              0.26083684           1.2284008e-05           9.8025326e-15   search-27/
               7.0048388               2.9220974              0.27419374           1.0904547e-05           8.8719941e-15   search-28/
                 7.09878               2.9280057               0.2894615           1.2060805e-05           4.2711717e-15   search-29/
               7.1931164               2.9342561              0.30474264           1.1494081e-05           3.4780269e-15   search-30/
               7.2878027               2.9405442              0.32003425           1.0183695e-05           2.9689391e-15   search-31/
               7.4005355               2.9477363              0.33818976             1.15253e-05           8.0364686e-15   search-32/
                7.513596               2.9543991              0.35635476           1.0527754e-05           5.7969581e-15   search-33/
               7.6469696               2.9613657              0.37774203           1.1633143e-05           5.3796938e-15   search-34/
               7.7805938               2.9672709              0.39913744           1.0011536e-05           2.2495945e-15   search-35/
               7.9424609               2.9729287              0.42502587           1.1269848e-05           7.8742836e-15   search-36/
                 8.12541               2.9773698              0.45426172           1.2238934e-05           9.2848009e-15   search-37/
                8.308502               2.9798334              0.48350565           1.0761554e-05           4.2455815e-15   search-38/
               8.5233932               2.9803791              0.51781981           1.1681458e-05           4.1631245e-15   search-39/
               8.7383462               2.9785864              0.55214197           1.0925802e-05           7.0411692e-15   search-40/
               8.9533219               2.9745783              0.58647142            1.011475e-05           4.9882996e-15   search-41/
                9.199016               2.9672778              0.62571596           1.2058445e-05           9.5879143e-15   search-42/
                9.444681               2.9568821              0.66497117           1.3138392e-05           7.3516291e-15   search-43/
               9.6903015               2.9430585              0.70423865           1.4147345e-05           1.4054679e-14   search-44/
               9.9358763               2.9254413              0.74351992           1.5437682e-05            1.060401e-14   search-45/
               10.181426               2.9037309              0.78281628           1.7172264e-05           3.2248295e-14   search-46/
                  10.427               2.8778097              0.82212832           1.8483329e-05           3.7364267e-14   search-47/
               10.672669               2.8479235              0.86145565           1.8372675e-05           2.6170681e-14   search-48/
               10.918508               2.8148109              0.90079685           1.6497202e-05           4.5857113e-14   search-49/
               11.164567               2.7795441              0.94014984           1.3737872e-05           2.8348492e-14   search-50/
               11.410856               2.7431688              0.97951251           1.1309812e-05           1.4814497e-14   search-51/
               11.690546               2.7015626               1.0241815           1.2171608e-05           7.4517462e-15   search-52/
               11.970485               2.6603664               1.0688595           1.1980043e-05           1.2684259e-14   search-53/
               12.250652               2.6201143               1.1135456           1.1215637e-05           1.3709423e-14   search-54/
               12.568209               2.5760378                1.164163            1.218683e-05           1.3604816e-14   search-55/
               12.886002               2.5336741               1.2147876           1.1505409e-05            1.988365e-14   search-56/
                13.20399               2.4929472               1.2654177           1.0631852e-05           1.2441556e-14   search-57/
               13.570554                2.447909               1.3237556           1.1947897e-05           6.5190032e-15   search-58/
               13.937295               2.4047857               1.3820981           1.1000016e-05           6.9960921e-15   search-59/
               14.356483               2.3577906               1.4487588           1.2061036e-05           1.1202987e-14   search-60/
               14.775848               2.3131456                1.515424           1.1207427e-05           3.4820723e-15   search-61/
                15.24795               2.2655627               1.5904479            1.227829e-05           5.3950576e-15   search-62/
                15.72022               2.2205534               1.6654762           1.1327381e-05            2.557069e-15   search-63/
               16.254034               2.1724379               1.7502599             1.22208e-05           5.8893117e-15   search-64/
                16.78799               2.1268677               1.8350475           1.0983758e-05           3.0716073e-15   search-65/
               17.402126               2.0772033               1.9325489           1.1970769e-05           7.1265546e-15   search-66/
               18.016371               2.0300861                2.030054           1.0865443e-05           2.7095255e-15   search-67/
               18.646406               1.9840254                2.130057           9.8749716e-06           7.0617776e-15   search-68/
               19.276456               1.9398567               2.2300597           8.7248217e-06           8.3258233e-15   search-69/
               19.906478               1.8971312               2.3300622           8.2051355e-06           5.0176626e-15   search-70/
               20.536416               1.8552958               2.4300647           8.4784359e-06           4.6209028e-15   search-71/
               21.166187               1.8135919               2.5300678           9.9113007e-06           9.6175226e-15   search-72/
               21.795658               1.7708773               2.6300754           1.3298606e-05           1.1867199e-14   search-73/
               22.350616               1.7309234               2.7183273           1.6438746e-05           4.0801783e-14   search-74/
               22.805302                1.695209               2.7907429           1.8038309e-05           3.4121515e-14   search-75/
               23.174625               1.6630784               2.8496961            1.824382e-05           1.9817602e-14   search-76/
               23.477834               1.6332527               2.8982713            1.796372e-05            5.285894e-14   search-77/
               23.719344               1.6046156               2.9372611            1.856186e-05           3.2405022e-16   search-78/
                 23.8679               1.5797762               2.9618395           1.7003289e-05           1.5872388e-15   search-79/
