Lx,Lz,id,min_Re
10.482758620689655,7.482758620689655,1,122.1140083423883
10.482758620689655,7.482758620689655,2,122.11400790560855
10.482758620689655,7.482758620689655,3,103.17172285100222
8.413793103448276,7.379310344827586,1,127.13897747748817
8.413793103448276,7.379310344827586,2,127.13897751414576
8.413793103448276,7.379310344827586,3,112.1505659857389
8.413793103448276,7.379310344827586,4,211.48951255074903
8.413793103448276,7.379310344827586,5,211.4895126754106
11.03448275862069,6.655172413793103,1,122.23178067961015
11.03448275862069,6.655172413793103,2,122.23178060936887
11.03448275862069,6.655172413793103,3,105.24327124036247
11.586206896551724,5.827586206896552,1,127.19174222212473
11.586206896551724,5.827586206896552,2,113.68517034692557
11.586206896551724,5.827586206896552,3,127.19174220034346
11.586206896551724,5.827586206896552,4,213.64073104454698
8.96551724137931,6.655172413793103,1,121.96330782552658
8.96551724137931,6.655172413793103,2,121.96330786665216
8.96551724137931,6.655172413793103,3,102.08118295662781
9.517241379310345,5.931034482758621,1,122.04521286034813
9.517241379310345,5.931034482758621,2,103.90212281106106
9.517241379310345,5.931034482758621,3,122.04521281991177
10.068965517241379,5.206896551724138,1,125.43472625248295
10.068965517241379,5.206896551724138,2,125.43472615626983
8.0,5.0,1,124.30068061090599
8.0,5.0,2,124.30068055892438
8.0,5.0,3,107.43910184207648
10.482758620689655,7.586206896551724,1,122.41612164123741
10.482758620689655,7.586206896551724,2,122.41612162848271
10.482758620689655,7.586206896551724,3,103.41790400036494
8.413793103448276,7.482758620689655,1,127.92607035651717
8.413793103448276,7.482758620689655,2,127.92607046181196
8.413793103448276,7.482758620689655,3,186.6486966243232
8.413793103448276,7.482758620689655,4,186.64869663603451
8.413793103448276,7.482758620689655,5,281.44956577019826
8.413793103448276,7.482758620689655,6,114.0494764390378
11.03448275862069,6.758620689655173,1,122.03879756954987
11.03448275862069,6.758620689655173,2,104.84895125205678
11.03448275862069,6.758620689655173,3,122.03879757369066
8.96551724137931,6.758620689655173,1,122.16180526866322
8.96551724137931,6.758620689655173,2,102.3763759428517
8.96551724137931,6.758620689655173,3,122.1618051734563
11.586206896551724,5.931034482758621,1,126.58180203369005
11.586206896551724,5.931034482758621,2,112.62339632426854
11.586206896551724,5.931034482758621,3,126.58180203408979
9.517241379310345,6.0344827586206895,1,121.804801260638
9.517241379310345,6.0344827586206895,2,121.80480126152325
9.517241379310345,6.0344827586206895,3,103.35914541145593
9.517241379310345,6.0344827586206895,4,144.55459778354285
10.068965517241379,5.310344827586207,1,111.79504626402161
10.068965517241379,5.310344827586207,2,125.07654608200397
10.068965517241379,5.310344827586207,3,125.07654628599987
8.0,5.103448275862069,1,124.29993331781078
8.0,5.103448275862069,2,124.2999335912328
8.0,5.103448275862069,3,106.4024958151758
10.482758620689655,7.689655172413793,1,122.76671773002666
10.482758620689655,7.689655172413793,2,122.76671801596599
10.482758620689655,7.689655172413793,3,103.73137206974438
8.413793103448276,7.586206896551724,1,128.78054754118574
8.413793103448276,7.586206896551724,2,128.78054782635314
8.413793103448276,7.586206896551724,3,116.16676501598182
8.413793103448276,7.586206896551724,4,116.16676513049036
8.413793103448276,7.586206896551724,5,131.87426750264066
11.03448275862069,6.862068965517241,1,121.8952580624181
11.03448275862069,6.862068965517241,2,121.89525783928978
11.03448275862069,6.862068965517241,3,104.51571850140245
8.96551724137931,6.862068965517241,1,122.41646396734511
8.96551724137931,6.862068965517241,2,122.41646402629101
8.96551724137931,6.862068965517241,3,102.77177513533834
11.586206896551724,6.0344827586206895,1,125.99897118503078
11.586206896551724,6.0344827586206895,2,111.64523152596841
11.586206896551724,6.0344827586206895,3,125.99897143038778
9.517241379310345,6.137931034482759,1,121.60224375703791
9.517241379310345,6.137931034482759,2,121.60224373697203
9.517241379310345,6.137931034482759,3,102.90181986224482
10.068965517241379,5.413793103448276,1,124.68048588859472
10.068965517241379,5.413793103448276,2,110.5234682653084
10.068965517241379,5.413793103448276,3,124.68048607856457
8.0,5.206896551724138,1,124.26108074842784
8.0,5.206896551724138,2,124.26108098145048
10.482758620689655,7.793103448275862,1,123.16527790455424
10.482758620689655,7.793103448275862,2,104.11362898688165
10.482758620689655,7.793103448275862,3,123.16527785798927
8.413793103448276,7.689655172413793,1,129.7028028091528
8.413793103448276,7.689655172413793,2,118.51576074344793
8.413793103448276,7.689655172413793,3,268.2224131554779
8.413793103448276,7.689655172413793,4,133.92211111671617
11.03448275862069,6.9655172413793105,1,121.80148089636377
11.03448275862069,6.9655172413793105,2,121.80148090233367
11.03448275862069,6.9655172413793105,3,104.24236590468058
8.96551724137931,6.9655172413793105,1,122.72815102864485
8.96551724137931,6.9655172413793105,2,122.7281509059471
8.96551724137931,6.9655172413793105,3,103.27084915071208
11.586206896551724,6.137931034482759,1,125.44907881286217
11.586206896551724,6.137931034482759,2,125.44907891343297
11.586206896551724,6.137931034482759,3,110.74591091041837
11.586206896551724,6.137931034482759,4,220.422833124864
9.517241379310345,6.241379310344827,1,121.4413688987735
9.517241379310345,6.241379310344827,2,121.44136917678291
9.517241379310345,6.241379310344827,3,102.52796633144328
9.517241379310345,6.241379310344827,4,283.2106827633652
10.068965517241379,5.517241379310345,1,124.2657350364945
10.068965517241379,5.517241379310345,2,124.26573528579866
10.068965517241379,5.517241379310345,3,109.36546095844425
10.068965517241379,5.517241379310345,4,109.36546113431179
8.0,5.310344827586207,1,124.1982115051878
8.0,5.310344827586207,2,124.19821160013328
8.0,5.310344827586207,3,104.76107635343229
10.482758620689655,7.896551724137931,1,123.61127453005783
10.482758620689655,7.896551724137931,2,123.61127449987842
10.482758620689655,7.896551724137931,3,104.56648038820592
8.413793103448276,7.793103448275862,1,130.6932505803879
8.413793103448276,7.793103448275862,2,130.69325039884072
8.413793103448276,7.793103448275862,3,121.10863066758765
8.413793103448276,7.793103448275862,4,135.82954334150227
11.03448275862069,7.068965517241379,1,121.75754488951314
11.03448275862069,7.068965517241379,2,121.75754523331929
11.03448275862069,7.068965517241379,3,104.02793681746866
8.96551724137931,7.068965517241379,1,103.87778216431022
8.96551724137931,7.068965517241379,2,123.09751536409215
8.96551724137931,7.068965517241379,3,123.09751562886746
8.96551724137931,7.068965517241379,4,103.87778225328057
11.586206896551724,6.241379310344827,1,109.92125943142734
11.586206896551724,6.241379310344827,2,124.93672554475332
11.586206896551724,6.241379310344827,3,124.93672574536798
9.517241379310345,6.344827586206897,1,121.32526345348002
9.517241379310345,6.344827586206897,2,102.23594142214043
9.517241379310345,6.344827586206897,3,121.32526345767289
10.068965517241379,5.620689655172414,1,123.84728182502
10.068965517241379,5.620689655172414,2,108.31348236484328
10.068965517241379,5.620689655172414,3,123.84728174271036
10.482758620689655,8.0,1,124.10418605314642
10.482758620689655,8.0,2,124.1041862532704
10.482758620689655,8.0,3,105.09205230536938
8.0,5.413793103448276,1,124.12304228893736
