orbit_id,J,K,L,m,coeff_projected,coeff_solution,T_guess,norm_guess,shear_guess,closing_guess,phase_fixed_residual_guess,I_span_guess,D_span_guess,hook_success,elapsed_seconds,T_solution,norm_solution,shear_solution,closing_solution,phase_fixed_residual_solution,I_span_solution,D_span_solution
1,1,1,3,17,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/gibson/ode_recurrence_attempt/orbit1/x0_projected_J1_K1_L3.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/gibson/ode_recurrence_attempt/orbit1/x_hookstep_po_direct_J1_K1_L3.asc,59.36203605931488,0.3314307187243301,2.2209049560060787,0.2442123768472147,0.2442123768472147,1.002018117665692,0.9319481556685569,false,4.792825475,59.36203596255368,0.3313389989614687,2.220543319321429,0.23831276881761368,0.2383127688177059,0.9926786858895151,0.9235388481863356
