orbit_id,J,K,L,m,coeff_projected,coeff_solution,T_guess,norm_guess,shear_guess,closing_guess,phase_fixed_residual_guess,I_span_guess,D_span_guess,hook_success,elapsed_seconds,T_solution,norm_solution,shear_solution,closing_solution,phase_fixed_residual_solution,I_span_solution,D_span_solution
1,2,4,7,169,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/gibson/ode_recurrence_attempt/orbit1/x0_projected_J2_K4_L7.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/gibson/ode_recurrence_attempt/orbit1/x_hookstep_po_direct_J2_K4_L7.asc,59.36203605931488,0.3296925068187565,2.136391850614743,0.09093710977739768,0.09093710977739768,0.31233080849724004,0.3284537712690965,false,1031.919646024,59.36116791545983,0.3232400463245411,2.24575921741952,1.3548224996444222e-5,1.3548835423830854e-5,1.3135755375426328e-5,1.3230913210371398e-5
