                     %Lz                     obs                       s                guesserr                   error     directory
               2.8245086               1.8397688                       0                       0           2.5489648e-16  ./initial-2/
               2.8220086               1.8327569                       0                       0           6.2425753e-16  ./initial-1/
               2.8195086               1.8254638                       0                       0           4.2629227e-16  ./initial-0/
               2.8007013               1.7528386              0.01633326           1.3609458e-05           1.2622149e-15   search-0/
               2.7955627               1.7092682              0.02484478           1.7310037e-05           2.1122011e-14   search-1/
               2.7962666               1.6647066             0.033715822           1.6024893e-05           1.2627027e-14   search-2/
               2.8041492               1.6214977             0.043140778           1.1195381e-05           1.7280275e-14   search-3/
               2.8193335               1.5820552             0.053300232           1.8781178e-05           2.8486629e-15   search-4/
               2.8352845                1.555205             0.061628935              1.9652e-05            9.099246e-15   search-5/
               2.8538592                1.531819             0.070215324           1.6721538e-05            9.383753e-15   search-6/
               2.8742244                1.511604             0.078949521           1.2453433e-05           1.1792935e-14   search-7/
               2.8990212               1.4917204             0.089055671           1.2022803e-05           1.1824496e-14   search-8/
               2.9284315               1.4725389              0.10060344           1.2177477e-05            1.587619e-14   search-9/
               2.9626472               1.4542672              0.11367934           1.2272626e-05           4.0292627e-15   search-10/
               3.0024028               1.4368025              0.12857514           1.2159105e-05           3.7174056e-15   search-11/
               3.0485806               1.4200847              0.14562672           1.2072092e-05           3.1780858e-15   search-12/
               3.1021132               1.4041202              0.16518107           1.2033224e-05           1.1530323e-14   search-13/
                3.164067                1.388936              0.18762951           1.2007212e-05            1.229012e-14   search-14/
               3.2356903               1.3745722              0.21342593           1.1984403e-05           1.2044188e-14   search-15/
               3.3184346               1.3610871              0.24309453           1.1965248e-05           1.4202813e-14   search-16/
               3.4139857               1.3485622              0.27724144           1.1948638e-05           2.8984776e-15   search-17/
                3.524308               1.3371094              0.31657062           1.1932831e-05            4.953997e-15   search-18/
                3.651695               1.3268832              0.36190207           1.1916856e-05            7.863454e-15   search-19/
               3.7988216               1.3181009              0.41419089           1.1900699e-05           9.5006409e-15   search-20/
                3.968787               1.3110764              0.47454265            1.188606e-05           3.0897733e-15   search-21/
               4.1650923               1.3062744              0.54420649           1.1879321e-05            1.366575e-14   search-22/
                4.391358               1.3043977              0.62447621           1.1901507e-05           1.2284633e-14   search-23/
               4.6500513               1.3064935              0.71624134           1.2020485e-05           1.4100235e-15   search-24/
               4.9087627               1.3129037              0.80802516           1.0195332e-05           3.7751006e-15   search-25/
               5.1905885               1.3248973              0.90804414           1.0683881e-05           3.5447487e-15   search-26/
               5.4723112               1.3424315               1.0080825           1.1662359e-05           3.0942494e-15   search-27/
               5.7538825               1.3658915               1.1081404           1.3157445e-05           1.1046309e-14   search-28/
               6.0352567               1.3957014               1.2082183           1.4720083e-05           1.7183751e-14   search-29/
                 6.31636               1.4326782               1.3083176              1.7926e-05           4.2357315e-14   search-30/
               6.5465705               1.4698142               1.3904303           1.7989345e-05           2.8656062e-14   search-31/
