      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.101275      0.138266     0.0159525     0.0337826     0.0468947    0.00139575             0             0      0.250021      0.125011     -0.125011      0.250021
     300       0.10128      0.138272     0.0159542     0.0337862      0.046899    0.00139604             0             0       0.25004       0.12502      -0.12502       0.25004
  299.98      0.101285      0.138278      0.015956     0.0337897     0.0469033    0.00139634             0             0      0.250059      0.125029     -0.125029      0.250059
 273.319      0.108933      0.147788     0.0187418     0.0392448     0.0534775    0.00189141             0             0      0.280433      0.140217     -0.140217      0.280433
 260.368      0.113734      0.153742     0.0204954      0.042591     0.0574522    0.00223406             0             0      0.300135      0.150067     -0.150067      0.300135
 247.648      0.119423      0.160785      0.022587     0.0464951     0.0620386    0.00267197             0             0      0.324157      0.162079     -0.162079      0.324157
 235.329       0.12616      0.169107     0.0250913     0.0510483     0.0673229     0.0032355             0             0      0.353588      0.176794     -0.176794      0.353588
 225.141      0.132956      0.177483      0.027657      0.055583     0.0725212    0.00385438             0             0      0.384415      0.192207     -0.192207      0.384415
 215.645      0.140649      0.186942     0.0306164     0.0606612      0.078271    0.00461714             0             0      0.420739      0.210369     -0.210369      0.420739
 207.093      0.149116      0.197323      0.033948     0.0661986       0.08446    0.00553473             0             0      0.462537      0.231268     -0.231268      0.462537
 199.713      0.158074      0.208275     0.0375626     0.0720122     0.0908727     0.0065967             0             0      0.508916      0.254458     -0.254458      0.508916
 193.626      0.167126      0.219306     0.0413101     0.0778485     0.0972278    0.00776691             0             0      0.558117      0.279058     -0.279058      0.558117
 188.789      0.175899      0.229967     0.0450328     0.0834741      0.103279    0.00899588             0             0      0.608135      0.304067     -0.304067      0.608135
 185.032      0.184167      0.239988     0.0486203     0.0887496      0.108891     0.0102404             0             0      0.657454      0.328727     -0.328727      0.657454
  182.14      0.191852      0.249282     0.0520211     0.0936307      0.114029     0.0114729             0             0      0.705269      0.352634     -0.352634      0.705269
 179.689      0.199788       0.25886     0.0555964     0.0986471      0.119259     0.0128222             0             0      0.756716      0.378358     -0.378358      0.756716
 177.883      0.207019      0.267572     0.0589067      0.103194      0.123955     0.0141191             0             0      0.805489      0.402744     -0.402744      0.805489
 176.329      0.214948      0.277111     0.0625908      0.108153      0.129027     0.0156146             0             0      0.861137      0.430568     -0.430568      0.861137
 175.186      0.222902       0.28667     0.0663391      0.113093      0.134032      0.017191             0             0      0.919331      0.459665     -0.459665      0.919331
 174.464      0.230396      0.295669     0.0699143      0.117714      0.138668     0.0187445             0             0      0.976422      0.488211     -0.488211      0.976422
 174.117      0.236574      0.303085     0.0728903      0.121494      0.142429     0.0200738             0             0        1.0252        0.5126       -0.5126        1.0252
 174.105      0.250276      0.319537     0.0795714      0.129773      0.150563     0.0231726             0             0       1.13923      0.569617     -0.569617       1.13923
 174.867      0.261674       0.33324     0.0851945      0.136526      0.157092     0.0258974             0             0       1.24058       0.62029      -0.62029       1.24058
 176.094      0.271619      0.345226     0.0901338        0.1423      0.162595     0.0283733             0             0       1.33417      0.667085     -0.667085       1.33417
 177.825      0.281442      0.357102     0.0950272      0.147875      0.167839     0.0308971             0             0       1.43162      0.715809     -0.715809       1.43162
 180.015      0.291006      0.368716     0.0997911      0.153162      0.172745     0.0334168             0             0       1.53157      0.765783     -0.765783       1.53157
 182.624       0.30025      0.380003      0.104381      0.158121      0.177285     0.0358975             0             0       1.63322      0.816608     -0.816608       1.63322
 185.614      0.309146      0.390934      0.108769      0.162734      0.181453      0.038313             0             0       1.73601      0.868003     -0.868003       1.73601
 189.424      0.318794      0.402881       0.11348      0.167536      0.185732      0.040946             0             0       1.85334      0.926668     -0.926668       1.85334
 193.649      0.327993      0.414378      0.117908      0.171896      0.189563     0.0434504             0             0       1.97129      0.985643     -0.985643       1.97129
 198.264      0.336757      0.425441       0.12205      0.175825      0.192967     0.0458106             0             0       2.08958       1.04479      -1.04479       2.08958
 203.249      0.345097      0.436084      0.125908      0.179338      0.195969     0.0480149             0             0       2.20797       1.10399      -1.10399       2.20797
 208.811      0.353336      0.446721      0.129623      0.182568      0.198691     0.0501334             0             0       2.33103       1.16551      -1.16551       2.33103
  214.74      0.361135      0.456915      0.133039      0.185382      0.201028     0.0520657             0             0       2.45366       1.22683      -1.22683       2.45366
 221.035      0.368515      0.466685      0.136167      0.187804       0.20301     0.0538119             0             0       2.57588       1.28794      -1.28794       2.57588
 227.702      0.375493      0.476043       0.13902       0.18986      0.204662     0.0553733             0             0        2.6977       1.34885      -1.34885        2.6977
 234.746      0.382082      0.484995       0.14161      0.191572      0.206007     0.0567533             0             0        2.8191       1.40955      -1.40955        2.8191
 242.176      0.388292      0.493542      0.143949      0.192965      0.207069     0.0579568             0             0       2.94008       1.47004      -1.47004       2.94008
 250.001      0.394129      0.501682      0.146049      0.194062      0.207868     0.0589904             0             0        3.0606        1.5303       -1.5303        3.0606
 258.234      0.399602      0.509412      0.147922      0.194888      0.208425     0.0598622             0             0       3.18062       1.59031      -1.59031       3.18062
 266.888      0.404717      0.516731      0.149579      0.195467      0.208759     0.0605811             0             0        3.3001       1.65005      -1.65005        3.3001
 275.979      0.409484      0.523639      0.151032      0.195821       0.20889     0.0611564             0             0       3.41896       1.70948      -1.70948       3.41896
 285.531       0.41391      0.530138       0.15229       0.19597      0.208838     0.0615965             0             0       3.53711       1.76856      -1.76856       3.53711
 295.576      0.418004      0.536233      0.153361       0.19593       0.20862     0.0619082             0             0       3.65442       1.82721      -1.82721       3.65442
 306.164      0.421774      0.541933      0.154247      0.195711      0.208253     0.0620948             0             0       3.77069       1.88534      -1.88534       3.77069
 317.368      0.425226      0.547249      0.154942      0.195312      0.207752     0.0621539             0             0       3.88564       1.94282      -1.94282       3.88564
 329.212       0.42834      0.552155      0.155428      0.194722      0.207133     0.0620745             0             0       3.99797       1.99898      -1.99898       3.99797
 341.817      0.431101      0.556655      0.155668      0.193905      0.206407     0.0618314             0             0       4.10645       2.05323      -2.05323       4.10645
 353.431      0.433167      0.560194      0.155621      0.192956        0.2057     0.0614501             0             0       4.19512       2.09756      -2.09756       4.19512
 363.812       0.43462      0.562878      0.155331      0.191913      0.205049     0.0609583             0             0       4.26365       2.13183      -2.13183       4.26365
 373.105      0.435583      0.564886      0.154836      0.190773      0.204455     0.0603685             0             0       4.31473       2.15737      -2.15737       4.31473
 381.487      0.436142      0.566351      0.154159      0.189531      0.203908     0.0596867             0             0       4.35095       2.17547      -2.17547       4.35095
 389.169      0.436368      0.567379      0.153318      0.188172      0.203391      0.058915             0             0       4.37481        2.1874       -2.1874       4.37481
