group,ix,iz,target_Lx,target_Lz,point_Lx,point_Lz,point_source,point_label,point_tag,point_ubest,min_Re,status,re_out_dir
E,11,10,12.14285714,7.14285714,12.14285714,7.12554388,existing_grid_geom,i11_j10,to_i11_j11_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i11_j10/to_i11_j11_Lz/initial-0/ubest.nc,147.30864000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j10
E,12,10,12.85714286,7.14285714,12.85714286,7.12554388,existing_grid_geom,i12_j10,to_i12_j09_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j10/to_i12_j09_Lz/initial-2/ubest.nc,138.97640000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j10
E,13,10,13.57142857,7.14285714,13.57142857,7.16796656,existing_grid_geom,i13_j10,to_i13_j11_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j10/to_i13_j11_Lz/initial-2/ubest.nc,136.89889000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j10
E,14,10,14.28571429,7.14285714,14.28571429,7.04974795,existing_grid_geom,i14_j10,to_i14_j11_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j10/to_i14_j11_Lz/initial-0/ubest.nc,133.78258000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j10
E,15,10,15.00000000,7.14285714,15.00000000,7.23215390,existing_grid_geom,i15_j10,to_i15_j11_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j10/to_i15_j11_Lz/initial-2/ubest.nc,136.04065000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j10
E,1,11,5.00000000,7.71428571,,,,,,,,missing,
E,2,11,5.71428571,7.71428571,,,,,,,,missing,
E,3,11,6.42857143,7.71428571,,,,,,,,missing,
E,4,11,7.14285714,7.71428571,,,,,,,,missing,
E,5,11,7.85714286,7.71428571,,,,,,,,missing,
E,6,11,8.57142857,7.71428571,,,,,,,,missing,
E,7,11,9.28571429,7.71428571,,,,,,,,missing,
E,8,11,10.00000000,7.71428571,,,,,,,,missing,
E,9,11,10.71428571,7.71428571,,,,,,,,missing,
E,10,11,11.42857143,7.71428571,,,,,,,,missing,
E,11,11,12.14285714,7.71428571,12.14285714,7.47481613,existing_grid_geom,i11_j11,to_i11_j12_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i11_j11/to_i11_j12_Lz/initial-0/ubest.nc,300.10000000,failed,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j11
E,12,11,12.85714286,7.71428571,12.85714286,7.71572970,existing_grid_geom,i12_j10,to_i12_j11_Lz:search-6,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j10/to_i12_j11_Lz/search-6/ubest.nc,295.88556000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j11
E,13,11,13.57142857,7.71428571,13.57142857,7.70694674,existing_grid_geom,i13_j11,to_i13_j12_Lz:search-15,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j11/to_i13_j12_Lz/search-15/ubest.nc,154.35844000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j11
E,14,11,14.28571429,7.71428571,14.28571429,7.64198925,existing_grid_geom,i14_j11,to_i14_j12_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j11/to_i14_j12_Lz/initial-0/ubest.nc,140.58355000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j11
E,15,11,15.00000000,7.71428571,15.00000000,7.66692456,existing_grid_geom,i15_j11,to_i15_j12_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j11/to_i15_j12_Lz/initial-0/ubest.nc,138.86200000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j11
E,1,12,5.00000000,8.28571429,,,,,,,,missing,
E,2,12,5.71428571,8.28571429,,,,,,,,missing,
E,3,12,6.42857143,8.28571429,,,,,,,,missing,
E,4,12,7.14285714,8.28571429,,,,,,,,missing,
E,5,12,7.85714286,8.28571429,,,,,,,,missing,
E,6,12,8.57142857,8.28571429,,,,,,,,missing,
E,7,12,9.28571429,8.28571429,,,,,,,,missing,
E,8,12,10.00000000,8.28571429,,,,,,,,missing,
E,9,12,10.71428571,8.28571429,,,,,,,,missing,
E,10,12,11.42857143,8.28571429,,,,,,,,missing,
E,11,12,12.14285714,8.28571429,,,,,,,,missing,
E,12,12,12.85714286,8.28571429,,,,,,,,missing,
E,13,12,13.57142857,8.28571429,13.57142857,8.31710248,existing_grid_geom,i13_j12,to_i13_j13_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j12/to_i13_j13_Lz/initial-2/ubest.nc,194.17014000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j12
E,14,12,14.28571429,8.28571429,14.28571429,8.31710248,existing_grid_geom,i14_j12,to_i14_j13_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j12/to_i14_j13_Lz/initial-2/ubest.nc,162.92751000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j12
E,15,12,15.00000000,8.28571429,15.00000000,8.26544276,existing_grid_geom,i15_j12,to_i15_j13_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j12/to_i15_j13_Lz/initial-0/ubest.nc,147.97830000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j12
E,1,13,5.00000000,8.85714286,,,,,,,,missing,
E,2,13,5.71428571,8.85714286,,,,,,,,missing,
E,3,13,6.42857143,8.85714286,,,,,,,,missing,
E,4,13,7.14285714,8.85714286,,,,,,,,missing,
E,5,13,7.85714286,8.85714286,,,,,,,,missing,
E,6,13,8.57142857,8.85714286,,,,,,,,missing,
E,7,13,9.28571429,8.85714286,,,,,,,,missing,
E,8,13,10.00000000,8.85714286,,,,,,,,missing,
E,9,13,10.71428571,8.85714286,,,,,,,,missing,
E,10,13,11.42857143,8.85714286,,,,,,,,missing,
E,11,13,12.14285714,8.85714286,,,,,,,,missing,
E,12,13,12.85714286,8.85714286,,,,,,,,missing,
E,13,13,13.57142857,8.85714286,,,,,,,,missing,
E,14,13,14.28571429,8.85714286,14.38217318,8.85714286,existing_grid_geom,i14_j13,to_i13_j13_Lx:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j13/to_i13_j13_Lx/initial-0/ubest.nc,300.10000000,failed,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j13
E,15,13,15.00000000,8.85714286,15.00000000,8.88468004,existing_grid_geom,i15_j13,to_i15_j14_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j13/to_i15_j14_Lz/initial-2/ubest.nc,168.96721000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j13
E,1,14,5.00000000,9.42857143,,,,,,,,missing,
E,2,14,5.71428571,9.42857143,,,,,,,,missing,
E,3,14,6.42857143,9.42857143,,,,,,,,missing,
E,4,14,7.14285714,9.42857143,,,,,,,,missing,
E,5,14,7.85714286,9.42857143,,,,,,,,missing,
E,6,14,8.57142857,9.42857143,,,,,,,,missing,
E,7,14,9.28571429,9.42857143,,,,,,,,missing,
E,8,14,10.00000000,9.42857143,,,,,,,,missing,
E,9,14,10.71428571,9.42857143,,,,,,,,missing,
E,10,14,11.42857143,9.42857143,,,,,,,,missing,
E,11,14,12.14285714,9.42857143,,,,,,,,missing,
E,12,14,12.85714286,9.42857143,,,,,,,,missing,
E,13,14,13.57142857,9.42857143,,,,,,,,missing,
E,14,14,14.28571429,9.42857143,,,,,,,,missing,
E,15,14,15.00000000,9.42857143,15.00000000,9.35657130,existing_grid_geom,i15_j14,to_i15_j15_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j14/to_i15_j15_Lz/initial-0/ubest.nc,300.10000000,failed,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j14
E,1,15,5.00000000,10.00000000,,,,,,,,missing,
E,2,15,5.71428571,10.00000000,,,,,,,,missing,
E,3,15,6.42857143,10.00000000,,,,,,,,missing,
E,4,15,7.14285714,10.00000000,,,,,,,,missing,
E,5,15,7.85714286,10.00000000,,,,,,,,missing,
E,6,15,8.57142857,10.00000000,,,,,,,,missing,
E,7,15,9.28571429,10.00000000,,,,,,,,missing,
E,8,15,10.00000000,10.00000000,,,,,,,,missing,
E,9,15,10.71428571,10.00000000,,,,,,,,missing,
E,10,15,11.42857143,10.00000000,,,,,,,,missing,
E,11,15,12.14285714,10.00000000,,,,,,,,missing,
E,12,15,12.85714286,10.00000000,,,,,,,,missing,
E,13,15,13.57142857,10.00000000,,,,,,,,missing,
E,14,15,14.28571429,10.00000000,,,,,,,,missing,
E,15,15,15.00000000,10.00000000,,,,,,,,missing,
