group,ix,iz,target_Lx,target_Lz,point_Lx,point_Lz,point_source,point_label,point_tag,point_ubest,min_Re,status,re_out_dir
E,4,5,7.14285714,4.28571429,7.14285714,4.30043786,existing_grid_geom,i04_j05,to_i04_j06_Lz:search-5,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i04_j05/to_i04_j06_Lz/search-5/ubest.nc,155.26884000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i04_j05
E,5,5,7.85714286,4.28571429,7.85714286,4.27509507,existing_grid_geom,i05_j05,to_i05_j06_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i05_j05/to_i05_j06_Lz/initial-0/ubest.nc,133.91658000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i05_j05
E,6,5,8.57142857,4.28571429,8.57142857,4.31433345,existing_grid_geom,i06_j04,to_i06_j05_Lz:search-1,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i06_j04/to_i06_j05_Lz/search-1/ubest.nc,133.13239000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i06_j05
E,7,5,9.28571429,4.28571429,9.50263722,4.28571429,existing_grid_geom,i09_j05,to_i08_j05_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j05/to_i08_j05_Lx/search-0/ubest.nc,137.30304000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i07_j05
E,8,5,10.00000000,4.28571429,10.00000000,4.15843531,existing_grid_geom,i08_j05,to_i08_j04_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j05/to_i08_j04_Lz/initial-2/ubest.nc,145.27485000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i08_j05
E,9,5,10.71428571,4.28571429,10.71428571,4.26568215,existing_grid_geom,i09_j04,to_i09_j05_Lz:search-1,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j04/to_i09_j05_Lz/search-1/ubest.nc,143.96344000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i09_j05
E,10,5,11.42857143,4.28571429,11.42857143,4.23413946,existing_grid_geom,i10_j05,to_i10_j06_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i10_j05/to_i10_j06_Lz/initial-0/ubest.nc,152.55017000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i10_j05
E,11,5,12.14285714,4.28571429,12.08267286,4.28571429,existing_grid_geom,i13_j05,to_i12_j05_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j05/to_i12_j05_Lx/search-0/ubest.nc,153.03037000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j05
E,12,5,12.85714286,4.28571429,12.85714286,4.33537320,existing_grid_geom,i12_j05,to_i12_j04_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j05/to_i12_j04_Lz/initial-0/ubest.nc,161.62659000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j05
E,13,5,13.57142857,4.28571429,13.57142857,4.33833037,existing_grid_geom,i13_j05,to_i13_j06_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j05/to_i13_j06_Lz/initial-2/ubest.nc,165.18707000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j05
E,14,5,14.28571429,4.28571429,14.28571429,4.28245843,existing_grid_geom,i14_j05,to_i14_j06_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j05/to_i14_j06_Lz/initial-2/ubest.nc,176.48053000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j05
E,15,5,15.00000000,4.28571429,15.00000000,4.24625876,existing_grid_geom,i15_j05,to_i15_j06_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j05/to_i15_j06_Lz/initial-0/ubest.nc,187.47442000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j05
E,1,6,5.00000000,4.85714286,,,,,,,,missing,
E,2,6,5.71428571,4.85714286,,,,,,,,missing,
E,3,6,6.42857143,4.85714286,,,,,,,,missing,
E,4,6,7.14285714,4.85714286,,,,,,,,missing,
E,5,6,7.85714286,4.85714286,7.85615709,4.85714286,existing_grid_geom,i05_j06,to_i04_j06_Lx:search-5,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i05_j06/to_i04_j06_Lx/search-5/ubest.nc,155.93744000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i05_j06
E,6,6,8.57142857,4.85714286,8.72662477,4.85714286,existing_grid_geom,i06_j06,to_i05_j06_Lx:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i06_j06/to_i05_j06_Lx/initial-0/ubest.nc,131.76798000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i06_j06
E,7,6,9.28571429,4.85714286,9.50772618,4.85714286,existing_grid_geom,i09_j06,to_i08_j06_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j06/to_i08_j06_Lx/search-0/ubest.nc,129.06482000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i07_j06
E,8,6,10.00000000,4.85714286,10.00000000,4.91419257,existing_grid_geom,i08_j06,to_i08_j05_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j06/to_i08_j05_Lz/initial-0/ubest.nc,129.57111000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i08_j06
E,9,6,10.71428571,4.85714286,10.71428571,4.84979167,existing_grid_geom,i09_j06,to_i09_j07_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j06/to_i09_j07_Lz/initial-0/ubest.nc,131.09991000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i09_j06
E,10,6,11.42857143,4.85714286,11.42857143,4.94883032,existing_grid_geom,i10_j05,to_i10_j06_Lz:search-1,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i10_j05/to_i10_j06_Lz/search-1/ubest.nc,134.06857000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i10_j06
E,11,6,12.14285714,4.85714286,12.08713372,4.85714286,existing_grid_geom,i13_j06,to_i12_j06_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j06/to_i12_j06_Lx/search-0/ubest.nc,140.35219000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j06
E,12,6,12.85714286,4.85714286,12.85714286,4.85016574,existing_grid_geom,i12_j06,to_i12_j05_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j06/to_i12_j05_Lz/initial-2/ubest.nc,145.52224000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j06
E,13,6,13.57142857,4.85714286,13.57142857,4.80377249,existing_grid_geom,i13_j06,to_i13_j07_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j06/to_i13_j07_Lz/initial-0/ubest.nc,149.39229000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j06
E,14,6,14.28571429,4.85714286,14.28571429,4.73670927,existing_grid_geom,i14_j06,to_i14_j07_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j06/to_i14_j07_Lz/initial-0/ubest.nc,158.66328000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j06
E,15,6,15.00000000,4.85714286,15.00000000,4.88330971,existing_grid_geom,i15_j06,to_i15_j07_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j06/to_i15_j07_Lz/initial-2/ubest.nc,161.80402000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j06
E,1,7,5.00000000,5.42857143,,,,,,,,missing,
E,2,7,5.71428571,5.42857143,,,,,,,,missing,
E,3,7,6.42857143,5.42857143,,,,,,,,missing,
E,4,7,7.14285714,5.42857143,,,,,,,,missing,
E,5,7,7.85714286,5.42857143,,,,,,,,missing,
E,6,7,8.57142857,5.42857143,8.57010103,5.42857143,existing_grid_geom,i06_j07,to_i05_j07_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i06_j07/to_i05_j07_Lx/search-0/ubest.nc,291.66489000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i06_j07
E,7,7,9.28571429,5.42857143,9.02800204,5.42857143,existing_grid_geom,i07_j07,to_i06_j07_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i07_j07/to_i06_j07_Lx/search-0/ubest.nc,143.75856000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i07_j07
E,8,7,10.00000000,5.42857143,10.00000000,5.36903838,existing_grid_geom,i08_j07,to_i08_j06_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j07/to_i08_j06_Lz/initial-2/ubest.nc,128.33668000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i08_j07
E,9,7,10.71428571,5.42857143,10.71428571,5.32449588,existing_grid_geom,i09_j07,to_i09_j08_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j07/to_i09_j08_Lz/initial-0/ubest.nc,127.84469000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i09_j07
E,10,7,11.42857143,5.42857143,11.42857143,5.36903838,existing_grid_geom,i10_j07,to_i10_j08_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i10_j07/to_i10_j08_Lz/initial-0/ubest.nc,128.30505000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i10_j07
E,11,7,12.14285714,5.42857143,12.14285714,5.42794843,existing_grid_geom,i11_j06,to_i11_j07_Lz:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i11_j06/to_i11_j07_Lz/search-0/ubest.nc,132.26808000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j07
E,12,7,12.85714286,5.42857143,12.85714286,5.38961978,existing_grid_geom,i12_j07,to_i12_j06_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j07/to_i12_j06_Lz/initial-2/ubest.nc,135.39131000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j07
E,13,7,13.57142857,5.42857143,13.48627345,5.42857143,existing_grid_geom,i11_j07,to_i12_j07_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i11_j07/to_i12_j07_Lx/search-0/ubest.nc,138.34782000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j07
E,14,7,14.28571429,5.42857143,14.28571429,5.51603916,existing_grid_geom,i14_j07,to_i14_j08_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j07/to_i14_j08_Lz/initial-2/ubest.nc,141.12230000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j07
E,15,7,15.00000000,5.42857143,15.00000000,5.40267563,existing_grid_geom,i15_j07,to_i15_j08_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j07/to_i15_j08_Lz/initial-0/ubest.nc,149.23822000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j07
E,1,8,5.00000000,6.00000000,,,,,,,,missing,
E,2,8,5.71428571,6.00000000,,,,,,,,missing,
E,3,8,6.42857143,6.00000000,,,,,,,,missing,
E,4,8,7.14285714,6.00000000,,,,,,,,missing,
E,5,8,7.85714286,6.00000000,,,,,,,,missing,
E,6,8,8.57142857,6.00000000,,,,,,,,missing,
E,7,8,9.28571429,6.00000000,9.28571429,5.94410561,existing_grid_geom,i07_j08,to_i07_j09_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i07_j08/to_i07_j09_Lz/initial-0/ubest.nc,300.10000000,failed,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i07_j08
E,8,8,10.00000000,6.00000000,10.00000000,6.05553128,existing_grid_geom,i08_j08,to_i08_j09_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j08/to_i08_j09_Lz/initial-2/ubest.nc,148.46239000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i08_j08
E,9,8,10.71428571,6.00000000,10.72171736,6.00000000,existing_grid_geom,i08_j08,to_i09_j08_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j08/to_i09_j08_Lx/search-0/ubest.nc,136.73168000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i09_j08
E,10,8,11.42857143,6.00000000,11.42857143,6.05302188,existing_grid_geom,i10_j08,to_i10_j09_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i10_j08/to_i10_j09_Lz/initial-2/ubest.nc,131.61497000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i10_j08
E,11,8,12.14285714,6.00000000,12.13270656,6.00000000,existing_grid_geom,i13_j08,to_i12_j08_Lx:search-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j08/to_i12_j08_Lx/search-0/ubest.nc,128.86711000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j08
E,12,8,12.85714286,6.00000000,12.85714286,5.91338656,existing_grid_geom,i12_j08,to_i12_j07_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j08/to_i12_j07_Lz/initial-2/ubest.nc,130.60294000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j08
E,13,8,13.57142857,6.00000000,13.57142857,6.08308309,existing_grid_geom,i13_j08,to_i13_j09_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j08/to_i13_j09_Lz/initial-2/ubest.nc,131.12376000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j08
E,14,8,14.28571429,6.00000000,14.28571429,6.05411486,existing_grid_geom,i14_j08,to_i14_j09_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j08/to_i14_j09_Lz/initial-2/ubest.nc,135.04714000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j08
E,15,8,15.00000000,6.00000000,15.00000000,5.94401633,existing_grid_geom,i15_j08,to_i15_j09_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j08/to_i15_j09_Lz/initial-0/ubest.nc,141.02704000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j08
E,1,9,5.00000000,6.57142857,,,,,,,,missing,
E,2,9,5.71428571,6.57142857,,,,,,,,missing,
E,3,9,6.42857143,6.57142857,,,,,,,,missing,
E,4,9,7.14285714,6.57142857,,,,,,,,missing,
E,5,9,7.85714286,6.57142857,,,,,,,,missing,
E,6,9,8.57142857,6.57142857,,,,,,,,missing,
E,7,9,9.28571429,6.57142857,,,,,,,,missing,
E,8,9,10.00000000,6.57142857,10.24287488,6.57142857,existing_grid_geom,i08_j09,to_i07_j09_Lx:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i08_j09/to_i07_j09_Lx/initial-0/ubest.nc,299.90000000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i08_j09
E,9,9,10.71428571,6.57142857,10.71428571,6.54145511,existing_grid_geom,i09_j09,to_i09_j10_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i09_j09/to_i09_j10_Lz/initial-0/ubest.nc,300.10000000,failed,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i09_j09
E,10,9,11.42857143,6.57142857,11.42857143,6.60092126,existing_grid_geom,i10_j09,to_i10_j10_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i10_j09/to_i10_j10_Lz/initial-2/ubest.nc,155.88481000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i10_j09
E,11,9,12.14285714,6.57142857,12.14285714,6.65476850,existing_grid_geom,i11_j09,to_i11_j10_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i11_j09/to_i11_j10_Lz/initial-2/ubest.nc,133.39694000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i11_j09
E,12,9,12.85714286,6.57142857,12.85714286,6.56995120,existing_grid_geom,i12_j09,to_i12_j08_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i12_j09/to_i12_j08_Lz/initial-0/ubest.nc,130.84989000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i12_j09
E,13,9,13.57142857,6.57142857,13.57142857,6.56754594,existing_grid_geom,i13_j09,to_i13_j10_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i13_j09/to_i13_j10_Lz/initial-2/ubest.nc,130.89037000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i13_j09
E,14,9,14.28571429,6.57142857,14.28571429,6.57748948,existing_grid_geom,i14_j09,to_i14_j10_Lz:initial-2,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i14_j09/to_i14_j10_Lz/initial-2/ubest.nc,132.81694000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i14_j09
E,15,9,15.00000000,6.57142857,15.00000000,6.49377603,existing_grid_geom,i15_j09,to_i15_j10_Lz:initial-0,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/geom/i15_j09/to_i15_j10_Lz/initial-0/ubest.nc,136.48747000,ok,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/alpha_gamma_grid/eqb_alpha_gamma_grid/dns_space_map/grid_map/E/re_fix_m01/i15_j09
E,1,10,5.00000000,7.14285714,,,,,,,,missing,
E,2,10,5.71428571,7.14285714,,,,,,,,missing,
E,3,10,6.42857143,7.14285714,,,,,,,,missing,
E,4,10,7.14285714,7.14285714,,,,,,,,missing,
E,5,10,7.85714286,7.14285714,,,,,,,,missing,
E,6,10,8.57142857,7.14285714,,,,,,,,missing,
E,7,10,9.28571429,7.14285714,,,,,,,,missing,
E,8,10,10.00000000,7.14285714,,,,,,,,missing,
E,9,10,10.71428571,7.14285714,,,,,,,,missing,
E,10,10,11.42857143,7.14285714,,,,,,,,missing,
