physical_id,segment_index,Re,group,from_Lx,from_Lz,target_Lx,target_Lz,cont,dmu,target_mu,ns,T,seed,symm,out_dir,seed_exists
re300_lx10_lz6_015,1,300.0,G,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_015/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_015/to_ghc/01_diag,true
re300_lx10_lz6_015,2,300.0,G,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_015/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_015/to_ghc/02_lz,true
re300_lx10_lz6_017,1,300.0,G,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_017/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_017/to_ghc/01_diag,true
re300_lx10_lz6_017,2,300.0,G,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_017/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_017/to_ghc/02_lz,true
re300_lx10_lz6_020,1,300.0,G,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_020/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_020/to_ghc/01_diag,true
re300_lx10_lz6_020,2,300.0,G,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx10_lz6_020/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx10_lz6_020/to_ghc/02_lz,true
re300_lx2pi_lzpi_012,1,300.0,A,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_012/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_012/to_ghc/01_diag,true
re300_lx2pi_lzpi_012,2,300.0,A,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_012/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_012/to_ghc/02_lz,true
re300_lx2pi_lzpi_001,1,300.0,C,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_001/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_C.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_001/to_ghc/01_diag,true
re300_lx2pi_lzpi_001,2,300.0,C,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_001/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_C.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_001/to_ghc/02_lz,true
re300_lx2pi_lzpi_008,1,300.0,B,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_008/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_008/to_ghc/01_diag,true
re300_lx2pi_lzpi_008,2,300.0,B,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_008/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_008/to_ghc/02_lz,true
re300_lx2pi_lzpi_002,1,300.0,D,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_002/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_002/to_ghc/01_diag,true
re300_lx2pi_lzpi_002,2,300.0,D,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_002/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_002/to_ghc/02_lz,true
re300_lx2pi_lzpi_006,1,300.0,D,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_006/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_006/to_ghc/01_diag,true
re300_lx2pi_lzpi_006,2,300.0,D,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_006/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_006/to_ghc/02_lz,true
re300_lx2pi_lzpi_010,1,300.0,D,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_010/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_010/to_ghc/01_diag,true
re300_lx2pi_lzpi_010,2,300.0,D,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_010/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_010/to_ghc/02_lz,true
re300_lx2pi_lzpi_003,1,300.0,E,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_003/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_003/to_ghc/01_diag,true
re300_lx2pi_lzpi_003,2,300.0,E,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_003/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_003/to_ghc/02_lz,true
re300_lx2pi_lzpi_007,1,300.0,E,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_007/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_007/to_ghc/01_diag,true
re300_lx2pi_lzpi_007,2,300.0,E,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_007/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_007/to_ghc/02_lz,true
re300_lx2pi_lzpi_009,1,300.0,E,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_009/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_009/to_ghc/01_diag,true
re300_lx2pi_lzpi_009,2,300.0,E,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_009/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_009/to_ghc/02_lz,true
re300_lx2pi_lzpi_011,1,300.0,F,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_011/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_F.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_011/to_ghc/01_diag,true
re300_lx2pi_lzpi_011,2,300.0,F,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_011/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_F.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_011/to_ghc/02_lz,true
re300_lx2pi_lzpi_004,1,300.0,G,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_004/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_004/to_ghc/01_diag,true
re300_lx2pi_lzpi_004,2,300.0,G,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_004/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_004/to_ghc/02_lz,true
re300_lx2pi_lzpi_005,1,300.0,G,6.283185307179586,3.141592653589793,5.511566576198634,2.755783288099317,Diag,-0.01,6.1621187634479595,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_005/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_005/to_ghc/01_diag,true
re300_lx2pi_lzpi_005,2,300.0,G,5.511566576198634,2.755783288099317,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re300_lx2pi_lzpi_005/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_G.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re300_lx2pi_lzpi_005/to_ghc/02_lz,true
re400_lx10_lz6_001,1,400.0,E,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_001/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_001/to_ghc/01_diag,true
re400_lx10_lz6_001,2,400.0,E,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_001/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_E.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_001/to_ghc/02_lz,true
re400_lx10_lz6_008,1,400.0,C,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_008/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_C.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_008/to_ghc/01_diag,true
re400_lx10_lz6_008,2,400.0,C,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_008/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_C.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_008/to_ghc/02_lz,true
re400_lx10_lz6_011,1,400.0,A,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_011/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_011/to_ghc/01_diag,true
re400_lx10_lz6_011,2,400.0,A,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_011/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_011/to_ghc/02_lz,true
re400_lx10_lz6_012,1,400.0,A,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_012/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_012/to_ghc/01_diag,true
re400_lx10_lz6_012,2,400.0,A,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_012/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_012/to_ghc/02_lz,true
re400_lx10_lz6_014,1,400.0,A,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_014/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_014/to_ghc/01_diag,true
re400_lx10_lz6_014,2,400.0,A,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_014/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_014/to_ghc/02_lz,true
re400_lx10_lz6_024,1,400.0,A,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_024/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_024/to_ghc/01_diag,true
re400_lx10_lz6_024,2,400.0,A,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_024/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_A.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_024/to_ghc/02_lz,true
re400_lx10_lz6_003,1,400.0,B,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_003/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_003/to_ghc/01_diag,true
re400_lx10_lz6_003,2,400.0,B,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_003/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_003/to_ghc/02_lz,true
re400_lx10_lz6_010,1,400.0,B,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_010/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_010/to_ghc/01_diag,true
re400_lx10_lz6_010,2,400.0,B,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_010/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_010/to_ghc/02_lz,true
re400_lx10_lz6_026,1,400.0,B,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_026/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_026/to_ghc/01_diag,true
re400_lx10_lz6_026,2,400.0,B,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_026/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_026/to_ghc/02_lz,true
re400_lx10_lz6_032,1,400.0,B,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_032/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_032/to_ghc/01_diag,true
re400_lx10_lz6_032,2,400.0,B,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_032/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_B.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_032/to_ghc/02_lz,true
re400_lx10_lz6_006,1,400.0,D,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_006/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_006/to_ghc/01_diag,true
re400_lx10_lz6_006,2,400.0,D,5.511566576198634,3.3069399457191806,5.511566576198634,2.5132741228718345,Lz,-0.01,2.5132741228718345,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_006/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_D.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_006/to_ghc/02_lz,true
re400_lx10_lz6_018,1,400.0,C,10.0,6.0,5.511566576198634,3.3069399457191806,Diag,-0.01,6.42753591421029,80,10.0,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/equilibria/re400_lx10_lz6_018/ubest.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/symm_files/symm_C.asc,/home/ebenq/Dev/julia/CloudAtlas.jl/catalog/dns_geometry_to_ghc/re400_lx10_lz6_018/to_ghc/01_diag,true
