branch_id,Re_left,Re_right,real_left,real_right,Re_cross_linear,imag_cross_linear,period_cross_linear
3,348.0,349.0,0.0007272843016381304,-0.00022662638131790494,348.76242389841406,0.03500133314103658,179.5127426107378
5,341.0,342.0,-0.0007807585291503688,0.0010478438642203408,341.4269700903711,0.31742920557888415,19.793973575056423
10,357.0,358.0,-5.481224094905368e-5,0.0008306462524741987,357.0619026655187,1.0205092547355201,6.156911638011519
