3072,3500,3597,3445,3441,2437
3809,4014,3527,2731,2586,2614
2631,2775,2831,2742,2727,2466
2977,3039,2872,3129,2464,2063
3441,3005,2986,2608,2140,1823
3080,2924,2612,1913,1810,2313
