                     %Re                     obs                       s                guesserr                   error     directory
                   300.1                 1.83505                       0                       0           1.1635631e-15  ./initial-2/
                     300               1.8346752                       0                       0             5.38786e-14  ./initial-1/
                   299.9               1.8342978                       0                       0           6.3136984e-16  ./initial-0/
               293.86988               1.8029505             0.026772709            1.731874e-06           4.2722538e-14   search-1/
               292.57934                 1.79057             0.034775318             1.13937e-06           9.2177246e-14   search-4/
               292.04296               1.7826751             0.039435153           4.2747528e-07           2.4008717e-14   search-7/
               291.66489               1.7724233             0.045163307           2.7258188e-07           4.0301981e-16   search-9/
               291.83937               1.7545768             0.054908023           1.7460356e-06           1.3159799e-15   search-10/
               294.75666               1.7229223             0.074713171           5.8986169e-06           3.3423658e-14   search-11/
               301.18525                1.691914              0.10200488            9.895243e-06           1.7150313e-16   search-12/
               310.40522               1.6649282              0.13607658           1.8467175e-05           1.8859401e-15   search-13/
               320.95151               1.6435896              0.17310494           1.8285526e-05           2.2874013e-16   search-14/
               332.04592                1.626819              0.21119924           1.2579597e-05           9.0056413e-14   search-15/
               345.66539               1.6110054              0.25740847           1.1377913e-05           3.3955521e-14   search-16/
               361.82551                1.596606              0.31184428           1.1736568e-05           1.8503732e-14   search-17/
               380.32971               1.5839157              0.37391159           1.2145816e-05           1.7676009e-14   search-18/
               401.35554               1.5727595              0.44426098           1.2201453e-05           2.0039042e-14   search-19/
               425.17353               1.5629301              0.52383483           1.2214533e-05           2.3947813e-14   search-20/
               452.04817                1.554246              0.61354193           1.2251856e-05           2.2298797e-14   search-21/
               482.03583               1.5465796              0.71358811           1.2095322e-05           1.1099733e-14   search-22/
               512.02611               1.5403642               0.8136131           9.7480821e-06           8.8806644e-15   search-23/
               542.01787                 1.53516              0.91362584           7.3032702e-06            3.115191e-15   search-24/
               572.01094               1.5306863               1.0136325           5.4106751e-06           2.3284501e-15   search-25/
               602.00517               1.5267583               1.1136362           4.1210933e-06           2.6809268e-15   search-26/
               632.00034               1.5232511               1.2136383           3.2095028e-06           7.5448286e-16   search-27/
               661.99625               1.5200789               1.3136397           2.5458286e-06           1.5591735e-15   search-28/
               691.99276               1.5171811               1.4136405           2.0507707e-06           1.6445852e-15   search-29/
               721.98976               1.5145144               1.5136411           1.6738728e-06           5.4787503e-16   search-30/
               751.98717               1.5120469               1.6136415            1.381887e-06           8.5616409e-16   search-31/
               781.98491                1.509755               1.7136417           1.1522519e-06           4.5100366e-16   search-32/
               811.98294               1.5076206               1.8136419           9.6926714e-07           7.2969239e-16   search-33/
               841.98122               1.5056298               1.9136421           8.2176416e-07           5.5223385e-16   search-34/
               871.97972               1.5037716               2.0136422           7.0164244e-07            4.235873e-16   search-35/
               901.97841               1.5020371               2.1136423           6.0292413e-07           2.9241857e-16   search-36/
               931.97727               1.5004194               2.2136424           5.2112904e-07           3.8416387e-16   search-37/
               961.97627               1.4989125               2.3136425            4.528525e-07           2.4967958e-16   search-38/
               991.97542               1.4975119               2.4136425            3.954748e-07           2.3454147e-16   search-39/
               1021.9747               1.4962137               2.5136426           3.4695755e-07           3.6745752e-16   search-40/
               1051.9741               1.4950147               2.6136426           3.0569881e-07            3.104678e-16   search-41/
               1081.9735               1.4939124               2.7136427           2.7042826e-07           5.6477325e-16   search-42/
               1111.9731               1.4929048               2.8136427           2.4013057e-07           2.0985355e-16   search-43/
               1141.9727               1.4919905               2.9136427           2.1398855e-07           2.9758711e-16   search-44/
               1171.9724               1.4911683               3.0136427           1.9134062e-07           9.9551175e-14   search-45/
               1201.9722               1.4904377               3.1136428           1.7164875e-07           9.4296411e-14   search-46/
                1231.972               1.4897986               3.2136428           1.5447478e-07           7.5222052e-14   search-47/
               1261.9719               1.4892512               3.3136428           1.3946142e-07           7.5442692e-14   search-48/
               1291.9718               1.4887966               3.4136428           1.2632082e-07           9.8019427e-14   search-49/
