label,Re,T,closure,relative_closure,I_span,D_span,E_span,I_mean,D_mean,E_mean,span_class
initial,285.91486006421275,86.72275925408482,1.2997080288755922e-11,5.264591119866847e-11,0.18381237297850195,0.1957533735129129,0.011709155555660954,1.698165128884031,1.6715064625966083,0.039720974187694255,medium
