                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.9538787                       0                       0           4.2081254e-16  ./initial-2/
                     300               1.9538165                       0                       0           2.0968475e-14  ./initial-1/
                  299.98               1.9537544                       0                       0           2.6388186e-16  ./initial-0/
               297.97744               1.9481985            0.0073295034           1.7278063e-06           5.7620005e-15   search-1/
               296.94819               1.9464673             0.010872911           3.2494653e-06           5.2121451e-16   search-3/
                296.3866               1.9467249             0.012749514           2.8893144e-06           3.4657424e-16   search-5/
               296.22507               1.9473805             0.013383957           9.5670661e-07           9.5474257e-14   search-8/
               296.07785               1.9493368             0.014499017           9.0078697e-07           2.2880412e-16   search-10/
                296.3061               1.9570641             0.018526505           1.5874322e-06           9.4231877e-14   search-11/
               297.06166               1.9677076             0.024528038           1.9460853e-05           1.9389446e-15   search-12/
               297.82012                1.976677             0.029768897           1.7288748e-05           4.1018971e-15   search-13/
               298.90524               1.9885484             0.036840005           1.0633906e-05           2.8318817e-16   search-14/
               300.46065               2.0045841             0.046547856           1.0134569e-05           6.2341238e-14   search-15/
               302.47947               2.0243528             0.058699363           1.1084752e-05           2.4824407e-14   search-16/
               305.02643               2.0480699             0.073512518           1.1311141e-05           2.6660717e-14   search-17/
               308.21388               2.0761881             0.091401039           1.1387917e-05           1.5841348e-14   search-18/
               312.15098                2.108904              0.11267576           1.1580134e-05           1.9894638e-14   search-19/
                316.9406               2.1462202              0.13756896           1.1810394e-05           2.8452196e-14   search-20/
               322.66986               2.1880079              0.16624212           1.2049886e-05           1.1790557e-14   search-21/
               329.38548               2.2339935              0.19872385           1.2310525e-05           8.1269195e-15   search-22/
               336.34048               2.2791489              0.23145919           1.0477298e-05           1.2763473e-14   search-23/
               344.80293               2.3318431              0.27048579           1.1626102e-05           2.0677721e-14   search-24/
               353.45115               2.3843927              0.30991174           1.0789051e-05           1.6025227e-14   search-25/
               363.44694               2.4457779              0.35570775           1.2098747e-05           2.3516841e-14   search-26/
               373.38929               2.5143757              0.40398842           1.1590065e-05           3.8772268e-16   search-27/
               382.72015               2.6569361              0.48330608           1.6487432e-05           1.1497376e-14   search-28/
               383.64239               2.7009513              0.50604268            1.946475e-05           4.2363869e-16   search-29/
               383.78376               2.7088001              0.51008741           1.2690896e-05            2.989999e-14   search-30/
               384.98291               2.7808688              0.54718945           1.0144673e-05           2.0504496e-14   search-31/
               386.27553               2.8557547              0.58575891           1.0975795e-05           6.0486974e-15   search-32/
               387.92829               2.9385632              0.62849841           1.1187804e-05           4.8824665e-16   search-33/
               390.18836               3.0337718              0.67780687           1.1640882e-05           2.7025299e-14   search-34/
               392.82693               3.1278428              0.72675092           1.2360599e-05           8.2307847e-15   search-35/
               395.85923               3.2211627              0.77557154           1.3107562e-05           8.4713318e-15   search-36/
               399.29142               3.3137598              0.82432585           1.3995311e-05           7.3777218e-15   search-37/
               403.12734               3.4055182                0.872999           1.5201828e-05           6.6811268e-15   search-38/
               407.37236               3.4961257              0.92148437           1.6196967e-05           9.1883968e-15   search-39/
               412.04046               3.5850941              0.96960531           1.6474143e-05             6.14648e-15   search-40/
               417.16183               3.6719038               1.0172029           1.5946064e-05           6.3629922e-15   search-41/
               422.78449               3.7561581               1.0642226           1.5107915e-05           1.7520537e-14   search-42/
               428.96716               3.8376561               1.1107482           1.4692275e-05           2.3494913e-14   search-43/
               435.76567               3.9163995               1.1569849           1.5111349e-05           2.3893918e-14   search-44/
               443.21637                3.992569               1.2032087            1.624958e-05           7.1189189e-15   search-45/
               451.32107               4.0664416                1.249678           1.7690291e-05           8.4717913e-15   search-46/
               460.04182               4.1382365               1.2965319           1.8949044e-05           1.5391074e-14   search-47/
               469.31381               4.2080109               1.3437606           1.9647752e-05            1.060162e-14   search-48/
               479.06919               4.2757083               1.3912786           1.9664242e-05           1.5475063e-14   search-49/
