                     %Lz                     obs                       s                guesserr                   error     directory
               3.1385929               2.0864791                       0                       0           2.9997356e-14  ./initial-2/
               3.1360929               2.0840508                       0                       0           5.3619891e-15  ./initial-1/
               3.1335929               2.0816052                       0                       0           2.1832952e-14  ./initial-0/
               3.0634961               2.0050359             0.026547026           1.4005241e-05           4.9883703e-15   search-0/
               3.0292003               1.9605198             0.039768308           1.7819552e-05           3.3743907e-15   search-1/
               2.9965791               1.9118637             0.053059012             1.97764e-05           6.3139306e-15   search-2/
               2.9698892               1.8651196             0.064837653           1.6463287e-05           6.2865687e-15   search-3/
               2.9461035               1.8141168             0.076724967           1.9597483e-05            7.825404e-15   search-4/
               2.9299094               1.7684247             0.086656665           1.7871011e-05           9.6636267e-15   search-5/
               2.9186345                1.719275             0.096791728           1.9813331e-05           2.4025829e-14   search-6/
               2.9149331               1.6748865              0.10578994           1.6983902e-05           1.5655626e-14   search-7/
               2.9188743               1.6302631              0.11524442           1.4399664e-05           4.9485788e-14   search-8/
               2.9316467               1.5880464              0.12539522            1.433779e-05           9.4153389e-15   search-9/
               2.9478796               1.5576568              0.13409618           1.8759386e-05           3.7611064e-15   search-10/
               2.9656329               1.5340807              0.14207429           1.6651539e-05           9.5198995e-15   search-11/
               2.9856794               1.5134888              0.15022966           1.2746101e-05           1.0843095e-14   search-12/
               3.0103213               1.4933091              0.15960582           1.2159285e-05           2.4332672e-15   search-13/
               3.0363767               1.4759075              0.16907516           1.0022717e-05           8.6009539e-15   search-14/
               3.0697236                1.457558               0.1807976           1.1059655e-05           1.8371461e-15   search-15/
               3.1094315               1.4396358              0.19440131           1.1930528e-05           2.4438244e-15   search-16/
               3.1552607                1.422618              0.20980764           1.2242055e-05           2.2334237e-15   search-17/
               3.2083787               1.4063492              0.22741779           1.2087374e-05           6.1402411e-15   search-18/
               3.2700696               1.3907754              0.24766009           1.1995824e-05           7.8916112e-15   search-19/
                3.341568               1.3759436              0.27094051           1.1978283e-05             5.16478e-15   search-20/
               3.4242966               1.3619158              0.29772348           1.1965106e-05            2.095227e-14   search-21/
               3.5199469               1.3487665              0.32855795           1.1947728e-05           3.1791835e-15   search-22/
                3.630489               1.3365979              0.36408074           1.1931879e-05           2.0295338e-14   search-23/
               3.7582113               1.3255508              0.40502945           1.1917453e-05           2.4073824e-15   search-24/
               3.9057772                1.315822              0.45226097           1.1903274e-05           3.4276197e-15   search-25/
               4.0762692               1.3076935              0.50676585           1.1890515e-05           1.7553666e-14   search-26/
               4.2731748               1.3015833              0.56966477           1.1884642e-05           7.9052548e-15   search-27/
               4.5001572               1.2981277              0.64213633           1.1902982e-05           1.2904358e-14   search-28/
               4.7600067               1.2982926               0.7250852           1.2001266e-05           6.9333323e-15   search-29/
               5.0199012               1.3026001              0.80805424           1.0042777e-05           3.9456966e-15   search-30/
               5.3243404               1.3129497              0.90527655           1.1739905e-05            4.619023e-15   search-31/
