                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3001653                       0                       0           5.6355986e-16  ./initial-2/
                     300               1.3002243                       0                       0           5.1160327e-15  ./initial-1/
                   299.9               1.3002834                       0                       0           8.6883052e-16  ./initial-0/
               270.26262               1.3210886              0.10041515             1.19954e-05             1.64522e-14   search-0/
                254.9935               1.3350512              0.15243274           1.7638192e-05           1.1878209e-14   search-1/
               241.89078               1.3494249              0.19748578           1.7059932e-05           1.5268568e-14   search-2/
               228.90136               1.3664474              0.24271988           1.6998009e-05           5.8122399e-15   search-3/
               217.87382                1.383641              0.28178453           1.6976649e-05            3.438285e-15   search-4/
                208.2543               1.4012616              0.31659581           1.6394382e-05           1.2570566e-14   search-5/
               198.83016               1.4216231              0.35169654           1.9066069e-05           1.9838184e-14   search-6/
                191.2328               1.4410886              0.38111523           1.7784406e-05           8.2525179e-15   search-7/
               184.76415               1.4607891              0.40746858           1.6504822e-05           2.5652398e-15   search-8/
               178.61407                1.483748              0.43452506             1.89772e-05           1.5695239e-14   search-9/
               173.88891               1.5063071              0.45795808           1.7724303e-05           2.6623998e-14   search-10/
               169.72188               1.5336022              0.48312999           1.9999238e-05           6.9810012e-17   search-11/
               166.92425               1.5620717              0.50692895           1.7181903e-05           2.8211423e-14   search-12/
                165.2367                 1.59691              0.53430719           1.5365911e-05           3.4731824e-16   search-13/
               165.18707               1.6420519              0.56902611           1.6392643e-05            2.034745e-14   search-14/
               166.26172                1.674781              0.59445158           1.7789955e-05           5.5833461e-16   search-15/
               167.94948                1.706139              0.61921648           1.7102992e-05           1.7839092e-16   search-16/
               170.26981                1.739031              0.64566959           1.5356632e-05           2.3636393e-14   search-17/
               173.12473               1.7727658              0.67330513           1.4534426e-05           8.7525276e-15   search-18/
               176.41993               1.8069091              0.70176935           1.3201301e-05            1.210457e-14   search-19/
               180.07506               1.8411793               0.7308063           1.1479047e-05           5.3332896e-15   search-20/
                184.5559               1.8798168              0.76406483           1.2248679e-05           6.9227227e-15   search-21/
               189.35098               1.9182994              0.79770188           1.1447441e-05           9.3174316e-15   search-22/
               194.41081               1.9565604               0.8316192           1.0087251e-05           2.7049245e-15   search-23/
               200.66704               2.0013479              0.87188604           1.1651754e-05           3.0287057e-15   search-24/
               207.19378               2.0457602              0.91238349           1.1350609e-05           1.4542398e-15   search-25/
               213.95586               2.0897901              0.95306257           1.0221611e-05           2.1027935e-15   search-26/
               222.14444               2.1409079               1.0009235           1.1733178e-05           5.6655319e-15   search-27/
               230.58454               2.1914994               1.0489388           1.1377648e-05            2.139606e-15   search-28/
               239.25011               2.2415604               1.0970715           1.0190693e-05           8.6290656e-15   search-29/
               249.68321               2.2996271               1.1536741           1.1715395e-05           7.3902641e-15   search-30/
               260.37855                2.356917               1.2103524            1.150841e-05           9.3082118e-15   search-31/
               271.32235               2.4134123               1.2670859           1.0771442e-05           8.4384944e-15   search-32/
               282.50434               2.4691338               1.3238826            1.015382e-05           7.0901493e-15   search-33/
               293.91241               2.5241631               1.3807797           1.0221753e-05           5.3606937e-15   search-34/
                 305.527                2.578618               1.4378139           1.0617231e-05           1.1721052e-14   search-35/
               317.32083               2.6325532               1.4949646             1.11032e-05           1.7776855e-14   search-36/
               329.27032               2.6858342               1.5521117           1.1785264e-05           3.5912638e-14   search-37/
               341.37624               2.7381434               1.6090932           1.2399391e-05           5.3414086e-14   search-38/
               353.67292               2.7891464               1.6658276           1.2273983e-05           5.2803131e-14   search-39/
               366.21233               2.8385502               1.7223148           1.1440083e-05           5.4270063e-14   search-40/
                379.0474               2.8858863               1.7784916           1.0551325e-05           4.9933395e-14   search-41/
               392.24603               2.9298143               1.8339625           1.1277363e-05           2.5741052e-16   search-42/
               404.00165                2.959372               1.8792646           1.6872809e-05           1.7754689e-14   search-43/
               406.35924               2.9602585               1.8871528           6.5635429e-06           2.6427573e-14   search-45/
               406.96304               2.9581563               1.8897344           1.8986054e-06           7.7500927e-15   search-48/
