                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3268418                       0                       0            5.890131e-16  ./initial-2/
                     300               1.3269201                       0                       0           4.1497305e-15  ./initial-1/
                   299.9               1.3269986                       0                       0           7.5444001e-16  ./initial-0/
               272.16935               1.3529107              0.09481427           1.4155389e-05           3.7798931e-15   search-0/
               259.05658               1.3689752              0.14016917           1.8358277e-05           2.3841699e-14   search-1/
               247.80916                1.385617              0.17970269           1.7032165e-05            3.938395e-14   search-2/
               236.73151               1.4055878              0.21957761           1.6901276e-05           2.6776374e-14   search-3/
               227.50763               1.4260844              0.25398596            1.716945e-05           1.8683575e-14   search-4/
               219.71329               1.4474895               0.2845677           1.6706427e-05           1.1692977e-14   search-5/
                212.2989               1.4733865              0.31605917           1.9951531e-05           8.7078421e-15   search-6/
               206.75782               1.4988506               0.3426941            1.831243e-05           3.4126903e-14   search-7/
                202.4208               1.5259271              0.36770176           1.6449704e-05           3.4515477e-14   search-8/
               198.92203               1.5586602              0.39498817            1.682446e-05            5.399809e-14   search-9/
               196.71045               1.5984849              0.42589319           1.6682356e-05           4.5903738e-16   search-10/
               196.35895               1.6496063              0.46443734           1.4387341e-05           3.8334872e-16   search-11/
               197.64259               1.6919925              0.49666595            1.664269e-05           2.0743348e-15   search-12/
               199.72621               1.7302758              0.52634137           1.8753617e-05           1.2241422e-16   search-13/
               202.67431               1.7707029              0.55835393           1.8727593e-05           1.6077968e-16   search-14/
               206.34933               1.8122788              0.59199611           1.8300648e-05           2.7071954e-14   search-15/
               210.61552               1.8544097              0.62678611           1.7121602e-05           1.5872138e-14   search-16/
               215.35529               1.8967088              0.66236422           1.5106819e-05           1.4926327e-14   search-17/
               220.47623                1.938945              0.69848266           1.2979896e-05           6.3737968e-15   search-18/
               225.90868               1.9809858              0.73497539           1.1064707e-05           7.8705856e-15   search-19/
               232.43194               2.0286916              0.77699178           1.2076375e-05           3.9128864e-15   search-20/
               239.24261               2.0760087              0.81926443           1.1482346e-05           8.5940191e-15   search-21/
               246.30166               2.1229008              0.86172049           1.0241197e-05           1.5343466e-15   search-22/
               254.84924               2.1772502              0.91161479           1.1734601e-05           4.2562757e-15   search-23/
               263.66889               2.2309416              0.96163032            1.135295e-05           3.1114503e-15   search-24/
               272.74014               2.2839455               1.0117294           1.0128249e-05           1.5439038e-15   search-25/
               283.74176               2.3455352               1.0708838           1.1645749e-05            5.155862e-15   search-26/
               295.05823               2.4061022               1.1300984           1.1274778e-05           1.0637049e-14   search-27/
               306.67853               2.4655812               1.1893403           1.0195112e-05           1.3016306e-14   search-28/
               320.48059               2.5327896               1.2577658           1.1930298e-05           1.2599267e-14   search-29/
               334.69044               2.5980103               1.3260261           1.3394276e-05           1.6375297e-14   search-30/
               349.34087                 2.66076               1.3940052           1.6523768e-05           1.8166975e-14   search-31/
               362.59043               2.7133314               1.4533368           1.6573326e-05           2.2312493e-14   search-32/
               376.27133               2.7632567               1.5124576           1.7766467e-05           2.3396607e-14   search-33/
                390.4298               2.8098847               1.5712979           1.9221783e-05           5.0914183e-14   search-34/
               402.82135               2.8453867               1.6205113           1.7308938e-05           3.2577288e-16   search-35/
               413.40864               2.8680049               1.6597032           1.7832758e-05           1.3696661e-14   search-36/
               416.29181               2.8689357               1.6693393           6.6626232e-06           3.2308184e-16   search-38/
               416.65998               2.8675591               1.6709463           1.0631286e-06           5.9332771e-15   search-42/
               416.74699               2.8668027               1.6715858           1.6704027e-07           5.9884818e-14   search-46/
               416.80011               2.8659113               1.6722806           2.1186206e-08           3.5107532e-14   search-48/
               416.77705               2.8631913               1.6743319           1.8331166e-07           3.7900322e-14   search-49/
