physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,1,300.02,1.8692481
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,2,300.0,1.8693023
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,3,299.98,1.8693566
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,4,282.02475,1.9281577
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,5,273.52359,1.9664187
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,6,265.55523,2.0135189
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,7,258.54375,2.0714392
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,8,253.00985,2.1398828
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,9,249.40007,2.2099087
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,10,247.45635,2.2683467
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,11,246.39539,2.3154108
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,12,245.59535,2.369201
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,13,245.20766,2.4113153
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,14,245.07952,2.4320506
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,15,245.07433,2.5975399
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,16,245.69788,2.7117765
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,17,246.36575,2.8022997
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,18,247.18708,2.8996147
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,19,248.11527,2.997462
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,20,249.0283,3.0813361
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,21,250.04932,3.1609186
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,22,251.3841,3.2460862
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,23,252.96761,3.3270102
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,24,254.85545,3.4044995
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,25,257.10155,3.4792289
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,26,259.75617,3.5516089
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,27,262.86649,3.6218625
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,28,266.47674,3.6900909
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,29,271.2492,3.7653828
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,30,276.76805,3.8380983
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,31,283.06116,3.9084226
re300_lx2pi_lzpi_005,re300_lx2pi_lzpi,G,minus,32,290.12336,3.9768256
