                     %Lz                     obs                       s                guesserr                   error     directory
               6.5909213               1.5926143                       0                       0           2.0138499e-16  ./initial-2/
               6.6009213                1.597299                       0                       0           7.4322195e-14  ./initial-1/
               6.6109213                1.602183                       0                       0           8.1829583e-14  ./initial-0/
               6.7202089               1.6804553             0.055136612           1.2659182e-05            7.099201e-15   search-0/
               6.7483126               1.7241815             0.082840837           1.6429461e-05           8.1280871e-15   search-1/
               6.7543751               1.7407771             0.093271121           1.1877399e-05             3.86673e-16   search-2/
               6.7527011               1.8434716              0.15756421           1.0497955e-05           5.9551983e-16   search-3/
               6.7244423               1.9204124              0.20592341           1.8016851e-05           5.5318123e-15   search-4/
               6.6930582               1.9854665              0.24692754           1.6842212e-05           1.2487806e-15   search-5/
                6.654862               2.0635253              0.29613821           1.8945142e-05           2.1515811e-16   search-6/
                6.624869               2.1381136              0.34305525            1.929588e-05           7.4599319e-16   search-7/
               6.6082163               2.2041562              0.38447857           1.6478882e-05           8.2177491e-15   search-8/
               6.6042163               2.2390199              0.40631364           6.3799534e-06           2.1243263e-14   search-10/
               6.6036665               2.2666963              0.42364085           8.6126096e-06           8.5060117e-15   search-11/
               6.6067951               2.3043677              0.44722999           6.8735748e-06           1.1224298e-14   search-12/
               6.6145006               2.3434006              0.47169472           9.8796525e-06           3.4980002e-14   search-13/
               6.6267482               2.3874145              0.49931231           1.5311943e-05            7.451457e-16   search-14/
                6.638828               2.4419303              0.53349134           1.9216787e-05           1.8289119e-14   search-15/
                6.639303               2.4474229              0.53693076           1.3642542e-06           9.7019614e-16   search-19/
