                     %Lz                     obs                       s                guesserr                   error     directory
               4.8372917               2.0608045                       0                       0           2.8129686e-14  ./initial-2/
               4.8397917               2.0563558                       0                       0           8.7686198e-16  ./initial-1/
               4.8422917               2.0519197                       0                       0           2.7013089e-14  ./initial-0/
               4.9075036               1.9336817             0.061274723           1.2611752e-05           8.3550702e-14   search-0/
               4.9425146               1.8509639              0.10214545           1.7515252e-05           1.1773779e-14   search-1/
               4.9538308               1.8009419              0.12658312            6.811564e-06           3.7953131e-16   search-3/
               4.9547874               1.7914194              0.13121809           4.8177626e-07           3.8407497e-16   search-7/
               4.9553647               1.7782183              0.13763884           1.2888655e-07           2.9517278e-15   search-9/
               4.9539131               1.7540411              0.14939996           5.5989692e-07           6.9055886e-14   search-10/
               4.9412724               1.7099753              0.17098761           3.3823037e-06           3.7806632e-14   search-11/
               4.9075907               1.6607832              0.19590137           7.8878996e-06           4.5152737e-14   search-12/
                4.851429               1.6148771              0.22106121           9.6367981e-06           7.7655046e-15   search-13/
               4.7730109               1.5730956               0.2470489           1.0277821e-05            2.444679e-15   search-14/
               4.6738542               1.5355511              0.27449151            1.183539e-05           5.2255514e-15   search-15/
               4.5579039               1.5025522              0.30332703           1.2597888e-05           1.0514597e-14   search-16/
               4.4299017                1.474099               0.3331757            1.151306e-05            2.269764e-14   search-17/
               4.2733969               1.4466759              0.36815471           1.2020076e-05           3.6037177e-14   search-18/
               4.1098756               1.4241734              0.40366948           1.0311852e-05           1.1344746e-14   search-19/
               3.9087282               1.4030818              0.44647757           1.1479366e-05           1.1757408e-14   search-20/
               3.7031588               1.3878197              0.48959598           1.0645291e-05           4.3092183e-15   search-21/
               3.4946148               1.3783701              0.53292976           1.0529809e-05           2.7983958e-15   search-22/
               3.2841183               1.3753167              0.57644799           1.2745023e-05           1.0735033e-14   search-23/
               3.0725546               1.3802742              0.62022781           1.9702588e-05           9.5921776e-15   search-24/
                 2.93486               1.3894728              0.64902786           1.6503726e-05           4.3540298e-14   search-25/
               2.8145057               1.4032887              0.67478713           1.6469489e-05           1.2423298e-14   search-26/
               2.7131563               1.4213205               0.6974898           1.6905004e-05            1.536694e-14   search-27/
               2.6304397               1.4429274              0.71755233           1.7156523e-05           1.4516266e-14   search-28/
               2.5626635               1.4681329              0.73616292           1.6385529e-05            9.315303e-15   search-29/
                2.503505               1.4993762              0.75566303           1.6573533e-05           6.1012945e-15   search-30/
               2.4564807               1.5348874              0.77547774           1.4553302e-05           1.2734902e-14   search-31/
               2.4226495               1.5709761              0.79436845           1.1815437e-05            2.334458e-14   search-32/
               2.3995562               1.6048994              0.81154146           1.0725551e-05           3.4814598e-14   search-33/
               2.3816136               1.6411811              0.82957044           1.1588731e-05           2.0842304e-16   search-34/
               2.3687973               1.6781598              0.84774702           1.1769537e-05           4.1714224e-16   search-35/
               2.3604109                1.714746              0.86562297           1.1464456e-05           3.2702097e-16   search-36/
               2.3557926               1.7484526              0.88204212           1.0777071e-05           3.1184112e-14   search-37/
               2.3545882               1.8321824              0.92276048           1.2367818e-05           3.2687678e-16   search-38/
               2.3604511                1.888819               0.9503293           1.7605387e-05           8.1564621e-16   search-39/
               2.3717066               1.9502169              0.98027738           1.7815989e-05           2.6807243e-16   search-40/
               2.3880505               2.0142522               1.0116001            1.562514e-05           3.0996322e-14   search-41/
                2.409069               2.0800159               1.0438744           1.5198053e-05             1.01496e-14   search-42/
                2.434328               2.1467655               1.0767514            1.409501e-05           5.3854602e-15   search-43/
               2.4634706               2.2138738               1.1099368            1.280883e-05           1.4678277e-15   search-44/
               2.4962768               2.2808091               1.1431856           1.1635327e-05           3.7938955e-15   search-45/
               2.5326945               2.3471259               1.1763014           1.0787868e-05           6.2909572e-16   search-46/
               2.5728472               2.4124533               1.2091354           1.0425661e-05           1.5168998e-15   search-47/
               2.6170278               2.4764749               1.2415796           1.0670618e-05           1.2041504e-15   search-48/
