Re,T,dt,dT,u0_path,final_field,n_saved_fields,l2_u0,l2_final,l2_dist,l2_relative,coeff_closure_projected,coeff_relative_projected,xT_projected_path
474.3675160583253,15.192860770010691,0.03125,15.192860770010691,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step040_Re474p37/u0_lifted_refined_po.nc,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step040_Re474p37/simulate_T/u_dns_lift_po15.193.nc,2,0.2770720123000517,0.24633940001550705,0.110448,0.3986256102994326,0.10843391985219292,0.34046936484480095,/home/ebenq/Dev/julia/CloudAtlas.jl/notebooks/periodic_orbits/eqb_hopf_outputs_2_4_7/clean_po_pipeline_target409p751_to550/dns_lift_step040_Re474p37/xT_dns_projected.asc
