                     %Re                     obs                       s                guesserr                   error     directory
                  400.02               1.5070982                       0                       0           9.6688262e-14  ./initial-2/
                     400               1.5071043                       0                       0           7.2110668e-15  ./initial-1/
                  399.98               1.5071104                       0                       0           9.8414322e-14  ./initial-0/
               360.17549               1.5230706              0.10012335           8.1659987e-06           6.5431407e-15   search-0/
               335.58125               1.5385113              0.16245667           1.6751032e-05           3.8106856e-14   search-1/
               315.44685               1.5565348              0.21419383           1.8027352e-05           3.3322224e-14   search-2/
                297.8182               1.5786686              0.26064805           1.6367194e-05            6.165077e-14   search-3/
               282.67947               1.6052195              0.30239427           1.6533203e-05           1.3947651e-14   search-4/
               269.89709               1.6363368               0.3404401           1.6495179e-05           5.5631574e-14   search-5/
               258.08211                1.676689              0.38030667           1.9386634e-05           1.7366309e-14   search-6/
               249.30211               1.7184986              0.41568182            1.715069e-05           8.7542817e-15   search-7/
               242.12428               1.7648913                0.451313           1.5790594e-05           6.8373217e-15   search-8/
               236.61816               1.8118555              0.48537977           1.3437656e-05            6.038092e-14   search-9/
               232.43818                1.856006              0.51648277           1.0529538e-05           3.4085593e-16   search-10/
               228.39534               1.9033555              0.54948602           1.1076068e-05           3.0954581e-16   search-11/
               224.22681                 1.94629              0.57982038           1.1973737e-05           5.6091009e-16   search-12/
               219.62472               1.9777253              0.60364119           1.3449859e-05           5.1965768e-16   search-13/
               213.85378               2.0003507              0.62446242            1.744175e-05           3.3896886e-16   search-14/
               207.50643               2.0148224              0.64300991           1.6658641e-05           7.9691521e-15   search-15/
               200.02215               2.0257262              0.66307067           1.4945964e-05           1.6190472e-14   search-16/
               191.89456               2.0344099              0.68419082           1.2245392e-05            2.628224e-14   search-17/
                183.5125               2.0425045              0.70582333           1.2913203e-05           5.7065361e-14   search-18/
               175.07246               2.0518557              0.72781679           1.8232654e-05           3.2647713e-14   search-19/
               168.46144                2.061959              0.74565217           1.8800249e-05           3.2938508e-14   search-20/
               163.12656               2.0744362              0.76135001           1.7727517e-05           6.1859134e-14   search-21/
               158.86416                 2.09193              0.77710709           1.6749134e-05           3.4424001e-16   search-22/
               157.14346               2.1050769              0.78683336           5.8280377e-06           2.7538156e-16   search-24/
               156.02193               2.1242507              0.79986091           8.3332985e-06           6.1928497e-14   search-25/
               156.25527               2.1527096              0.81875311           1.6658988e-05           2.9443338e-16   search-26/
               157.49838                2.175548              0.83422234            1.746887e-05           1.2548378e-15   search-27/
               159.68872               2.2014142              0.85223758           1.6515501e-05           3.5129232e-16   search-28/
               162.67817               2.2286509              0.87179412           1.3032163e-05           1.6366252e-16   search-29/
               166.30443               2.2564388              0.89234028           1.0469264e-05           3.7237683e-14   search-30/
               171.35123               2.2901706               0.9180334           1.1322301e-05           4.4696338e-14   search-31/
               177.69246               2.3278738              0.94765047           1.2370062e-05           5.9616466e-14   search-32/
                184.5945               2.3652873              0.97788299           1.0954746e-05           3.6892143e-14   search-33/
               193.22503               2.4087194               1.0138834           1.1780797e-05           1.2706653e-14   search-34/
               202.30311               2.4518551                1.050411           1.0701454e-05           2.8025038e-14   search-35/
               212.98697               2.5006422               1.0923791           1.2200509e-05           3.3412906e-14   search-36/
               223.94214               2.5495359               1.1348359           1.3188973e-05           2.6477034e-14   search-37/
               235.04501               2.5985897               1.1776128           1.7269108e-05           5.9342675e-14   search-38/
               243.93041               2.6373802               1.2116114           1.8563031e-05           1.1699009e-14   search-39/
               251.60366               2.6700831               1.2405743           1.6972508e-05           1.9333548e-14   search-40/
               259.37253               2.7020842               1.2693507           1.4121244e-05           7.8528005e-14   search-41/
               267.28594               2.7335257               1.2981017           1.0684405e-05           1.7584293e-14   search-42/
                275.3507               2.7646258               1.3269518           1.0273943e-05            1.456504e-14   search-43/
               283.53972               2.7955442               1.3559345           1.0979067e-05           4.8140623e-15   search-44/
               291.81615               2.8263619               1.3850249           1.0406416e-05           5.4128798e-15   search-45/
               301.52167                2.862145               1.4189728            1.180896e-05           1.1116926e-14   search-46/
               311.27794               2.8978201               1.4529616           1.0746812e-05           5.9681304e-15   search-47/
               322.72877               2.9393089               1.4926774           1.1747269e-05           1.1345866e-14   search-48/
                334.2342               2.9804771               1.5323449           1.0203882e-05           1.0205144e-14   search-49/
