      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  400.02      0.320621      0.452531    0.00878957     0.0270867     0.0293406   0.000810947             0             0      0.507098      0.253549     -0.253549      0.507098
     400      0.320622      0.452532    0.00879002     0.0270882      0.029342   0.000811036             0             0      0.507104      0.253552     -0.253552      0.507104
  399.98      0.320623      0.452534    0.00879047     0.0270897     0.0293433   0.000811124             0             0       0.50711      0.253555     -0.253555       0.50711
 360.175      0.323589      0.456501    0.00982369     0.0304914     0.0323802    0.00102623             0             0      0.523071      0.261535     -0.261535      0.523071
 335.581      0.326562      0.460512     0.0106504     0.0331804      0.034722    0.00121437             0             0      0.538511      0.269256     -0.269256      0.538511
 315.447      0.330052      0.465241     0.0114916     0.0358837       0.03703     0.0014197             0             0      0.556535      0.278267     -0.278267      0.556535
 297.818      0.334292      0.471003     0.0124082     0.0387894     0.0394669    0.00165858             0             0      0.578669      0.289334     -0.289334      0.578669
 282.679      0.339251      0.477755     0.0133964     0.0418746      0.042015    0.00193294             0             0      0.605219       0.30261      -0.30261      0.605219
 269.897      0.344842      0.485374     0.0144518     0.0451154     0.0446608    0.00224426             0             0      0.636337      0.318168     -0.318168      0.636337
 258.082      0.351706      0.494727     0.0157109     0.0489143     0.0477391    0.00263944             0             0      0.676689      0.338345     -0.338345      0.676689
 249.302      0.358348      0.503767     0.0169289     0.0525284     0.0506619    0.00304582             0             0      0.718499      0.359249     -0.359249      0.718499
 242.124       0.36517      0.513029     0.0182126     0.0562878     0.0537136    0.00350002             0             0      0.764891      0.382446     -0.382446      0.764891
 236.618      0.371511      0.521603     0.0194675     0.0599298     0.0566977    0.00397057             0             0      0.811855      0.405928     -0.405928      0.811855
 232.438      0.376969      0.528941      0.020632     0.0632964     0.0594956    0.00443211             0             0      0.856006      0.428003     -0.428003      0.856006
 228.395      0.382285      0.536018     0.0219091      0.066998     0.0626319    0.00496873             0             0      0.903356      0.451678     -0.451678      0.903356
 224.227      0.386584       0.54162     0.0231873      0.070748     0.0658842    0.00554294             0             0       0.94629      0.473145     -0.473145       0.94629
 219.625      0.389315      0.545001     0.0243553     0.0742539     0.0689832    0.00610682             0             0      0.977725      0.488863     -0.488863      0.977725
 213.854      0.390891      0.546682     0.0255542     0.0779533      0.072284    0.00672974             0             0       1.00035      0.500175     -0.500175       1.00035
