                     %Lz                     obs                       s                guesserr                   error     directory
               4.3121554               1.6542926                       0                       0           2.5153583e-16  ./initial-2/
               4.3221554               1.6631128                       0                       0           3.3607819e-16  ./initial-1/
               4.3321554               1.6727985                       0                       0           2.5962543e-16  ./initial-0/
               4.3816823               1.7512116             0.054787471           1.2358852e-05            3.495776e-16   search-0/
               4.3862485               1.7674582             0.064613192           1.8891024e-05           1.3422972e-15   search-1/
               4.3868845               1.8596114              0.12002346           1.0125974e-05           7.4874265e-16   search-2/
               4.3656095               1.9364142              0.16646519           1.6576728e-05           6.8568981e-15   search-3/
               4.3346362               2.0131327              0.21314798           1.8943855e-05           1.0941643e-15   search-4/
               4.3004379                2.090812              0.26052059             1.70562e-05           3.0493932e-16   search-5/
               4.2688367               2.1683944              0.30773901           1.6991004e-05           5.2123345e-16   search-6/
                4.244442               2.2440641              0.35358654           1.7686624e-05           5.6882995e-16   search-7/
               4.2294573               2.3191745              0.39888198            1.873267e-05           4.8605115e-15   search-8/
               4.2265397               2.3487206              0.41666034           5.8678446e-06           5.6388742e-16   search-10/
               4.2255142               2.3705328               0.4297778           2.1054682e-06           5.0542159e-14   search-12/
               4.2262375               2.4142191              0.45604612           4.9547821e-06           5.2765721e-15   search-13/
               4.2309053               2.4640882              0.48605093           9.5947018e-06           3.0569906e-16   search-14/
               4.2396697               2.5239786              0.52211901           1.6173548e-05           4.9567551e-16   search-15/
               4.2491047               2.5859965              0.55947308           1.8728151e-05           1.0843255e-15   search-16/
               4.2556402               2.6388066              0.59126285           1.6550334e-05           1.0222987e-15   search-17/
               4.2601243               2.6898954              0.62199914           1.7266772e-05           8.5921024e-16   search-18/
               4.2625395               2.7371988               0.6504473           1.6984729e-05           4.1935646e-16   search-19/
