                     %Lz                     obs                       s                guesserr                   error     directory
               4.2979379               2.0965915                       0                       0           7.6509204e-14  ./initial-2/
               4.3004379                2.090812                       0                       0           3.1474758e-16  ./initial-1/
               4.3029379               2.0850663                       0                       0           9.7793328e-14  ./initial-0/
               4.3499313               1.9770478             0.023066629           1.3591806e-05           8.2311892e-15   search-0/
               4.3749941               1.9081779             0.036824225           1.6709321e-05           2.6643064e-14   search-1/
               4.3901325               1.8358134             0.050714859           1.7012962e-05           3.1681928e-16   search-2/
               4.3866015               1.7690125             0.063512478           1.6294762e-05           4.9079174e-16   search-3/
                4.359125                1.705608             0.077566766           1.7654905e-05           5.7632326e-14   search-4/
               4.3207666               1.6618405             0.090182546           1.9427762e-05           8.5456754e-15   search-5/
               4.2808904               1.6307258              0.10151493           1.8023677e-05           2.2151838e-14   search-6/
                4.237048               1.6043482              0.11317468           1.1384296e-05           2.2697661e-14   search-7/
               4.1786082               1.5764118              0.12809302           1.0720338e-05           4.0026512e-14   search-8/
               4.1058824                1.548674              0.14614543           1.1416738e-05           2.5513752e-14   search-9/
               4.0187281                1.521943              0.16737892           1.1744343e-05             1.75514e-14   search-10/
               3.9145893               1.4961896               0.1924294           1.1673036e-05           7.4748664e-15   search-11/
               3.7908712               1.4717049              0.22192359           1.1687472e-05           1.0211024e-14   search-12/
               3.6455412               1.4491811              0.25634569           1.1800181e-05            1.860299e-14   search-13/
               3.4774348               1.4297389               0.2959751           1.1988887e-05           9.8055641e-15   search-14/
               3.3085416               1.4163751              0.33566715           1.0215713e-05            1.396022e-15   search-15/
               3.1178459                1.408528              0.38041293           1.2360455e-05           6.5647793e-15   search-16/
               2.9269414               1.4094573              0.42523834           1.8160899e-05           3.3649991e-14   search-17/
               2.7828254               1.4179896              0.45922471           1.9577933e-05           5.5343957e-14   search-18/
               2.6705641               1.4316584              0.48593723           1.8950578e-05           2.1062209e-14   search-19/
               2.5807128               1.4495258              0.50765264           1.8208089e-05           2.6077446e-14   search-20/
               2.5083594               1.4710238              0.52558576           1.7893015e-05           3.9048221e-14   search-21/
               2.4499271               1.4957832              0.54064062             1.75801e-05           1.6431313e-14   search-22/
               2.4025122                1.523658              0.55357098           1.7141466e-05           7.1455961e-15   search-23/
               2.3638415               1.5547221              0.56499607           1.6604093e-05           1.4023255e-14   search-24/
               2.3289887               1.5934875              0.57657082           1.9391902e-05           6.1255435e-15   search-25/
               2.3035943               1.6331165              0.58649251           1.7357667e-05           2.7700294e-15   search-26/
                2.282825               1.6796617              0.59659642           1.7467048e-05           1.8298175e-15   search-27/
               2.2675581               1.7332884              0.60691712            1.789318e-05           2.1376632e-15   search-28/
               2.2585397               1.7937576              0.61748992           1.8551339e-05           1.6729531e-15   search-29/
               2.2563074               1.8603781                0.628342           1.9000483e-05           3.7952788e-15   search-30/
               2.2610975               1.9320493                0.639489           1.9682868e-05           6.6529041e-15   search-31/
               2.2710662               1.9983335              0.64956593           1.6469429e-05           8.2674063e-15   search-32/
               2.2860951               2.0662846               0.6598416           1.5408042e-05           4.8342659e-15   search-33/
               2.3057288               2.1348191               0.6702905           1.4919702e-05            1.852374e-15   search-34/
               2.3294646               2.2029705              0.68089096            1.467856e-05           7.9384124e-15   search-35/
                2.356804               2.2698614              0.69162168           1.4149742e-05           9.5298507e-16   search-36/
               2.3872841               2.3347061              0.70246372            1.349554e-05           3.2321551e-15   search-37/
               2.4204869               2.3968144               0.7134011           1.2833995e-05           3.8481991e-15   search-38/
               2.4560381               2.4556025              0.72442053           1.2199444e-05           1.6612465e-15   search-39/
               2.4936018               2.5106064              0.73551086           1.1569607e-05           3.0156523e-15   search-40/
               2.5328763               2.5614892              0.74666256           1.0915037e-05           1.1654236e-15   search-41/
               2.5735931                2.608038               0.7578674           1.0229592e-05           7.4359584e-16   search-42/
               2.6214367               2.6556572               0.7706875           1.2107296e-05            3.992067e-15   search-43/
               2.6705724               2.6975106              0.78356448            1.245092e-05           4.3337432e-15   search-44/
               2.7207615               2.7336602              0.79649223            1.201605e-05           1.8376321e-15   search-45/
               2.7718068               2.7642212              0.80946423           1.1179258e-05           2.0453307e-15   search-46/
               2.8235545               2.7893666              0.82247543           1.0514271e-05           2.5855446e-15   search-47/
