                     %Lx                     obs                       s                guesserr                   error     directory
                8.575101               1.8424992                       0                       0           3.9151809e-16  ./initial-2/
                8.570101               1.8346752                       0                       0            5.387914e-14  ./initial-1/
                8.565101               1.8261577                       0                       0           5.9240028e-16  ./initial-0/
               8.5532313               1.8007778             0.018581674           3.3757545e-07           2.6157558e-15   search-2/
               8.5458302               1.7692666             0.035778697           7.9414313e-07           2.6767235e-14   search-4/
               8.5520898               1.7261409             0.059295979           5.6314412e-06           4.9498619e-15   search-5/
               8.5870179               1.6789097             0.085360218           7.7088145e-06           2.7383587e-16   search-6/
               8.6600462               1.6321277              0.11224515            8.861632e-06           5.9676905e-14   search-7/
               8.7787713               1.5871132              0.14042147           9.2905883e-06           9.0412862e-15   search-8/
               8.9406748               1.5465005              0.16952311           1.0217157e-05            2.473789e-15   search-9/
               9.1424923               1.5104926              0.20017842           1.2103694e-05            7.127801e-15   search-10/
               9.3763932               1.4792858              0.23233756           1.2806672e-05           9.7137775e-15   search-11/
               9.6330082               1.4526761              0.26560837           1.1487574e-05           6.9124473e-15   search-12/
               9.9487362               1.4268589                0.305045            1.182795e-05           1.6121392e-14   search-13/
               10.321968               1.4028552              0.35051819           1.2136993e-05           3.8288322e-15   search-14/
               10.756758               1.3809291              0.40264016           1.2137762e-05           3.1300246e-14   search-15/
               11.266174               1.3609784               0.4630678            1.191295e-05           1.2406491e-14   search-16/
               11.865337               1.3431147              0.53365573           1.1765538e-05           1.6443397e-14   search-17/
               12.571062               1.3276248              0.61643477           1.1680978e-05           2.1608997e-14   search-18/
               13.403863               1.3148948              0.71385726           1.1609638e-05            2.716254e-14   search-19/
               14.261209               1.3063609               0.8140045           9.0064364e-06           1.1928318e-14   search-20/
               15.118562               1.3012824               0.9140828           6.1463026e-06           8.6110082e-15   search-21/
                15.97584               1.2988583               1.0141229           4.1850184e-06           5.8029233e-15   search-22/
               16.833029               1.2985256               1.1141438           3.1054992e-06           2.8938635e-15   search-23/
               17.690111               1.2998727               1.2141549           2.5435559e-06           1.2851647e-15   search-24/
               18.547076               1.3025897               1.3141607           2.2621976e-06           7.4675359e-16   search-25/
               19.403921               1.3064358               1.4141634           2.1293838e-06           5.1826099e-16   search-26/
               20.260649               1.3112198               1.5141644           2.0733947e-06           1.4294213e-15   search-27/
               21.117264               1.3167876               1.6141645           2.0586967e-06           3.8865225e-16   search-28/
               21.973776               1.3230164                1.714164           2.0725651e-06           1.4064327e-15   search-29/
               22.830193               1.3298142               1.8141634           2.1187134e-06           5.1847294e-16   search-30/
                23.68652               1.3371252               1.9141632           2.2151113e-06           1.2436232e-15   search-31/
               24.542757               1.3449447               2.0141638           2.3952558e-06           1.1882256e-15   search-32/
               25.398891               1.3533544               2.1141666           2.7178701e-06           6.5949774e-16   search-33/
               26.254878                 1.36262               2.2141749           3.3057719e-06           1.8528959e-15   search-34/
               27.110602               1.3735949               2.3142039           4.5095007e-06           6.6388522e-15   search-35/
               27.538175               1.3807651               2.3642479           2.4540562e-06           2.0297333e-14   search-37/
               27.846321                1.388945               2.4004792           1.8906065e-06           1.3925556e-15   search-39/
