                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.5971254                       0                       0           1.1925116e-15  ./initial-2/
                     300                1.597299                       0                       0           7.4315035e-14  ./initial-1/
                   299.9               1.5974731                       0                       0           1.4201796e-15  ./initial-0/
               278.61358               1.6457599             0.077476864           1.4065726e-05            1.452643e-14   search-0/
               268.86012               1.6783539              0.11586166           1.8327593e-05           1.0354518e-14   search-1/
               260.67183                1.713356              0.15086409           1.6481361e-05           1.3372423e-14   search-2/
               253.15675               1.7531819              0.18620789           1.3045295e-05           5.2851655e-15   search-3/
               246.39839               1.7955256              0.22099671           1.1955937e-05           2.5577559e-14   search-4/
               240.27368               1.8370345                0.254044           1.0363365e-05           4.1044551e-14   search-5/
               233.68654               1.8792617              0.28840981           1.2250147e-05           1.5275442e-16   search-6/
               226.87705               1.9145125              0.32006819           1.4353386e-05           1.8369792e-16   search-7/
               219.35668               1.9427395              0.35073885           1.6250098e-05           3.2829758e-14   search-8/
               210.92759               1.9648533              0.38206152           1.6631152e-05           1.1222189e-14   search-9/
               201.74179               1.9821207              0.41453318           1.5779965e-05           4.4338351e-14   search-10/
               192.10041               1.9961387              0.44784785           1.6092753e-05           4.5977336e-14   search-11/
               183.43668               2.0072614              0.47755459           1.6459237e-05           3.3227506e-14   search-12/
               175.95022               2.0172093              0.50327488           1.7006032e-05           1.9386793e-14   search-13/
               169.59105               2.0273457              0.52540166           1.7196935e-05           3.6618948e-14   search-14/
               164.30602               2.0388604              0.54443629           1.7459902e-05           4.6210876e-14   search-15/
                 160.085               2.0532081              0.56112917           1.7900062e-05           1.4040224e-16   search-16/
                156.9763               2.0737963              0.57766744           1.8429646e-05           3.1789061e-15   search-17/
               156.04575               2.0890687              0.58771937           6.0900485e-06           9.4609592e-15   search-19/
               155.88481               2.1059801              0.59832046           7.9609978e-06           3.1483462e-16   search-20/
               156.56679               2.1269887              0.61166805           9.9923586e-06            9.127484e-16   search-21/
               158.23484               2.1514849               0.6279809           1.6269546e-05           4.1784114e-16   search-22/
               160.82089               2.1780471              0.64671178           1.8770076e-05            5.680081e-16   search-23/
               164.12396               2.2052951              0.66701517           1.6172692e-05            1.713489e-16   search-24/
               167.94709               2.2324131              0.68824336           1.1897594e-05           8.9561381e-14   search-25/
               172.97996               2.2640402              0.71419517           1.1528339e-05           8.9538466e-14   search-26/
                179.2164               2.2992795              0.74450803           1.2098579e-05           2.2173419e-14   search-27/
               185.83841                2.333593              0.77530929           1.0399248e-05           4.7225683e-14   search-28/
               194.12693               2.3735585              0.81258344           1.1503368e-05           2.0907016e-14   search-29/
               202.71649               2.4126444              0.85024727           1.0543427e-05           1.8448968e-14   search-30/
               212.83269               2.4567808              0.89384319           1.2037406e-05           2.5435517e-14   search-31/
               223.13534               2.5006618              0.93782153           1.2062136e-05           5.3002158e-14   search-32/
               233.53613               2.5449117              0.98219965           1.4317401e-05           2.9358144e-16   search-33/
                 241.859               2.5808165               1.0179061           1.8449607e-05            2.630754e-16   search-34/
                247.0883               2.6033376               1.0403256           1.6878989e-05           4.6551888e-14   search-35/
               252.32029               2.6251222               1.0624651           1.9290661e-05           1.9666716e-14   search-36/
               257.61986               2.6458174               1.0843724           1.8110946e-05           3.1936383e-16   search-37/
               263.04125               2.6655225                1.106253           1.2689408e-05           3.6429361e-16   search-38/
               268.59082               2.6845389               1.1282515           1.1383258e-05           1.8829174e-14   search-39/
               274.23964                2.703119               1.1503842           1.2516625e-05           7.7360503e-15   search-40/
               279.95406                2.721437                1.172618           1.1344825e-05           1.6812455e-14   search-41/
               286.59198               2.7423877               1.1983399           1.1936679e-05           9.7547636e-15   search-42/
                293.2589               2.7632735               1.2241244           1.0273062e-05           1.2686456e-14   search-43/
               301.29032               2.7884061               1.2551773           1.1377359e-05           8.7747647e-15   search-44/
               310.37476                 2.81695               1.2903384           1.2235598e-05           2.0063149e-14   search-45/
               319.44906               2.8456755               1.3255285           1.0491854e-05           1.0681954e-14   search-46/
               330.34484               2.8804851               1.3678843           1.1363969e-05           1.3962534e-14   search-47/
               342.57517               2.9199184               1.4155444            1.230215e-05           1.1209055e-14   search-48/
               354.77381               2.9594755               1.4631544           1.0954978e-05           1.2122062e-14   search-49/
