                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.2942203                       0                       0           4.8914966e-16  ./initial-2/
                     300               1.2942841                       0                       0           5.9688383e-15  ./initial-1/
                   299.9                1.294348                       0                       0           2.7083097e-16  ./initial-0/
               270.32574               1.3166916              0.10041798            1.247095e-05           6.5915568e-15   search-0/
               255.34503               1.3311922              0.15159506           1.7779045e-05           3.4796744e-14   search-1/
               242.41997                1.345866              0.19614535           1.6942408e-05           2.5438285e-14   search-2/
               229.60271               1.3627209              0.24081012           1.6431986e-05           1.2723055e-14   search-3/
               218.48019                1.379469              0.28007851           1.6558512e-05           1.1644989e-14   search-4/
               207.49442               1.3982406               0.3194653           1.9766057e-05           1.7847904e-14   search-5/
               198.60993               1.4153655              0.35190158           1.7998923e-05           1.2903173e-14   search-6/
               190.93315               1.4319868              0.38053248           1.6593015e-05           1.5191818e-14   search-7/
               183.41146               1.4506579              0.40945864            1.950911e-05           1.0349089e-14   search-8/
               177.51583               1.4679597              0.43322638           1.8376229e-05           1.2847066e-14   search-9/
               172.66691               1.4853024              0.45422139           1.7087918e-05           6.1415667e-14   search-10/
               168.65028               1.5037241               0.4737621           1.6361551e-05           4.0299857e-14   search-11/
               165.11224               1.5268175              0.49515006            1.959918e-05           1.4673768e-16   search-12/
               162.84597               1.5518938              0.51594537           1.7524645e-05           1.7639672e-16   search-13/
                162.1468               1.5662219              0.52725834           4.7976293e-06           9.4894607e-15   search-15/
               161.80402               1.5804578              0.53831656           6.0283294e-06           3.0701562e-15   search-16/
               161.92939               1.6069339              0.55877697           6.1769792e-06           1.2776174e-14   search-17/
               163.04094               1.6376144              0.58276939           1.5479521e-05           5.5182265e-16   search-18/
               164.72897               1.6654649              0.60501103           1.8215658e-05           9.8289436e-14   search-19/
                167.0497               1.6948314              0.62898282           1.8046701e-05           9.1303708e-17   search-20/
               169.89059               1.7249376              0.65409745           1.6258544e-05           4.0473974e-14   search-21/
               173.15053               1.7553502              0.67998605            1.429632e-05           1.6528317e-14   search-22/
                 176.747               1.7858055              0.70639446           1.2049627e-05           1.1133566e-14   search-23/
               180.61724                1.816155              0.73315793           1.0031986e-05            1.001192e-14   search-24/
               185.51255               1.8520063              0.76530667           1.1543643e-05           7.4752981e-15   search-25/
               190.67668               1.8875708              0.79773136           1.1096511e-05           1.5971794e-14   search-26/
               196.76739               1.9272808              0.83452143           1.2277184e-05            6.624788e-15   search-27/
               203.10399               1.9666008              0.87152237           1.1362866e-05           1.1883216e-14   search-28/
               210.46709               2.0102731                0.913247           1.2333847e-05           7.7072467e-15   search-29/
               218.06078               2.0534735               0.9551372           1.1383451e-05           8.9451531e-15   search-30/
               226.83973               2.1014985               1.0023934           1.2307144e-05           7.4156174e-15   search-31/
               235.84401               2.1489449               1.0497716           1.1282836e-05           8.9271928e-15   search-32/
               246.23549               2.2017222               1.1032748            1.227512e-05           6.0303179e-15   search-33/
               256.86366               2.2537671               1.1568662           1.1619686e-05           1.1188973e-14   search-34/
               267.71156               2.3051474               1.2105639           1.1031459e-05           4.8329338e-15   search-35/
                278.7583               2.3560182               1.2644222           1.0937116e-05           1.2527941e-14   search-36/
               289.97171               2.4065985               1.3184994           1.1269774e-05           6.2416084e-15   search-37/
               301.30711               2.4571003               1.3728149           1.1302154e-05           1.9096038e-14   search-38/
               312.71527               2.5076508               1.4273263            1.119424e-05           3.5115007e-14   search-39/
               324.15535               2.5582304               1.4819281            1.200354e-05           3.8295911e-14   search-40/
               335.60844                2.608601               1.5364448           1.4073856e-05           3.7051341e-14   search-41/
               347.09236               2.6583041               1.5906671            1.681734e-05           3.4370517e-14   search-42/
               358.66871               2.7069545               1.6445366           1.9233341e-05           1.8935577e-16   search-43/
               370.41164               2.7546305               1.6982865           1.9434564e-05           2.7306876e-16   search-44/
               382.34664               2.8017998               1.7522393           1.7394702e-05           3.2382772e-16   search-45/
               394.42968               2.8489519               1.8065481           1.5713568e-05            4.343114e-14   search-46/
               406.58224               2.8964766               1.8612219           1.4146518e-05           2.7260176e-14   search-47/
               418.72307               2.9447502               1.9162571           1.2197141e-05            3.474284e-14   search-48/
               430.77151               2.9942039               1.9716908           1.0627822e-05           3.3242205e-14   search-49/
