direction,step,Re,period,closure,relative_closure,I_min,I_max,I_span,I_mean,D_min,D_max,D_span,D_mean,E_min,E_max,E_span,E_mean,amplitude_ID,distance_from_Hopf,span_class
lower_Re_attempt,1,410.2512068627886,12.472974815914379,4.665450203366839e-9,1.694523000198687e-8,1.6963676588393417,1.698053113250201,0.0016854544108593217,1.6972471824046673,1.6715904536699084,1.6732867703366954,0.0016963166667869345,1.6725114325892616,0.04093864857952238,0.0409760226443779,3.737406485551653e-5,0.040957401015350996,0.0023912855967249667,0.5,tiny
lower_Re_attempt,2,410.2653389770394,12.47344916576084,1.5780076552494582e-9,5.7311625596413615e-9,1.6964353836343156,1.6981475283534262,0.001712144719110631,1.6973290925620206,1.6716528971148452,1.6733737464716443,0.001720849356799059,1.6725879621436313,0.04094160452233047,0.040979496717912546,3.7892195582076016e-5,0.04096061636317087,0.002427501194227133,0.5141321142507991,tiny
lower_Re_attempt,3,410.2858627488171,12.474138895233471,1.5768184217959482e-9,5.726454384555921e-9,1.6965339937178023,1.6982844401385047,0.001750446420702323,1.6974480740766271,1.6717438757820209,1.6734998421764626,0.0017559663944417547,1.672699136561663,0.040945907570270966,0.040984540209061025,3.863263879005929e-5,0.04096529016540907,0.0024794113515426096,0.5346558860285313,tiny
lower_Re_attempt,4,410.31614172600257,12.475155749387087,1.5805442523778212e-9,5.739409889822415e-9,1.6966798112620853,1.6984857068093744,0.0018058955472890492,1.6976234133845094,1.671878510403229,1.6736851233114642,0.00180661290823525,1.6728629632228347,0.04095226978956907,0.04099196828223182,3.969849266274861e-5,0.040972186010540514,0.0025544292763591326,0.5649348632139777,tiny
lower_Re_attempt,5,410.36081267979324,12.47665437740889,1.6532442905872478e-9,6.002516407027858e-9,1.6968953294506797,1.6987811556570422,0.001885826206362573,1.697881666996849,1.672077933559991,1.6739569499662483,0.0018790164062574277,1.6731042439138708,0.04096168231268397,0.04100290156866676,4.121925598279258e-5,0.04098236046621757,0.0026621500963673016,0.609605817004649,tiny
lower_Re_attempt,6,410.42671629679626,12.478861981545366,2.489625541778065e-9,9.037233958067427e-9,1.6972143643786919,1.6992145140762607,0.002000149697568787,1.6982617444296955,1.6723735993637279,1.6743553364685893,0.0019817371048613808,1.6734593076296083,0.04097562089523823,0.04101898194616568,4.3361050927448463e-5,0.04099737246778506,0.002815649261798933,0.6755094340076653,tiny
lower_Re_attempt,7,410.5239447276209,12.482111719705431,6.873345668367796e-9,2.494191392744852e-8,1.697686892575676,1.6998481303834496,0.002161237807773553,1.6988204635574327,1.6728122622863022,1.6749373687072384,0.002125106420936218,1.6739811843639296,0.04099628270839191,0.041042611832207636,4.6329123815726236e-5,0.04101952150156807,0.0030310107492475466,0.7727378648323224,tiny
lower_Re_attempt,8,410.66738704840816,12.486890837542877,2.1479172936805494e-8,7.790635664130494e-8,1.6983862291632181,1.7007725487399832,0.0023863195767650502,1.6996403829203548,1.6734630918139466,1.6757855294130812,0.0023224375991346413,1.6747468886973274,0.04102693562732225,0.041077302250916777,5.0366623594526316e-5,0.04105219687672856,0.0033299005276924425,0.9161801856195666,tiny
lower_Re_attempt,9,410.8790092995313,12.493908591274106,1.7288675581638606e-9,6.266334017440937e-9,1.6994195758064885,1.7021155583506915,0.0026959825442030017,1.7008403072155909,1.6744269690397249,1.677016794361132,0.0025898253214071687,1.6758670006554561,0.04107242336140033,0.0411281716630934,5.574830169306766e-5,0.04110037668763528,0.0037383842865667295,1.1278024367426838,tiny
lower_Re_attempt,10,411.1861260945755,12.50402823144497,1.8069812427163396e-9,6.542852607326259e-9,1.700917800995624,1.7040271315381186,0.003109330542494515,1.7025618554233974,1.675828359113749,1.6787683446558488,0.0029399855420997323,1.6774734135902358,0.04113879640109981,0.0412014705253348,6.267412423498903e-5,0.04117021540406453,0.004279188171866796,1.434919231786921,tiny
