                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.5865177                       0                       0           6.1926081e-16  ./initial-2/
                     300               1.5866486                       0                       0           4.8498047e-14  ./initial-1/
                   299.9               1.5867798                       0                       0           3.3565292e-16  ./initial-0/
               276.31874               1.6262506             0.082790241            1.406643e-05           1.7644758e-14   search-0/
               264.93263                1.652292              0.12414075           1.8101335e-05           8.4589788e-15   search-1/
               253.84104                1.682192              0.16563836           1.8522793e-05           9.7242364e-15   search-2/
               243.08506               1.7145596              0.20688901           1.5121036e-05            1.505761e-14   search-3/
               232.59789               1.7475393              0.24755911           1.5275819e-05           1.9071113e-14   search-4/
               222.22731               1.7794063              0.28753876           1.6622194e-05           1.6299785e-14   search-5/
               211.79581               1.8090003              0.32699711           1.9537011e-05           8.3582623e-15   search-6/
               202.81545               1.8318726              0.36022184           1.7291516e-05           4.2493528e-15   search-7/
               193.65516               1.8527265              0.39346477           1.8129139e-05           5.6277761e-15   search-8/
               185.52476               1.8694611              0.42254611           1.6652196e-05           3.7944911e-15   search-9/
               177.28531               1.8852801              0.45176457           1.9215717e-05           1.6282436e-14   search-10/
               170.42335               1.8982539              0.47605541           1.7784749e-05           8.1412134e-15   search-11/
               164.45125               1.9102295              0.49734523           1.6764058e-05           1.8744504e-14   search-12/
               159.22787               1.9223511              0.51635886           1.6486781e-05            7.086803e-15   search-13/
               154.79255               1.9355385              0.53331937           1.6825322e-05           4.5250445e-14   search-14/
               151.18803               1.9510612              0.54881376           1.7184074e-05           9.3731885e-14   search-15/
               148.47427               1.9717307              0.56467355           1.7282806e-05           7.8076906e-16   search-16/
               147.60433               1.9853404              0.57372811           5.3082506e-06           3.4038497e-16   search-18/
               147.30864               1.9950107              0.57990208           2.3153066e-06           1.7088358e-15   search-20/
               147.34292               2.0150767               0.5925494           5.6647573e-06           1.6238207e-14   search-21/
               148.23734               2.0390793              0.60796824           1.3372596e-05           1.4977427e-16   search-22/
               149.79395               2.0629061              0.62385645           1.6702397e-05            2.439042e-16   search-23/
               151.99504               2.0881145              0.64135653           1.5486317e-05           7.7807037e-14   search-24/
               154.70618               2.1137293              0.65985783           1.2246463e-05           3.3235254e-14   search-25/
               158.32121               2.1431426              0.68196806           1.1919826e-05           3.1154414e-14   search-26/
               162.91039               2.1759396              0.70768347            1.219401e-05           3.2241535e-14   search-27/
               167.91329               2.2080008              0.73388302            1.019948e-05            1.096591e-14   search-28/
               174.43774               2.2459254              0.76619871            1.126888e-05           2.7772372e-14   search-29/
               181.35281               2.2827645              0.79891563            1.000387e-05           1.9729637e-14   search-30/
               189.95772               2.3252562              0.83815755           1.1609704e-05           2.1250972e-14   search-31/
               198.90152               2.3666978              0.87779332           1.1043329e-05           2.3432148e-14   search-32/
                208.0991               2.4073537              0.91774987           1.0462749e-05           7.9140442e-15   search-33/
                217.4788               2.4474235                0.957941            1.069153e-05           8.0777063e-15   search-34/
               226.98701               2.4869799              0.99826538           1.3428774e-05           2.2056794e-14   search-35/
               235.38307               2.5209575               1.0335053           1.6565919e-05           2.6672202e-14   search-36/
               242.35518               2.5480957               1.0623613           1.7850105e-05           2.6876996e-14   search-37/
               248.46804               2.5706602               1.0872096           1.6771055e-05           1.9619205e-14   search-38/
               254.68183                2.592194               1.1119727           1.5714644e-05            8.267468e-14   search-39/
                261.0173               2.6128039                1.136766           1.2827061e-05           6.0517326e-14   search-40/
               267.46694               2.6327307               1.1616643           1.1427624e-05           2.4196255e-14   search-41/
               274.00409               2.6522117               1.1866759           1.2110295e-05           1.6281558e-14   search-42/
               280.59956               2.6714297               1.2117766           1.1666939e-05           7.6811841e-15   search-43/
               287.23011               2.6905169               1.2369402           1.0018504e-05           8.5262045e-15   search-44/
               295.22196               2.7134147               1.2672376           1.1393431e-05           9.8488926e-15   search-45/
               303.22317               2.7363826               1.2975835            1.029269e-05           7.0345183e-15   search-46/
               312.72652               2.7638818               1.3336926           1.1534058e-05           2.0353141e-14   search-47/
                322.2109               2.7916933               1.3698414           1.0062279e-05           1.1261746e-14   search-48/
               333.51488               2.8254452               1.4131114           1.1453913e-05           1.5531003e-14   search-49/
