                     %Lz                     obs                       s                guesserr                   error     directory
               3.1274257               1.8052196                       0                       0           3.4780301e-15  ./initial-2/
               3.1374257               1.8271399                       0                       0           5.6240491e-15  ./initial-1/
               3.1474257               1.8554516                       0                       0           3.1832294e-15  ./initial-0/
               3.1589736               1.9076814             0.044641033           1.2031365e-05           4.6538373e-15   search-0/
               3.1615646               1.9280936             0.055843207           1.2034816e-05           7.2351512e-16   search-1/
               3.1621246               1.9337341             0.058935411           1.0875143e-05           7.3563145e-16   search-2/
               3.1615352               2.0930742                0.146143           1.1351296e-05            3.324384e-16   search-3/
               3.1588648               2.1505965              0.17763664           6.9332138e-06           1.1311923e-15   search-5/
               3.1579934               2.1804864              0.19399785           2.1489757e-06           3.6878088e-14   search-8/
               3.1577427               2.2042171              0.20698602           5.6383663e-07            1.133295e-14   search-11/
               3.1584126               2.2423327              0.22784787           4.5271199e-06           1.8806953e-15   search-12/
               3.1613011               2.2876174              0.25264946           7.4685046e-06           5.4874957e-16   search-13/
               3.1666502               2.3326561              0.27735819           9.6658446e-06           1.3598782e-14   search-14/
               3.1744661               2.3790877              0.30289217            1.075455e-05           7.9940668e-15   search-15/
               3.1846078               2.4304386              0.33118199            1.228436e-05           5.4521072e-16   search-16/
               3.1963075               2.4947313              0.36656665           1.5887792e-05           2.4504162e-15   search-17/
               3.2005921               2.5289815              0.38536155           6.2880087e-06           2.6959354e-15   search-19/
