                     %Lz                     obs                       s                guesserr                   error     directory
                 8.88468               1.8626096                       0                       0           2.8059647e-16  ./initial-2/
                 8.89468               1.8700818                       0                       0            2.957198e-14  ./initial-1/
                 8.90468               1.8779072                       0                       0           2.5791876e-16  ./initial-0/
               8.9843066               1.9555077             0.046783384           1.2277405e-05           5.0115362e-16   search-0/
               9.0225435               2.0028203             0.072445766           1.9122584e-05           3.3146985e-16   search-1/
               9.0533209               2.0436719             0.094562956             1.37761e-05           2.8326929e-16   search-2/
               9.0869129               2.0886548              0.11891159           1.1739745e-05           3.4331564e-14   search-3/
               9.1202002               2.1322228              0.14250761           1.2089295e-05           1.2678342e-14   search-4/
               9.1542097               2.1753778              0.16589876           1.3365488e-05           1.0177156e-14   search-5/
               9.1892259               2.2186889              0.18939098           1.5966657e-05           3.4207907e-14   search-6/
               9.2202729               2.2567511              0.21004133           1.6767801e-05           7.4885554e-14   search-7/
               9.2467892               2.2899662              0.22805112           1.7270277e-05           3.4398128e-16   search-8/
               9.2681182               2.3181535              0.24331342           1.8033836e-05           1.6601892e-16   search-9/
               9.2843105               2.3404637               0.2553816           1.8754346e-05           8.6363945e-14   search-10/
               9.2971468               2.3575372              0.26462475           1.8030592e-05            3.615895e-16   search-11/
               9.3103599               2.3731651              0.27311255           1.9196219e-05           2.3424845e-16   search-12/
               9.3232296                2.386539              0.28040898           1.6311384e-05           8.0222828e-14   search-13/
               9.3374965               2.4011985              0.28841033           1.7030284e-05           7.3078042e-16   search-14/
               9.3434502               2.4089816              0.29262576           5.7187525e-06           7.1593829e-16   search-16/
               9.3465713               2.4162144              0.29650925            2.374862e-06           1.6960281e-16   search-18/
