                     %Lx                     obs                       s                guesserr                   error     directory
               13.818375               2.3856524                       0                       0           2.9340094e-15  ./initial-2/
               13.815875               2.3902899                       0                       0           1.2983788e-14  ./initial-1/
               13.813375                2.395324                       0                       0           3.2635824e-15  ./initial-0/
               13.803693               2.4206704            0.0089413534           1.1598256e-05           1.3548475e-14   search-0/
               13.800472               2.4383615               0.0149163           1.9250017e-05           3.2430739e-14   search-1/
               13.803221                 2.45289             0.020261637            1.696048e-05           2.3616424e-14   search-2/
               13.814927                2.466823              0.02576085           1.3673113e-05           2.0325836e-14   search-3/
               13.838217               2.4802327             0.031446502           1.2829135e-05           1.3134606e-14   search-4/
               13.873198               2.4931679             0.037351676           1.3024699e-05           7.1433072e-15   search-5/
               13.917908               2.5056657             0.043460303           1.3473394e-05           1.5884532e-14   search-6/
                13.96979               2.5177548             0.049720721           1.2840298e-05           1.4095386e-14   search-7/
               14.026759               2.5294603             0.056085971           1.1247708e-05           6.2777063e-15   search-8/
               14.095798               2.5423025             0.063396947           1.2168289e-05            1.030367e-14   search-9/
               14.168383               2.5547349             0.070791422           1.1812037e-05           4.6001494e-15   search-10/
               14.243631                2.566834             0.078257487           1.1127285e-05           6.3770937e-15   search-11/
               14.320752               2.5787148              0.08578531           1.0300592e-05           4.6543496e-15   search-12/
               14.408905               2.5920332             0.094340627            1.228292e-05           8.7077494e-15   search-13/
               14.496819               2.6054796              0.10296932           1.3911756e-05           1.1609637e-14   search-14/
               14.581886               2.6192191              0.11168326           1.7447049e-05           3.1677274e-14   search-15/
               14.645244               2.6305494              0.11884577           1.8209987e-05           3.7510306e-14   search-16/
               14.688597               2.6395638              0.12476855           1.8283999e-05           2.8756596e-14   search-17/
               14.714836               2.6463905              0.12985947           1.7655437e-05           3.8254511e-14   search-18/
               14.727391               2.6511847              0.13456727           1.6435077e-05           3.4011431e-14   search-19/
               14.729842               2.6541383              0.13957755           1.6229137e-05           2.0590169e-14   search-20/
                 14.7269               2.6548416              0.14491804           1.6955123e-05            6.159743e-14   search-21/
               14.728743                 2.65324              0.15051941           1.9925999e-05            2.706757e-16   search-22/
               14.744706               2.6502826              0.15552381           1.7054304e-05           2.2525283e-16   search-23/
               14.781063               2.6464449              0.16086105           1.7010139e-05           6.6292368e-14   search-24/
               14.828279               2.6429943              0.16582461           1.7305064e-05           1.3693933e-14   search-25/
               14.886626               2.6397324              0.17111152           1.8490872e-05           5.0995877e-14   search-26/
               14.951745               2.6368068              0.17657969           1.4435816e-05           4.7306377e-14   search-27/
               15.029642                2.633915              0.18284101           1.2251823e-05           5.6819411e-14   search-28/
               15.124673               2.6309656              0.19026702           1.1681142e-05           2.4435406e-14   search-29/
               15.238539                2.627972              0.19899883            1.175914e-05           3.5833125e-14   search-30/
               15.373023               2.6249083              0.20918247           1.1841965e-05           3.1890155e-14   search-31/
               15.530237               2.6216922              0.22098693           1.1908734e-05           3.7352613e-14   search-32/
               15.712006               2.6181809              0.23455843           1.2012393e-05           3.0909343e-14   search-33/
               15.919663               2.6141564              0.25000595           1.2146364e-05           2.7934632e-14   search-34/
               16.153826               2.6093223              0.26738561           1.2307433e-05           2.2298995e-14   search-35/
               16.388492               2.6039579              0.28478117           1.0382399e-05           1.3975945e-14   search-36/
                16.66659                2.596778              0.30538435           1.1583199e-05           9.6879914e-15   search-37/
               16.944937               2.5886792               0.3260032           1.1097633e-05           1.3009146e-14   search-38/
               17.223446               2.5797734              0.34663599           1.0277426e-05           4.7543717e-15   search-39/
               17.544432               2.5687664              0.37041903           1.1976535e-05           9.0069164e-15   search-40/
                17.86559               2.5572567              0.39421696           1.2030595e-05           6.7694883e-15   search-41/
               18.186935               2.5454835               0.4180277           1.1191065e-05           1.0715039e-14   search-42/
               18.548517               2.5320872              0.44481417           1.2309605e-05           1.2160411e-14   search-43/
               18.910397               2.5185698               0.4716136           1.1987091e-05           1.3050045e-14   search-44/
               19.272586                2.504923              0.49842517            1.108722e-05           7.8293475e-15   search-45/
               19.679088               2.4894617               0.5285052           1.2337971e-05            1.199755e-14   search-46/
               20.085911                2.473831              0.55860002           1.2365415e-05           2.5378589e-14   search-47/
               20.493003               2.4578981              0.58870949           1.2018719e-05            4.778324e-14   search-48/
               20.900333                2.441175              0.61883472           1.2222446e-05           1.8695923e-16   search-49/
               21.307867               2.4225762              0.64898268           1.5342436e-05           2.1242064e-16   search-50/
                21.64454               2.4048131              0.67390632           1.7825123e-05           6.4482919e-14   search-51/
               21.933785               2.3881517              0.69530194            1.708882e-05           3.7095679e-16   search-52/
               22.224109               2.3712671              0.71672298           1.2346367e-05           5.8415973e-16   search-53/
               22.515356               2.3545845              0.73816758             1.13136e-05           4.5178139e-14   search-54/
               22.852059               2.3353068              0.76293143           1.1924917e-05           2.5877376e-16   search-55/
               23.240301                 2.31223              0.79147926           1.1986084e-05           3.4394417e-16   search-56/
                23.62847                2.287644              0.82004142           1.0956749e-05           8.9962455e-14   search-57/
               24.016586               2.2619408              0.84862461           1.2786642e-05           2.3572892e-14   search-58/
               24.404928               2.2361833              0.87722467            1.252626e-05           9.0067715e-14   search-59/
               24.853252               2.2075855              0.91020517           1.1996929e-05           2.8431021e-16   search-60/
               25.302459               2.1806073              0.94319533            1.067616e-05           4.1998455e-14   search-61/
               25.752488               2.1549787              0.97619725           1.1264224e-05           1.8344487e-14   search-62/
               26.203116               2.1300779               1.0092096           1.0506972e-05           2.4355315e-14   search-63/
               26.726119               2.1011299               1.0475056           1.1843894e-05           2.4921044e-14   search-64/
               27.249071               2.0708269               1.0858121           1.1732826e-05           5.7821927e-14   search-65/
               27.771245               2.0374218               1.1241322           1.3150278e-05           2.2749135e-16   search-66/
               28.234396               2.0033884               1.1582608           1.6250507e-05           9.1696251e-14   search-67/
               28.604932                1.972903               1.1857126           1.8449596e-05           1.7972777e-16   search-68/
               28.918831               1.9460437               1.2090663           1.7254055e-05           2.6217458e-16   search-69/
               29.231575                1.919667               1.2324486           1.6397029e-05             3.74439e-16   search-70/
               29.482329               1.8994614               1.2520983           1.7473846e-05           1.1171201e-15   search-71/
               29.466872               1.9021749               1.2550507           7.4975394e-06           6.5512638e-15   search-73/
               29.422538               1.9080751               1.2589257           1.8054063e-05           1.0827798e-15   search-74/
                29.35563               1.9175533               1.2644634           1.8806943e-05           1.6732673e-16   search-75/
               29.286252               1.9284669                 1.27024           1.0844623e-05           7.1595302e-16   search-76/
               29.197264               1.9440463               1.2778486           1.0626999e-05           5.9201129e-14   search-77/
               29.107555               1.9598803               1.2855683           1.2295104e-05           7.9482829e-14   search-78/
               29.000169                1.976224               1.2944542           1.2131916e-05           2.1685411e-16   search-79/
