Lx,Lz,alpha,gamma,id,norm,shear,dissipation,residual
5.0,2.3333333333333335,1.2566370614359172,2.6927937030769655,1,0.10753952917949983,1.2925868270498866,1.337534250014107,1.2353467962318328e-13
5.0,2.6666666666666665,1.2566370614359172,2.356194490192345,1,0.10752576692669079,1.2082683428213254,1.3006680587844934,2.9386038067052473e-13
5.0,3.0,1.2566370614359172,2.0943951023931953,1,0.1421906097656689,1.2633640059359066,1.452723726747905,3.432235980834563e-8
5.0,3.3333333333333335,1.2566370614359172,1.8849555921538759,1,0.2608841796782625,1.8535074020753557,2.2291827488358846,7.660658098028753e-11
5.0,3.6666666666666665,1.2566370614359172,1.71359599286716,1,0.30155617179197963,2.1383571837207573,2.489649694497634,3.647661091825419e-11
5.0,4.0,1.2566370614359172,1.5707963267948966,1,0.3251045791485737,2.325779802508042,2.6288092075357508,9.587012633727821e-14
5.0,4.333333333333333,1.2566370614359172,1.4499658401183662,1,0.34223595877059393,2.4780771098030385,2.723488737019066,1.1773811805879666e-8
5.0,4.666666666666667,1.2566370614359172,1.3463968515384828,1,0.3560850719306452,2.6074046388600354,2.7948488865098833,2.745444750862009e-9
5.0,5.0,1.2566370614359172,1.2566370614359172,1,0.3677248558285309,2.7128377172676474,2.8495678968465703,9.448488891595168e-10
5.0,5.333333333333333,1.2566370614359172,1.1780972450961724,1,0.3774815535844831,2.791433859455664,2.8894515155162583,4.204502745353908e-10
5.0,5.666666666666667,1.2566370614359172,1.1087974071493387,1,0.3855231332140161,2.8431905359933776,2.9154814298201144,1.9596210469539695e-10
5.0,6.0,1.2566370614359172,1.0471975511965976,1,0.39212161491812075,2.872256031509395,2.929515558123807,3.75519405825261e-11
5.0,6.333333333333333,1.2566370614359172,0.9920818906073031,1,0.3976890987147383,2.885592677247132,2.93440439365889,2.121621788330847e-12
5.0,6.666666666666667,1.2566370614359172,0.9424777960769379,1,0.402737025051713,2.8913931130259254,2.933543614930134,1.1946570034026933e-10
5.0,7.0,1.2566370614359172,0.8975979010256552,1,0.40798314866992214,2.900269969409754,2.9312099482877167,1.487901565614788e-13
5.416666666666667,2.3333333333333335,1.1599726720946928,2.6927937030769655,1,0.10620929737243287,1.2904712232082671,1.3251748460732626,8.206715696356443e-8
5.416666666666667,2.6666666666666665,1.1599726720946928,2.356194490192345,1,0.09987737854569728,1.1876221705028809,1.2587922808983287,7.022571835975075e-8
5.416666666666667,3.0,1.1599726720946928,2.0943951023931953,1,0.11059595643791235,1.1684220072003493,1.2780888410703273,4.2283259085866853e-13
5.416666666666667,3.3333333333333335,1.1599726720946928,1.8849555921538759,1,0.19772208174198555,1.4374776563775942,1.7596096691151408,5.729966173784315e-10
5.416666666666667,3.6666666666666665,1.1599726720946928,1.71359599286716,1,0.27842736165439513,1.9033415559244444,2.3033377008767966,3.1916100147416364e-9
5.416666666666667,4.0,1.1599726720946928,1.5707963267948966,1,0.30882837999030277,2.121562317945619,2.491810001473765,2.4332762947801504e-12
5.416666666666667,4.333333333333333,1.1599726720946928,1.4499658401183662,1,0.3283463232318896,2.2803005984999674,2.6034508606120625,9.979305865631846e-15
5.416666666666667,4.666666666666667,1.1599726720946928,1.3463968515384828,1,0.3431311188214634,2.410761408051111,2.6816542197793964,7.52006275599649e-9
5.416666666666667,5.0,1.1599726720946928,1.2566370614359172,1,0.3552319690620999,2.518749113505228,2.740024509726447,1.8662950160043605e-9
5.416666666666667,5.333333333333333,1.1599726720946928,1.1780972450961724,1,0.36543230921252423,2.6040349800242075,2.783475532678797,6.02348954965339e-10
5.416666666666667,5.666666666666667,1.1599726720946928,1.1087974071493387,1,0.3740776595076891,2.6665511399632953,2.8141502665905156,2.395284057768075e-10
5.416666666666667,6.0,1.1599726720946928,1.0471975511965976,1,0.381426884615093,2.7085076951854044,2.833778956246947,1.0447465764626334e-10
5.416666666666667,6.333333333333333,1.1599726720946928,0.9920818906073031,1,0.38777705820744346,2.7342407812577845,2.8444430284798945,1.999840533627284e-9
5.416666666666667,6.666666666666667,1.1599726720946928,0.9424777960769379,1,0.39346895496730305,2.749096060822466,2.848531933831854,5.262416890123615e-11
5.416666666666667,7.0,1.1599726720946928,0.8975979010256552,1,0.3988637922557418,2.7585360569171495,2.8485231727771962,7.526888281105758e-12
5.416666666666667,7.333333333333333,1.1599726720946928,0.85679799643358,1,0.4043617966788989,2.7682321626954933,2.847038742874881,5.004985262620777e-10
5.416666666666667,7.666666666666667,1.1599726720946928,0.8195459096321199,1,0.4106214359197592,2.7869551326088757,2.8480400719817505,3.005614218919336e-13
5.833333333333333,2.3333333333333335,1.0771174812307862,2.6927937030769655,1,0.10743906375375364,1.2986228336833292,1.3262847934016762,6.683071439460316e-13
5.833333333333333,2.6666666666666665,1.0771174812307862,2.356194490192345,1,0.09653705620316845,1.1805026098963785,1.239591103918067,2.309784187692624e-8
5.833333333333333,3.0,1.0771174812307862,2.0943951023931953,1,0.1002370180502733,1.1444383018586866,1.2271243631601143,3.703266586925739e-8
5.833333333333333,3.3333333333333335,1.0771174812307862,1.8849555921538759,1,0.12054408212465637,1.1612278554885787,1.2925937398948715,2.7432212371261354e-13
5.833333333333333,3.6666666666666665,1.0771174812307862,1.71359599286716,1,0.24220329523016446,1.6251546230689078,2.0231702998789833,3.387775580400549e-8
5.833333333333333,4.0,1.0771174812307862,1.5707963267948966,1,0.289615946138767,1.9230433869627932,2.334388601870165,1.391037531232004e-10
5.833333333333333,4.333333333333333,1.0771174812307862,1.4499658401183662,1,0.31360014915537265,2.0986538564430113,2.477871859860174,1.3834380958186157e-13
5.833333333333333,4.666666666666667,1.0771174812307862,1.3463968515384828,1,0.3301436393318483,2.23307718129585,2.5683191556904315,2.4082235782640023e-8
5.833333333333333,5.0,1.0771174812307862,1.2566370614359172,1,0.3430604686834276,2.342978650935118,2.632268228689668,5.0180590871856055e-9
5.833333333333333,5.333333333333333,1.0771174812307862,1.1780972450961724,1,0.35378554007166146,2.432159700827162,2.6792366779613452,1.3310064256271384e-9
5.833333333333333,5.666666666666667,1.0771174812307862,1.1087974071493387,1,0.3629586734976655,2.501793530995819,2.713368767456789,4.3279215900331304e-10
5.833333333333333,6.0,1.0771174812307862,1.0471975511965976,1,0.3709405811004716,2.553574357313968,2.7370557108964935,1.669653988042401e-10
5.833333333333333,6.333333333333333,1.0771174812307862,0.9920818906073031,1,0.37801822368840426,2.5904225231980864,2.752287632491689,1.6351678051621444e-10
5.833333333333333,6.666666666666667,1.0771174812307862,0.9424777960769379,1,0.3844716824997231,2.6161097688822776,2.761053174677029,1.0588484934178355e-10
5.833333333333333,7.0,1.0771174812307862,0.8975979010256552,1,0.39058169389648023,2.6346459499921617,2.7653557851391968,3.307019203128778e-11
5.833333333333333,7.333333333333333,1.0771174812307862,0.85679799643358,1,0.3966283750323349,2.6499499687614136,2.7671893614505754,6.7588570331171674e-12
5.833333333333333,7.666666666666667,1.0771174812307862,0.8195459096321199,1,0.4029182271362043,2.6661080878718497,2.768702508203582,2.353516208586504e-10
5.833333333333333,8.0,1.0771174812307862,0.7853981633974483,1,0.4099270160369916,2.689094704231692,2.7730521894015916,8.888929759968568e-9
5.833333333333333,8.333333333333334,1.0771174812307862,0.7539822368615503,1,0.4197708242856211,2.743634931497103,2.792892245403619,7.996452269858029e-13
6.25,2.3333333333333335,1.0053096491487339,2.6927937030769655,1,0.11069901116944889,1.3149503233407054,1.3375252662956503,3.855124130048904e-11
6.25,2.6666666666666665,1.0053096491487339,2.356194490192345,1,0.09543827987706464,1.179862353021565,1.231258395741326,4.886494001192276e-9
6.25,3.0,1.0053096491487339,2.0943951023931953,1,0.09542324626231403,1.1350139437672035,1.2036837242540868,1.9150407052249853e-8
6.25,3.3333333333333335,1.0053096491487339,1.8849555921538759,1,0.10488780469997118,1.1269705658276683,1.2194901798954068,7.821077902089816e-13
6.25,3.6666666666666665,1.0053096491487339,1.71359599286716,1,0.1455106207321829,1.1998834215276866,1.3851421523714689,1.6696052785537653e-8
6.25,4.0,1.0053096491487339,1.5707963267948966,1,0.2633421906143932,1.7079836637786001,2.126521183623411,3.4480461669909226e-8
6.25,4.333333333333333,1.0053096491487339,1.4499658401183662,1,0.2967086472976745,1.924217086186564,2.337461704761024,4.850427819260189e-12
6.25,4.666666666666667,1.0053096491487339,1.3463968515384828,1,0.31640882215917876,2.068906392418117,2.450167338902237,4.063279329918389e-14
6.25,5.0,1.0053096491487339,1.2566370614359172,1,0.3307250017772713,2.182058291288179,2.5236151691537723,1.5154189599332345e-8
6.25,5.333333333333333,1.0053096491487339,1.1780972450961724,1,0.34220115005729923,2.2738625836133703,2.5753910188811577,3.5594093623431105e-9
6.25,5.666666666666667,1.0053096491487339,1.1087974071493387,1,0.35191881308783834,2.347805435721826,2.6127622045895436,1.0102545191044399e-9
6.25,6.0,1.0053096491487339,1.0471975511965976,1,0.3604344671822636,2.4060715102828087,2.639466432966577,3.361340697906489e-10
6.25,6.333333333333333,1.0053096491487339,0.9920818906073031,1,0.3681031955704565,2.451063291307065,2.6579571314137165,2.1902776255914479e-10
6.25,6.666666666666667,1.0053096491487339,0.9424777960769379,1,0.37520484400230986,2.4856114603856874,2.6702356904020714,2.2437901975450412e-10
6.25,7.0,1.0053096491487339,0.8975979010256552,1,0.3819886766416643,2.512746977506625,2.6781335053993063,8.104109589898491e-11
6.25,7.333333333333333,1.0053096491487339,0.85679799643358,1,0.3886879966092921,2.5354709864862817,2.6834037100893404,2.1247225072399473e-11
6.25,7.666666666666667,1.0053096491487339,0.8195459096321199,1,0.3955345333746863,2.5567476680747814,2.6878156009449268,1.1534856415218466e-11
6.25,8.0,1.0053096491487339,0.7853981633974483,1,0.4028013003714656,2.579924524993476,2.693423634603805,2.8478924312185463e-10
6.25,8.333333333333334,1.0053096491487339,0.7539822368615503,1,0.41096666244707014,2.6104488994136106,2.7035617287690403,7.866643561598903e-9
6.25,8.666666666666666,1.0053096491487339,0.7249829200591831,1,0.4221160338115434,2.670108598151254,2.7311946586765776,1.588092092690016e-8
6.666666666666667,2.3333333333333335,0.9424777960769379,2.6927937030769655,1,0.11600211243405097,1.3398819943704217,1.3586946951690613,1.5107535709234342e-9
6.666666666666667,2.6666666666666665,0.9424777960769379,2.356194490192345,1,0.0957425977250348,1.1831439849799255,1.2293110886481213,1.2482564056655495e-9
6.666666666666667,3.0,0.9424777960769379,2.0943951023931953,1,0.0931444137884222,1.1315434407607723,1.1916547085978397,3.855385374111017e-9
