id,cx,cz,norm,shear
1.0,0.04404747093061363,-0.015177577184001664,0.17753668576200682,1.4955038595870804
2.0,0.11194904603185898,0.01572060687386972,0.0927613058453374,1.141859394115661
3.0,-0.11194903851966645,-0.015720604082503403,0.09276126612803401,1.1418592307324642
4.0,0.11194904654114243,-0.015720606795644024,0.09276130647339428,1.1418593957136867
5.0,-0.1119490464875357,0.015720606806421386,0.09276130659876243,1.141859396322425
6.0,-0.04404748492651206,0.015177575892281539,0.17753667894323044,1.4955038437522417
7.0,-0.04608231714564971,0.004666005995051223,0.17264644848590938,1.4660288746754493
8.0,0.04608231391203148,-0.004666005953054701,0.17264644758842626,1.4660288933078398
9.0,0.04608231383752827,0.004666005981429688,0.17264644736442125,1.4660288925625031
10.0,-0.046082303397601505,-0.004666003925759927,0.17264641215385482,1.4660285590298683
