      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.192913      0.260787     0.0358197     0.0716817     0.0852262    0.00642131             0             0      0.780147      0.390074     -0.390074      0.780147
     300      0.192927      0.260802     0.0358255     0.0716942     0.0852362    0.00642353             0             0       0.78023      0.390115     -0.390115       0.78023
  299.98       0.19294      0.260818     0.0358313     0.0717068     0.0852461    0.00642575             0             0      0.780312      0.390156     -0.390156      0.780312
 292.199      0.198109      0.266704     0.0381523     0.0768633       0.08916    0.00736357             0             0      0.810788      0.405394     -0.405394      0.810788
 288.505      0.200581      0.269425     0.0393007     0.0795673      0.091057     0.0078755             0             0      0.823786      0.411893     -0.411893      0.823786
 285.442      0.202683       0.27168     0.0402891     0.0820228     0.0926657    0.00835096             0             0      0.833449      0.416724     -0.416724      0.833449
 282.847      0.204575      0.273654     0.0411765     0.0843802     0.0940853    0.00881552             0             0       0.84047      0.420235     -0.420235       0.84047
  280.83      0.206252      0.275353     0.0419442     0.0866088     0.0952849     0.0092604             0             0      0.844689      0.422344     -0.422344      0.844689
  279.63      0.207569      0.276651     0.0425152     0.0884661     0.0961456    0.00963378             0             0      0.846034      0.423017     -0.423017      0.846034
  279.29      0.208152      0.277217     0.0427511     0.0893203     0.0964866    0.00980578             0             0      0.845863      0.422932     -0.422932      0.845863
 279.204      0.208374       0.27743     0.0428366     0.0896492     0.0966068    0.00987196             0             0      0.845647      0.422823     -0.422823      0.845647
 279.126      0.208773      0.277813     0.0429842     0.0902492      0.096808    0.00999256             0             0      0.845016      0.422508     -0.422508      0.845016
 279.124      0.208822      0.277859     0.0430014     0.0903226     0.0968308     0.0100073             0             0      0.844917      0.422459     -0.422459      0.844917
 279.125      0.208918      0.277951     0.0430353     0.0904695     0.0968754     0.0100368             0             0      0.844703      0.422352     -0.422352      0.844703
 279.152      0.209112      0.278137     0.0431013     0.0907653     0.0969599     0.0100961             0             0      0.844209      0.422105     -0.422105      0.844209
 279.302      0.209482      0.278489      0.043218     0.0913325     0.0971009     0.0102094             0             0      0.843007      0.421504     -0.421504      0.843007
 279.561      0.209803      0.278795     0.0433084     0.0918293      0.097198     0.0103082             0             0      0.841649      0.420825     -0.420825      0.841649
 279.927      0.210096      0.279075     0.0433796     0.0922838      0.097261     0.0103981             0             0      0.840122      0.420061     -0.420061      0.840122
  280.45      0.210391      0.279358     0.0434381       0.09274     0.0972945     0.0104876             0             0       0.83827      0.419135     -0.419135       0.83827
 281.183       0.21069      0.279649     0.0434809     0.0932008     0.0972904      0.010577             0             0      0.836012      0.418006     -0.418006      0.836012
 282.167      0.210986      0.279941     0.0435026     0.0936512     0.0972386      0.010663             0             0      0.833335      0.416668     -0.416668      0.833335
  283.45      0.211274      0.280233     0.0434982     0.0940784     0.0971295     0.0107428             0             0      0.830229      0.415114     -0.415114      0.830229
 285.084      0.211548       0.28052     0.0434628     0.0944697     0.0969529     0.0108135             0             0      0.826682      0.413341     -0.413341      0.826681
 287.128      0.211803        0.2808     0.0433915     0.0948115     0.0966991      0.010872             0             0      0.822698      0.411349     -0.411349      0.822698
 289.641      0.212031      0.281067     0.0432796     0.0950892      0.096359     0.0109151             0             0      0.818293      0.409146     -0.409146      0.818293
 292.684      0.212224      0.281316     0.0431224     0.0952878     0.0959237     0.0109393             0             0      0.813485      0.406743     -0.406743      0.813485
 296.324      0.212373      0.281537     0.0429154     0.0953921     0.0953848     0.0109414             0             0      0.808296      0.404148     -0.404148      0.808296
  300.63      0.212464      0.281716     0.0426538     0.0953862     0.0947344     0.0109179             0             0      0.802743      0.401372     -0.401372      0.802743
 305.678      0.212482      0.281836     0.0423322     0.0952539     0.0939649     0.0108653             0             0      0.796834      0.398417     -0.398417      0.796834
  311.55      0.212405      0.281871      0.041945     0.0949782     0.0930687     0.0107802             0             0      0.790562      0.395281     -0.395281      0.790562
 318.333      0.212207      0.281788     0.0414856     0.0945417     0.0920384     0.0106592             0             0      0.783903      0.391951     -0.391951      0.783903
 326.126      0.211855      0.281543     0.0409468     0.0939262     0.0908665     0.0104988             0             0      0.776809      0.388404     -0.388404      0.776809
 335.035      0.211309      0.281082     0.0403207     0.0931134     0.0895463     0.0102959             0             0      0.769211      0.384605     -0.384605      0.769211
 345.173      0.210521       0.28034     0.0395989     0.0920856     0.0880725     0.0100478             0             0      0.761023      0.380512     -0.380512      0.761023
  356.65      0.209439      0.279243     0.0387742     0.0908276     0.0864429    0.00975308             0             0       0.75216       0.37608      -0.37608       0.75216
 369.554      0.208009      0.277711     0.0378419     0.0893302      0.084662    0.00941188             0             0       0.74256       0.37128      -0.37128       0.74256
 382.466      0.206382      0.275899     0.0369083     0.0877736      0.082936    0.00906642             0             0      0.733266      0.366633     -0.366633      0.733266
  398.01      0.204203      0.273397     0.0357898      0.085853     0.0809341    0.00865166             0             0      0.722476      0.361238     -0.361238      0.722476
 413.563      0.201829      0.270605     0.0346828     0.0839056     0.0790155    0.00824305             0             0      0.712164      0.356082     -0.356082      0.712164
 431.564      0.198902      0.267098     0.0334242     0.0816438     0.0769008    0.00778289             0             0      0.700965      0.350482     -0.350482      0.700965
 449.579      0.195847      0.263387     0.0321965     0.0793902     0.0748982    0.00733942             0             0       0.69073      0.345365     -0.345365       0.69073
  467.61      0.192729      0.259566     0.0310062     0.0771575     0.0730066    0.00691466             0             0      0.681668      0.340834     -0.340834      0.681668
  488.42      0.189141      0.255145     0.0296879     0.0746201     0.0709611    0.00644953             0             0      0.672952      0.336476     -0.336476      0.672952
 509.254      0.185648      0.250837     0.0284351     0.0721305     0.0690569    0.00601137             0             0      0.666377      0.333188     -0.333188      0.666377
