                     %Re                     obs                       s                guesserr                   error     directory
                  300.02               1.7801472                       0                       0           4.6834904e-16  ./initial-2/
                     300               1.7802295                       0                       0           9.0331645e-16  ./initial-1/
                  299.98               1.7803118                       0                       0           5.1169672e-16  ./initial-0/
               292.19852                1.810788             0.031159442           1.3973449e-05           4.4475144e-14   search-0/
               288.50456               1.8237864             0.045474727           1.8738193e-05           8.5581146e-14   search-1/
               285.44243               1.8334486              0.05703512           1.8511638e-05           9.8616067e-14   search-2/
               282.84671               1.8404699             0.066544032           1.7813792e-05           2.1725099e-16   search-3/
               280.82952               1.8446887             0.073673404           1.9965031e-05           9.4045104e-16   search-4/
                279.6303               1.8460336             0.077741548            1.772558e-05           8.8933888e-15   search-5/
               279.28958               1.8458633             0.078881324           6.7142449e-06           3.1691338e-15   search-7/
               279.20407                1.845647             0.079191152           1.5193173e-06           2.6631636e-16   search-10/
               279.12576               1.8450164             0.079631137           1.3127798e-06           3.4841048e-14   search-12/
               279.12382               1.8449173             0.079687205           6.8208717e-08           1.0332428e-15   search-18/
               279.12539               1.8447035             0.079807438           1.0938056e-08            8.966341e-14   search-19/
               279.15199               1.8442094             0.080098789           3.7942986e-07           6.1621791e-14   search-20/
               279.30197               1.8430073             0.080938972           4.5652102e-06           4.0116676e-15   search-21/
               279.56078               1.8416493             0.082090527            1.076929e-05           4.5274923e-15   search-22/
                279.9268               1.8401218             0.083582128           1.2103335e-05           2.9473282e-15   search-23/
               280.45019               1.8382695             0.085613446           1.0368642e-05           4.6234751e-16   search-24/
               281.18318               1.8360118             0.088366283           1.0187725e-05           8.4440137e-14   search-25/
                282.1673               1.8333354             0.091974772           1.0474284e-05           6.9581475e-14   search-26/
               283.44966               1.8302285             0.096591874           1.0704197e-05           6.1528029e-14   search-27/
               285.08445               1.8266815                0.102394           1.0891089e-05           3.7347692e-14   search-28/
               287.12846               1.8226981              0.10956537           1.1077929e-05           3.9981897e-14   search-29/
               289.64081               1.8182928              0.11829783           1.1254346e-05           3.3863751e-14   search-30/
               292.68389               1.8134853              0.12879476           1.1411985e-05           3.2284448e-14   search-31/
               296.32369               1.8082963              0.14127262           1.1551637e-05            2.530057e-14   search-32/
               300.63021               1.8027431               0.1559627           1.1674706e-05           1.0116551e-14   search-33/
               305.67845               1.7968338              0.17311446           1.1781777e-05           1.2035463e-14   search-34/
                311.5497               1.7905621              0.19299984           1.1873632e-05           1.3087491e-14   search-35/
               318.33292               1.7839029              0.21591789           1.1951642e-05           7.6549396e-15   search-36/
               326.12585               1.7768089              0.24219822           1.2018103e-05           2.4878771e-14   search-37/
               335.03507               1.7692109              0.27220074           1.2077001e-05            1.019587e-14   search-38/
               345.17305               1.7610235              0.30630551           1.2135263e-05            8.915776e-15   search-39/
               356.64955               1.7521597              0.34488317           1.2204313e-05           2.3177561e-14   search-40/
               369.55365               1.7425598              0.38823355           1.2300696e-05           1.1765883e-14   search-41/
               382.46597               1.7332664              0.43159003            1.022252e-05           8.6630143e-15   search-42/
               398.01016               1.7224761               0.4837573           1.1370129e-05           1.7446863e-14   search-43/
               413.56293               1.7121644              0.53592247           1.0426239e-05            1.732482e-14   search-44/
               431.56382               1.7009649              0.59625434           1.1929121e-05           2.2299166e-14   search-45/
               449.57894                 1.69073               0.6565793           1.1347623e-05           1.2839199e-14   search-46/
               467.61033               1.6816685               0.7168991           1.0330243e-05           7.0320205e-15   search-47/
               488.41997               1.6729516              0.78643715           1.2006246e-05           6.0659404e-15   search-48/
               509.25384               1.6663766              0.85598152           1.2279405e-05           5.9847555e-15   search-49/
