                     %Lz                     obs                       s                guesserr                   error     directory
               3.1460929               2.0936625                       0                       0           7.0935876e-16  ./initial-2/
               3.1360929               2.0840508                       0                       0           5.3762167e-15  ./initial-1/
               3.1260929               2.0741629                       0                       0           4.7454348e-16  ./initial-0/
               3.0550065               1.9945333             0.050143237           1.1942492e-05           7.9978022e-15   search-0/
               3.0153603               1.9407696             0.078871938           1.6361663e-05           6.9402558e-15   search-1/
               2.9806796               1.8849958              0.10782894           1.7586416e-05           1.8120777e-14   search-2/
               2.9513004               1.8263929              0.13746809           1.7124539e-05           4.0191143e-14   search-3/
               2.9306644               1.7709367              0.16487938           1.6611993e-05           1.9319202e-16   search-4/
               2.9176528               1.7125882              0.19318279           1.6437359e-05           6.7195038e-15   search-5/
               2.9160347                1.698223              0.20009499           2.3257926e-06           9.7248999e-14   search-8/
               2.9150288               1.6809659              0.20838177           8.7108623e-07           3.5079688e-15   search-10/
               2.9160724               1.6499288              0.22327815           3.0977535e-06           3.6409041e-16   search-11/
               2.9231549               1.6120711              0.24158343           7.3723525e-06            1.688284e-16   search-12/
               2.9372869               1.5759891              0.25947364           9.5649049e-06           5.2873898e-14   search-13/
               2.9593239               1.5417175              0.27735678           9.6383809e-06           1.5062975e-14   search-14/
               2.9897681               1.5098155              0.29548311           9.8252674e-06            7.349432e-15   search-15/
               3.0283746                1.480912              0.31402745           1.1531591e-05           1.4481238e-15   search-16/
               3.0745264               1.4551929              0.33323338           1.3941829e-05           3.7810192e-15   search-17/
               3.1269542                1.432736              0.35312284           1.5131777e-05           9.0610582e-15   search-18/
               3.1840966               1.4134001              0.37356991           1.4256458e-05           9.0165312e-15   search-19/
