      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02     0.0932002      0.126771     0.0174928     0.0315525     0.0605373    0.00130156             0             0      0.191392      0.095696     -0.095696      0.191392
     300      0.093204      0.126776     0.0174944     0.0315549     0.0605405    0.00130177             0             0      0.191403     0.0957014    -0.0957014      0.191403
  299.98     0.0932079      0.126781      0.017496     0.0315574     0.0605437    0.00130198             0             0      0.191413     0.0957067    -0.0957067      0.191413
 282.986     0.0975857      0.132318     0.0192565     0.0341615     0.0640337    0.00153782             0             0      0.204707      0.102354     -0.102354      0.204707
 275.917      0.100449      0.135963     0.0203741     0.0357628     0.0662562    0.00169408             0             0      0.214661       0.10733      -0.10733      0.214661
  273.95      0.101619      0.137448     0.0208248      0.036434     0.0671849    0.00176111             0             0      0.219315      0.109657     -0.109657      0.219315
  273.71      0.101856      0.137745     0.0209146     0.0365787     0.0673802    0.00177542             0             0      0.220395      0.110198     -0.110198      0.220395
 273.653      0.101959      0.137875     0.0209538     0.0366459     0.0674689    0.00178198             0             0      0.220918      0.110459     -0.110459      0.220918
 273.648      0.101984      0.137905      0.020963     0.0366623     0.0674903    0.00178357             0             0      0.221049      0.110525     -0.110525      0.221049
 273.647      0.101992      0.137916      0.020966     0.0366679     0.0674974    0.00178411             0             0      0.221093      0.110547     -0.110547      0.221093
 273.646      0.101997      0.137921     0.0209676     0.0366708     0.0675012    0.00178439             0             0      0.221117      0.110559     -0.110559      0.221117
 273.646      0.102004       0.13793     0.0209704     0.0366758     0.0675077    0.00178487             0             0      0.221158      0.110579     -0.110579      0.221158
 273.647      0.102018      0.137947     0.0209755     0.0366854       0.06752    0.00178579             0             0      0.221236      0.110618     -0.110618      0.221236
 273.654      0.102043      0.137979      0.020985     0.0367035     0.0675429    0.00178752             0             0      0.221385      0.110693     -0.110693      0.221385
 273.689      0.102086      0.138032     0.0210007     0.0367357     0.0675828    0.00179054             0             0      0.221659      0.110829     -0.110829      0.221659
 273.842      0.102139      0.138094     0.0210193     0.0367834     0.0676375    0.00179483             0             0      0.222103      0.111052     -0.111052      0.222103
 274.431      0.102119      0.138058     0.0210069     0.0368132     0.0676488     0.0017965             0             0      0.222563      0.111281     -0.111281      0.222563
 275.382      0.101947      0.137827     0.0209358     0.0367657      0.067542    0.00179002             0             0      0.222528      0.111264     -0.111264      0.222528
 276.635      0.101649      0.137435     0.0208156     0.0366512     0.0673323     0.0017766             0             0      0.222062      0.111031     -0.111031      0.222062
 278.553      0.101135      0.136764     0.0206113     0.0364318     0.0669514     0.0017521             0             0      0.220991      0.110495     -0.110495      0.220991
 281.372      0.100337      0.135728     0.0202976     0.0360697     0.0663374    0.00171302             0             0      0.219101      0.109551     -0.109551      0.219101
 285.215      0.099239      0.134306     0.0198696     0.0355496     0.0654636    0.00165858             0             0      0.216319      0.108159     -0.108159      0.216319
 290.233     0.0978356      0.132494     0.0193285     0.0348636     0.0643144    0.00158907             0             0      0.212637      0.106318     -0.106318      0.212637
 296.536      0.096151      0.130321     0.0186867     0.0340189     0.0628989    0.00150648             0             0       0.20814       0.10407      -0.10407       0.20814
 304.147     0.0942403      0.127859     0.0179683     0.0330405     0.0612573    0.00141453             0             0      0.203007      0.101504     -0.101504      0.203007
 313.032     0.0921688      0.125191     0.0172003      0.031962     0.0594455    0.00131742             0             0      0.197439     0.0987195    -0.0987195      0.197439
 323.144     0.0899932      0.122388     0.0164053     0.0308152     0.0575177    0.00121871             0             0        0.1916     0.0957999    -0.0957999        0.1916
 334.463     0.0877542      0.119502     0.0155983     0.0296242     0.0555176     0.0011209             0             0      0.185598      0.092799     -0.092799      0.185598
 346.995     0.0854813       0.11657     0.0147884      0.028406     0.0534772     0.0010256             0             0      0.179501     0.0897504    -0.0897504      0.179501
 360.771     0.0832035       0.11363     0.0139814     0.0271729      0.051421   0.000933847             0             0       0.17337      0.086685     -0.086685       0.17337
 375.824     0.0809607      0.110738     0.0131828     0.0259348     0.0493694   0.000846399             0             0      0.167295     0.0836475    -0.0836475      0.167295
 392.175     0.0788107      0.107974     0.0123999      0.024701     0.0473408   0.000763896             0             0      0.161413     0.0807064    -0.0807064      0.161413
 409.818     0.0768232      0.105436     0.0116417     0.0234813     0.0453531   0.000686899             0             0      0.155894     0.0779469    -0.0779469      0.155894
 428.721     0.0750614      0.103211     0.0109183     0.0222856     0.0434233   0.000615855             0             0      0.150896     0.0754478    -0.0754478      0.150896
 448.831     0.0735544      0.101338     0.0102383     0.0211238     0.0415664   0.000551037             0             0      0.146499     0.0732497    -0.0732497      0.146499
 470.099     0.0722765     0.0997766    0.00960598     0.0200037     0.0397912   0.000492423             0             0      0.142657     0.0713287    -0.0713287      0.142657
 492.545     0.0711521     0.0984157    0.00901917     0.0189274     0.0380951   0.000439593             0             0      0.139193     0.0695966    -0.0695966      0.139193
