% Ny a b nu datacount wallunits? ustar
% 49 -1 1 0.0025000000000000001 1 0 0.057617960194007584
% <uu> <uv> <uw> <vv> <vw> <ww> <utot> <utot-Ubase> Ubase
0.015170421963504514 -0.0018502087577269802 1.2194399129592111e-15 0.00040282904581113077 -1.6589829218681621e-16 0.0020956486853608144 -0.05112882229610731 0.014274306934035755 -0.065403129230143062
0.016063938735617376 -0.0019474431118452526 5.5221242108744931e-16 0.00039362024554065483 -1.2437893252449872e-16 0.0017027839189897448 -0.10053408139950024 0.029992110820551331 -0.13052619222005157
0.017029593539536963 -0.002017151503771577 -1.3045312000335398e-16 0.00037637513721116927 -7.382498975501869e-17 0.0012555405882572826 -0.14777094051704448 0.047319381499083699 -0.19509032201612816
0.01773303108954815 -0.0019999783660234428 -6.3173845266441594e-16 0.00034850698308493215 -3.0281513107923356e-17 0.00089243185047806596 -0.19383551841814339 0.064983526684377332 -0.25881904510252074
0.017977029385384806 -0.0018841261476574812 -9.3630453029217537e-16 0.00030933537610054214 -2.0400595715164315e-18 0.00065058032628647494 -0.24036091087710887 0.081078554426052621 -0.32143946530316148
0.017638190033413839 -0.0016922155515321619 -1.0823775347455956e-15 0.00026175771847411841 1.0574663743565463e-17 0.0005010012638493375 -0.28873582630088124 0.093947606064208544 -0.38268343236508978
0.016676993675779531 -0.0014573160209631687 -1.1106324944465482e-15 0.00021099616538545002 1.2752932973904458e-17 0.00040466430164859429 -0.33967731947617108 0.10261137074283 -0.44228869021900108
0.01515784448925403 -0.0012079779115201029 -1.0531922608624562e-15 0.00016222625123669447 9.9926916124890763e-18 0.00033740256985711581 -0.39322457340196026 0.10677542659803971 -0.49999999999999994
0.013229125479848669 -0.00096429294033327983 -9.4519484466189914e-16 0.00011909614529065284 6.1467969852516501e-18 0.00028808129159306077 -0.44891569297426309 0.10665454004533897 -0.55557023301960207
0.011080538175200216 -0.00073955799741468541 -8.1664470762826961e-16 8.3446708864948565e-05 3.1728761966786731e-18 0.00025079556758363737 -0.50597342249124311 0.1027880065174776 -0.60876142900872066
0.0089021590337615142 -0.00054258825719934276 -6.8805079729008082e-16 5.5666042007820025e-05 1.3485101657438796e-18 0.00022080703469756768 -0.56344343304423994 0.095902382055828878 -0.65934581510006884
0.006854553282722331 -0.00037873113829178741 -5.6821776907074226e-16 3.518765486087996e-05 4.8152435590174936e-19 0.00019402124954576681 -0.62029572733601113 0.086811053850536418 -0.70710678118654757
0.0050515068194455504 -0.00024991995207955959 -4.6120056230686366e-16 2.0922582373324241e-05 1.7751358059373347e-19 0.00016758130784884972 -0.67550890177241685 0.076330905706560509 -0.75183980747897738
0.0035548722337443994 -0.00015473907578604371 -3.679506499327234e-16 1.1578711836218835e-05 8.7825889389698496e-20 0.0001402191786138603 -0.72814152232396423 0.065211817967270894 -0.79335334029123517
0.0023795964872702635 -8.9032631055487729e-05 -2.8785012458902626e-16 5.8760727472422089e-06 7.388251472675104e-20 0.00011211801099590719 -0.77738336902979521 0.054086243272749954 -0.83146961230254512
0.001505352443954 -4.6985969612418952e-05 -2.2042936721268323e-16 2.6789703463000867e-06 5.6274417389610929e-20 8.4477915742133081e-05 -0.82257996668087818 0.043445437103560552 -0.86602540378443871
0.00089038877120273252 -2.2321793129221535e-05 -1.6430867729399651e-16 1.0661014178483552e-06 3.7137614225007508e-20 5.8992389479559647e-05 -0.86323116899532615 0.033641572537362115 -0.89687274153268826
0.00048386882481610272 -9.2822666965170979e-06 -1.1828612528521589e-16 3.5525892295039921e-07 1.3153471804278479e-20 3.7339157956167836e-05 -0.89897117372233837 0.024908358788948377 -0.92387953251128674
0.00023469740577786169 -3.2322842009748551e-06 -8.0995854317477956e-17 9.3069854964889772e-08 2.3640199042427347e-21 2.0729574155554796e-05 -0.9295398579000671 0.017390271595038483 -0.94693012949510558
9.6645201023259908e-05 -8.7431702458151762e-07 -5.1283253768314951e-17 1.7279265976061109e-08 -2.8301389914966822e-21 9.5713939139170815e-06 -0.95475407500629239 0.011171751282775928 -0.96592582628906831
3.0727852214806894e-05 -1.5942229412634223e-07 -2.8667226895284485e-17 1.8763447113380071e-09 -3.2651558841543379e-21 3.3345935012729731e-06 -0.97448439480974036 0.0063008855934899291 -0.98078528040323032
6.0940314493551639e-06 -1.423992650695472e-08 -1.2672974748939948e-17 7.7692991961424471e-11 -1.7447843530727462e-21 7.0686315192008754e-07 -0.98863936907546435 0.0028054922983460672 -0.99144486137381038
3.818923226539539e-07 -2.2482516742196501e-10 -3.1624832359580186e-18 3.1467217966434935e-13 -4.5800951622332334e-22 4.6125482920495512e-08 -0.99715679625807352 0.00070212698052976434 -0.99785892323860326
0 5.5851968387229836e-35 1.3846208519804678e-31 2.2480528431181948e-34 1.0254470445708882e-35 6.240800954139281e-35 -1 5.4410094702493449e-19 -1
