Top 50 Triads by Net Flux (Re=200.0):
 1) (  1,  5,  3) flux= 1.231427e-03 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 1], [1, 0, 1, 0]]
 2) (  3,  5,  1) flux=-1.231427e-03 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 1], [1, 0, 0, 1]]
 3) (  1,  6,  3) flux= 4.093431e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 3], [1, 0, 1, 0]]
 4) (  3,  6,  1) flux=-4.093431e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 3], [1, 0, 0, 1]]
 5) (  3,  5,  2) flux=-3.392769e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 1], [1, 0, 0, 3]]
 6) (  2,  5,  3) flux= 3.392769e-04 ijkl(i,j,k)=[[1, 0, 0, 3], [2, 0, 1, 1], [1, 0, 1, 0]]
 7) (  3, 19, 12) flux=-2.828743e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 0], [5, -1, -1, 0]]
 8) ( 12, 19,  3) flux= 2.828743e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [3, 1, 0, 0], [1, 0, 1, 0]]
 9) (  1, 24, 12) flux=-2.427139e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [6, 1, -1, 3], [5, -1, -1, 0]]
10) ( 12, 24,  1) flux= 2.427139e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 3], [1, 0, 0, 1]]
11) ( 24, 11,  3) flux= 2.150796e-04 ijkl(i,j,k)=[[6, 1, -1, 3], [3, -1, 0, 3], [1, 0, 1, 0]]
12) (  3, 11, 24) flux=-2.150796e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [6, 1, -1, 3]]
13) (  3, 11, 21) flux=-1.989096e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [5, 1, -1, 1]]
14) ( 21, 11,  3) flux= 1.989096e-04 ijkl(i,j,k)=[[5, 1, -1, 1], [3, -1, 0, 3], [1, 0, 1, 0]]
15) (  1, 23, 12) flux= 1.916963e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [6, 1, -1, 1], [5, -1, -1, 0]]
16) ( 12, 23,  1) flux=-1.916963e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 1], [1, 0, 0, 1]]
17) ( 12,  1, 21) flux= 1.808886e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 0, 1], [5, 1, -1, 1]]
18) ( 21,  1, 12) flux=-1.808886e-04 ijkl(i,j,k)=[[5, 1, -1, 1], [1, 0, 0, 1], [5, -1, -1, 0]]
19) (  3,  6,  2) flux=-1.663199e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [2, 0, 1, 3], [1, 0, 0, 3]]
20) (  2,  6,  3) flux= 1.663199e-04 ijkl(i,j,k)=[[1, 0, 0, 3], [2, 0, 1, 3], [1, 0, 1, 0]]
21) (  3, 11, 22) flux= 1.267658e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [5, 1, -1, 3]]
22) ( 22, 11,  3) flux=-1.267658e-04 ijkl(i,j,k)=[[5, 1, -1, 3], [3, -1, 0, 3], [1, 0, 1, 0]]
23) ( 12,  3, 25) flux=-1.261986e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 1, 0], [5, 1, 2, 0]]
24) ( 25,  3, 12) flux= 1.261986e-04 ijkl(i,j,k)=[[5, 1, 2, 0], [1, 0, 1, 0], [5, -1, -1, 0]]
25) (  3, 20, 12) flux=-1.220081e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 2], [5, -1, -1, 0]]
26) ( 12, 20,  3) flux= 1.220081e-04 ijkl(i,j,k)=[[5, -1, -1, 0], [3, 1, 0, 2], [1, 0, 1, 0]]
27) (  3, 12, 25) flux= 1.121765e-04 ijkl(i,j,k)=[[1, 0, 1, 0], [5, -1, -1, 0], [5, 1, 2, 0]]
28) ( 25, 12,  3) flux=-1.121765e-04 ijkl(i,j,k)=[[5, 1, 2, 0], [5, -1, -1, 0], [1, 0, 1, 0]]
29) ( 12, 24,  2) flux= 9.861691e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 3], [1, 0, 0, 3]]
30) (  2, 24, 12) flux=-9.861691e-05 ijkl(i,j,k)=[[1, 0, 0, 3], [6, 1, -1, 3], [5, -1, -1, 0]]
31) ( 21, 10,  3) flux= 9.509659e-05 ijkl(i,j,k)=[[5, 1, -1, 1], [3, -1, 0, 1], [1, 0, 1, 0]]
32) (  3, 10, 21) flux=-9.509659e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 1], [5, 1, -1, 1]]
33) ( 24,  3, 18) flux=-9.350525e-05 ijkl(i,j,k)=[[6, 1, -1, 3], [1, 0, 1, 0], [6, -1, 2, 3]]
34) ( 18,  3, 24) flux= 9.350525e-05 ijkl(i,j,k)=[[6, -1, 2, 3], [1, 0, 1, 0], [6, 1, -1, 3]]
35) (  1, 18, 25) flux=-8.956376e-05 ijkl(i,j,k)=[[1, 0, 0, 1], [6, -1, 2, 3], [5, 1, 2, 0]]
36) ( 25, 18,  1) flux= 8.956376e-05 ijkl(i,j,k)=[[5, 1, 2, 0], [6, -1, 2, 3], [1, 0, 0, 1]]
37) ( 23, 11,  3) flux=-8.783083e-05 ijkl(i,j,k)=[[6, 1, -1, 1], [3, -1, 0, 3], [1, 0, 1, 0]]
38) (  3, 11, 23) flux= 8.783083e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [6, 1, -1, 1]]
39) ( 12,  1, 24) flux= 8.494985e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 0, 1], [6, 1, -1, 3]]
40) ( 24,  1, 12) flux=-8.494985e-05 ijkl(i,j,k)=[[6, 1, -1, 3], [1, 0, 0, 1], [5, -1, -1, 0]]
41) ( 12,  1, 22) flux=-8.344769e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 0, 1], [5, 1, -1, 3]]
42) ( 22,  1, 12) flux= 8.344769e-05 ijkl(i,j,k)=[[5, 1, -1, 3], [1, 0, 0, 1], [5, -1, -1, 0]]
43) ( 15,  3, 21) flux= 8.330333e-05 ijkl(i,j,k)=[[5, -1, 2, 1], [1, 0, 1, 0], [5, 1, -1, 1]]
44) ( 21,  3, 15) flux=-8.330333e-05 ijkl(i,j,k)=[[5, 1, -1, 1], [1, 0, 1, 0], [5, -1, 2, 1]]
45) ( 24, 10,  3) flux= 7.443294e-05 ijkl(i,j,k)=[[6, 1, -1, 3], [3, -1, 0, 1], [1, 0, 1, 0]]
46) (  3, 10, 24) flux=-7.443294e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 1], [6, 1, -1, 3]]
47) (  3, 21, 15) flux= 7.404741e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [5, 1, -1, 1], [5, -1, 2, 1]]
48) ( 15, 21,  3) flux=-7.404741e-05 ijkl(i,j,k)=[[5, -1, 2, 1], [5, 1, -1, 1], [1, 0, 1, 0]]
49) ( 12,  3, 19) flux=-7.071856e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 1, 0], [3, 1, 0, 0]]
50) ( 19,  3, 12) flux= 7.071856e-05 ijkl(i,j,k)=[[3, 1, 0, 0], [1, 0, 1, 0], [5, -1, -1, 0]]
