                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.4529653                       0                       0           7.4143499e-16  ./initial-2/
                     300               1.4530065                       0                       0            1.910848e-14  ./initial-1/
                   299.9               1.4530477                       0                       0           9.8300175e-16  ./initial-0/
               270.51259               1.4710057             0.099069174           1.4197218e-05           8.1669357e-15   search-0/
               256.44695               1.4843686              0.14684811           1.8262361e-05           7.6282132e-15   search-1/
               244.06212               1.4990089              0.18934268           1.6504086e-05           7.9074469e-15   search-2/
               231.79513               1.5161171              0.23189412           1.4317013e-05           3.4669297e-15   search-3/
               219.66263               1.5352523              0.27442601           1.6164842e-05           2.8308876e-15   search-4/
               207.65895               1.5557501              0.31685235           1.8817626e-05           8.0481183e-15   search-5/
               197.47452               1.5738126              0.35300488            1.707334e-05           3.3572334e-15   search-6/
               187.33076               1.5919747              0.38905384           1.8864903e-05           1.0466761e-14   search-7/
               178.76562               1.6072494              0.41947824           1.7305138e-05           1.7063608e-14   search-8/
               171.12823               1.6208308              0.44659789            1.625104e-05           7.4629802e-15   search-9/
                163.4884               1.6346073              0.47377175           1.8850275e-05           2.2536662e-14   search-10/
                157.1883               1.6465355              0.49631964           1.7805544e-05           1.9010019e-14   search-11/
               151.73066                1.657904              0.51612294           1.6727996e-05           1.2036387e-14   search-12/
               146.93603               1.6695638               0.5340065           1.6283019e-05           1.3504387e-14   search-13/
               142.80478               1.6821466              0.55027391           1.6402565e-05             3.89604e-14   search-14/
               139.34575               1.6964509              0.56543502           1.6451345e-05           5.4487631e-14   search-15/
               136.26421               1.7163269              0.58254147            1.975056e-05           1.4693545e-16   search-16/
               134.33227               1.7410697              0.60074717           1.7148303e-05           3.2827252e-16   search-17/
               133.78258               1.7599167              0.61384701           1.7404633e-05           1.3281522e-16   search-18/
               133.93625               1.7886902              0.63365634           1.5047276e-05           2.4486769e-15   search-19/
               134.67223                1.812027               0.6499037           1.6862196e-05           1.0305127e-15   search-20/
               135.95788               1.8381496              0.66838569           1.7727668e-05           2.0274232e-16   search-21/
               137.72084                1.865757              0.68827395           1.5724971e-05           7.4566713e-14   search-22/
               139.87721               1.8941485              0.70909391           1.3837701e-05           2.7931896e-14   search-23/
               142.35149               1.9228561               0.7305036           1.1304471e-05           1.4484479e-14   search-24/
               145.54845               1.9562207              0.75581839           1.1859006e-05           1.7789659e-14   search-25/
               149.03948               1.9894242              0.78146227           1.0581309e-05           7.6714244e-15   search-26/
               153.43928               2.0278354              0.81169363           1.1771569e-05           9.1399593e-15   search-27/
               158.14669               2.0657026              0.84211419            1.065401e-05           8.7640349e-15   search-28/
               163.93965               2.1086966              0.87744718           1.1917231e-05           6.3854393e-15   search-29/
               170.08229               2.1507574              0.91290418           1.1071214e-05           6.6519054e-15   search-30/
               177.40093               2.1969825              0.95299446           1.2280993e-05           1.3797095e-14   search-31/
               185.11577               2.2419222              0.99321771           1.1745864e-05           9.5701033e-15   search-32/
               193.20316               2.2855754               1.0335827           1.0872217e-05           3.6819868e-15   search-33/
               202.71575               2.3331948               1.0791844           1.2315605e-05           8.3479245e-15   search-34/
               212.62725               2.3793344               1.1250088           1.2529983e-05           6.9603262e-15   search-35/
               222.89203               2.4241616               1.1710798           1.2110883e-05           2.7279972e-15   search-36/
               233.45759               2.4678988               1.2174093           1.1269616e-05           3.9248566e-15   search-37/
               244.26699               2.5108143               1.2639992           1.0548834e-05           7.0411911e-15   search-38/
               255.26139               2.5531934               1.3108368           1.0031843e-05             7.41582e-15   search-39/
                267.8821               2.6009484               1.3642222           1.2194564e-05           4.4338528e-15   search-40/
               280.59797               2.6487118               1.4178614           1.3000904e-05           5.9779489e-15   search-41/
               293.34907               2.6967069               1.4716912           1.2970414e-05           4.9847666e-15   search-42/
               306.09021               2.7449969               1.5256196           1.2424337e-05           8.5082109e-15   search-43/
               318.79799               2.7934924                1.579548           1.1940348e-05           3.7226141e-15   search-44/
               331.47243               2.8420096               1.6333983           1.1524399e-05           7.4437361e-15   search-45/
               344.13194               2.8903865               1.6871497           1.1195101e-05           5.7146261e-15   search-46/
               356.79977               2.9385902               1.7408491           1.0995086e-05            9.031539e-15   search-47/
               369.48816                2.986736               1.7945779           1.1016475e-05           1.0404663e-14   search-48/
               382.19019               3.0350081               1.8483962           1.1385875e-05           1.2043442e-14   search-49/
