direction,step,Re,period,closure,relative_closure,I_min,I_max,I_span,I_mean,D_min,D_max,D_span,D_mean,E_min,E_max,E_span,E_mean,amplitude_ID,distance_from_Hopf,span_class
lower_Re_attempt,1,350.2765055228893,39.30536668608458,2.2827338077310844e-9,8.956968609293049e-9,1.7029950767911723,1.7139803435821337,0.010985266790961346,1.708500862271431,1.685124677931337,1.710470021339638,0.02534534340830108,1.6977384295003395,0.03760574134632339,0.038027242620665445,0.00042150127434205376,0.03781540656934018,0.027623586279723153,0.5,tiny
lower_Re_attempt,2,350.28934363195594,39.30423502846147,1.6765823049673585e-8,6.578583620963852e-8,1.7029182238496678,1.7140428587038117,0.011124634854143833,1.7084932519927356,1.6849593623296237,1.710627107733207,0.025667745403583186,1.6977322851170373,0.037602625684816905,0.038029466082292004,0.0004268403974750992,0.03781491789685773,0.027974821799990033,0.5128381090666494,tiny
lower_Re_attempt,3,350.31020766539837,39.302394562043006,1.1700336511747467e-9,4.591015198048506e-9,1.7027950870792354,1.7141427403016016,0.011347653222366194,1.7084808709763748,1.684694737077706,1.7108784570741706,0.026183719996464738,1.6977223304271927,0.037597629779335166,0.03803301542466958,0.0004353856453344143,0.037814124626818546,0.028536930923074844,0.5337021425090711,tiny
lower_Re_attempt,4,350.3409886349188,39.29967585732916,1.0648234405352521e-9,4.178229313473375e-9,1.7026174395693667,1.7142860066147372,0.011668567045370448,1.7084625309033776,1.6843135360075028,1.7112399681656638,0.02692643215816104,1.6977075660761234,0.03759041241027246,0.03803809353092526,0.00044768112065279864,0.037812951105678595,0.029346008342879516,0.5644831120295066,tiny
lower_Re_attempt,5,350.38221292016107,39.296028526186824,4.2011478873835305e-8,1.648498317115284e-7,1.7023862263726965,1.7144711475010423,0.012084921128345805,1.7084378640828255,1.6838183682129129,1.7117087860009654,0.02789041778805257,1.6976877489633222,0.037581002486802004,0.03804463734516659,0.00046363485836458523,0.03781137710068223,0.030396064269415834,0.6057073972717717,tiny
lower_Re_attempt,6,350.44920914712895,39.29008522801487,4.496514319062024e-9,1.7644378235909e-8,1.7020249113829466,1.7147566449895224,0.012731733606575757,1.708397468284377,1.6830480596386623,1.7124357949622695,0.029387735323607167,1.697655209766312,0.03756628206107322,0.03805467633342168,0.0004883942723484594,0.03780880511415442,0.03202711395176279,0.6727036242396593,tiny
lower_Re_attempt,7,350.54804951892515,39.28128211481528,3.10728550138595e-8,1.219345050329413e-7,1.7015187929301048,1.7151490732089743,0.013630280278869478,1.7083373303313751,1.6819766160824434,1.7134430924901263,0.03146647640768285,1.6976068582862953,0.037545646592182666,0.038068384400110115,0.0005227378079274494,0.037804993416283954,0.034291743583489596,0.7715439960358594,tiny
lower_Re_attempt,8,350.6938699554163,39.2682183247085,9.925821700095119e-8,3.8952492873370417e-7,1.7008222995920375,1.7156765613165281,0.01485426172449067,1.7082474895569342,1.6805112273549274,1.7148128979263857,0.034301670571458276,1.6975346847387685,0.03751711926658653,0.03808663145792352,0.0005695121913369891,0.03779932878629222,0.03737985681316229,0.9173644325269947,tiny
lower_Re_attempt,9,350.8699746116624,39.25231927213738,1.436841112081484e-9,5.639065808504463e-9,1.7000439472325986,1.7162485162998367,0.016204569067238106,1.7081373042428303,1.678885634996505,1.7163210104017608,0.03743537540525588,1.6974460673488039,0.03748505765680233,0.03810623036926872,0.0006211727124663877,0.037792417527149375,0.04079209960748927,1.0934690887731335,tiny
lower_Re_attempt,10,351.18218305186474,39.22380378329959,1.9996727215543337e-9,7.84897708296206e-9,1.6987879252768558,1.7171333383262468,0.01834541304939097,1.707938033895062,1.6762878771845275,1.7187065847586733,0.042418707574145786,1.6972860882705079,0.03743290245953,0.0381360938144012,0.0007031913548712007,0.037780009813190775,0.04621580825013945,1.4056775289754455,tiny
