                     %Lz                     obs                       s                guesserr                   error     directory
               2.5640953               1.4537823                       0                       0           3.3312707e-14  ./initial-2/
               2.5540953               1.4565206                       0                       0           2.7466935e-14  ./initial-1/
               2.5440953               1.4594023                       0                       0           3.6102792e-14  ./initial-0/
               2.4482259               1.4966409             0.049802428           1.2418823e-05           5.0287126e-15   search-0/
               2.3987293               1.5263016             0.077913894           1.6898442e-05           9.5086448e-15   search-1/
               2.3567606               1.5615773              0.10718121            1.626203e-05           3.3965247e-15   search-2/
               2.3245476                1.599528              0.13612889           1.0391331e-05           1.1621521e-14   search-3/
               2.2986801               1.6425832               0.1673761           1.1889536e-05            7.547314e-14   search-4/
               2.2820571               1.6818006              0.19507689           1.1811183e-05           1.9918952e-16   search-5/
               2.2701399               1.7219734              0.22305016           1.1774219e-05           2.2630491e-16   search-6/
               2.2622778               1.7623693              0.25095497           1.1396998e-05           2.0907454e-16   search-7/
               2.2581046               1.7988931              0.27608422           1.0939016e-05           1.6829849e-14   search-8/
               2.2571964               1.8852017              0.33534196           1.2368092e-05           1.5460971e-14   search-9/
               2.2627597               1.9458289               0.3770236           1.7118358e-05           1.2002895e-15   search-10/
                2.273445               2.0106504              0.42172415           1.7389563e-05           2.3383236e-16   search-11/
               2.2890144               2.0775185              0.46803657           1.5286308e-05            2.325596e-14   search-12/
               2.3091623               2.1454623              0.51534687           1.4749935e-05           2.0108788e-14   search-13/
               2.3335984               2.2137514              0.56319815           1.3689891e-05           2.1639592e-15   search-14/
               2.3621155               2.2818036              0.61123618           1.2564914e-05           3.4202424e-15   search-15/
               2.3946258               2.3491245              0.65917716            1.166344e-05           2.5905316e-15   search-16/
               2.4311829               2.4152654              0.70678972           1.1211706e-05           7.3250528e-15   search-17/
               2.4719948               2.4797887               0.7538831            1.138541e-05           4.8109488e-15   search-18/
               2.5174348               2.5422294              0.80029793           1.2316913e-05           1.0299391e-14   search-19/
