                     %Re                     obs                       s                guesserr                   error     directory
                   300.1               1.3910654                       0                       0           9.2245234e-16  ./initial-2/
                     300               1.3911063                       0                       0           5.2228602e-15  ./initial-1/
                   299.9               1.3911473                       0                       0           3.9367572e-16  ./initial-0/
               270.05835               1.4060159              0.10037938           9.5612945e-06           6.2858544e-15   search-0/
               252.38277               1.4181274              0.15993778           1.7636125e-05           3.0081416e-14   search-1/
               237.70745               1.4308933              0.20970884           1.7765437e-05           1.2742671e-14   search-2/
               223.11916               1.4468605              0.25967275            1.813357e-05           1.1183168e-14   search-3/
               210.92079               1.4634779              0.30205234            1.732681e-05            1.428653e-14   search-4/
               200.20307                1.481179              0.33997649            1.629026e-05           4.7659661e-15   search-5/
               189.67256               1.5020152              0.37814025            1.803625e-05           8.8792956e-15   search-6/
                180.7428               1.5228401              0.41145857           1.6782747e-05           6.6818474e-15   search-7/
               172.05891               1.5463014              0.44495964           1.8010123e-05           6.0092025e-15   search-8/
               164.61414               1.5692971              0.47477719           1.6372289e-05           1.8976902e-15   search-9/
               157.43715               1.5944295               0.5047559           1.7392646e-05           5.0984524e-15   search-10/
               150.56899               1.6219359              0.53500655           1.9858963e-05           4.5463127e-15   search-11/
               145.09053               1.6473161              0.56082033           1.7481433e-05           5.3492026e-15   search-12/
               139.96415               1.6755774                0.587367           1.8119579e-05           5.6522449e-15   search-13/
               135.83663               1.7042291              0.61213596            1.625263e-05           1.1082038e-14   search-14/
               132.34199               1.7378836              0.63898697           1.6661676e-05           2.7231578e-14   search-15/
               129.86669               1.7790017              0.66967486           1.9100751e-05            1.283839e-16   search-16/
               129.06482               1.8122954               0.6937569           1.9930227e-05           1.8627498e-16   search-17/
               129.18827               1.8507369              0.72139369           1.6791257e-05           9.1802274e-14   search-18/
               130.12031               1.8872357              0.74781423           1.8336863e-05           3.3795975e-16   search-19/
               131.84805               1.9271057              0.77704777           1.9915546e-05           2.1553432e-14   search-20/
               134.30747               1.9690563              0.80829857           1.9685272e-05            5.393193e-15   search-21/
               137.39976               2.0121478              0.84094496           1.8434875e-05           1.8661387e-14   search-22/
               141.02653               2.0556907               0.8744993           1.6168836e-05           1.4833193e-14   search-23/
               145.10792                2.099233              0.90862859           1.3784769e-05           3.0335985e-15   search-24/
               149.58511               2.1424936              0.94312219           1.1687164e-05            3.536421e-15   search-25/
               155.03161               2.1905123              0.98212375           1.2344875e-05           5.6833438e-15   search-26/
               160.88585               2.2378398               1.0213444           1.1629638e-05           7.4928132e-15   search-27/
               167.11829                2.284406               1.0607413           1.0407086e-05           2.7000817e-15   search-28/
                174.7909               2.3374533               1.1066569           1.1888241e-05           5.9001754e-15   search-29/
               182.90371               2.3894933               1.1528169           1.1667128e-05           5.6518777e-15   search-30/
               191.41691               2.4406342               1.1992579           1.0774732e-05           1.2622593e-14   search-31/
               201.45699               2.4975288               1.2521044           1.2263016e-05           9.8957649e-15   search-32/
                211.8725               2.5537753               1.3053978           1.2858058e-05           9.6448865e-15   search-33/
               222.57976               2.6096668               1.3591388           1.3178299e-05           3.2507077e-15   search-34/
               233.49216               2.6654291               1.4132674            1.308262e-05           5.2427583e-15   search-35/
               244.53291               2.7212042               1.4676913            1.269713e-05           1.7554782e-15   search-36/
               255.64267               2.7770453               1.5223059           1.1898277e-05           3.5059824e-15   search-37/
               266.78284               2.8329358               1.5770152           1.0775593e-05           4.7822546e-15   search-38/
               279.49507               2.8966353               1.6394038           1.2091984e-05            3.823287e-15   search-39/
               292.21625                 2.96022               1.7017522           1.1605539e-05           5.0987319e-15   search-40/
               304.95456                3.023578               1.7640201           1.0382346e-05           7.1910879e-15   search-41/
               319.78864                3.096707                 1.83619             1.18407e-05           5.4617632e-15   search-42/
               334.69795               3.1691512                1.908175           1.1772965e-05            6.305815e-15   search-43/
               349.72035               3.2406527               1.9799338           1.1190245e-05           8.6038883e-15   search-44/
               364.90244               3.3109425                2.051447           1.0496919e-05           1.0011733e-14   search-45/
               380.29527                3.379779                 2.12273           1.0177356e-05           5.9550339e-15   search-46/
               395.94731               3.4470107               2.1938484           1.0087992e-05           9.7337478e-15   search-47/
               411.89376               3.5126197               2.2649103           1.0042032e-05           6.5505426e-15   search-48/
               430.21587               3.5846827               2.3449947           1.2313665e-05           8.5585509e-15   search-49/
