physical_id,case,group,direction,step,Re,input
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,1,300.02,1.2500211
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,2,300.0,1.25004
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,3,299.98,1.2500589
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,4,273.31914,1.2804329
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,5,260.36765,1.3001344
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,6,247.64774,1.324157
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,7,235.32908,1.3535877
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,8,225.14148,1.3844149
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,9,215.64463,1.4207389
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,10,207.09288,1.4625367
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,11,199.7131,1.5089161
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,12,193.62604,1.5581168
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,13,188.78944,1.6081346
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,14,185.03196,1.6574537
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,15,182.13977,1.7052689
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,16,179.6889,1.756716
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,17,177.88284,1.8054885
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,18,176.32928,1.8611367
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,19,175.18579,1.9193309
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,20,174.46438,1.9764223
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,21,174.11667,2.0252009
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,22,174.10532,2.1392332
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,23,174.86695,2.2405794
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,24,176.0944,2.33417
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,25,177.82467,2.4316179
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,26,180.01498,2.5315664
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,27,182.62391,2.6332158
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,28,185.61426,2.7360053
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,29,189.4236,2.8533365
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,30,193.6489,2.9712863
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,31,198.26401,3.0895758
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,32,203.24909,3.207972
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,33,208.81139,3.3310271
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,34,214.74003,3.4536599
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,35,221.03546,3.5758817
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,36,227.70182,3.697697
re300_lx2pi_lzpi_001,re300_lx2pi_lzpi,C,minus,37,234.74575,3.8191005
