case,Re,Lx,Lz,group,sol_id,dns_shear,dns_L2,dns_residual,ode_found,ode_exact_jkl,ode_J,ode_K,ode_L,ode_shear,ode_norm,delta_shear,delta_L2norm,ode_source,dns_source
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,A,1,3.7039,0.419643,2.76612e-15,true,true,3,5,11,4.283096781159364,0.5547910104348236,-0.5791967811593643,-0.1351480104348236,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_5_11/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_5_11/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,A,3,3.7039,0.419643,1.79238e-15,true,true,1,3,5,3.2988780646810882,0.3894159741525295,0.40502193531891173,0.0302270258474705,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/dns_findsoln/sol003
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,B,1,0.25004,0.10128,3.5196e-16,true,true,1,4,5,1.1265219419280403,0.09717431867726306,-0.8764819419280403,0.004105681322736934,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,B,2,1.2109,0.250827,2.56549e-14,true,true,1,3,5,3.2441822089797405,0.3785403480511787,-2.0332822089797404,-0.12771334805117868,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,B,3,3.7039,0.419643,1.2595e-14,true,true,1,3,5,3.2988780623155742,0.3894159737787667,0.40502193768442574,0.0302270262212333,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol003
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,C,1,0.25004,0.10128,1.94269e-14,true,true,3,5,11,1.323717519833242,0.11142681278834973,-1.073677519833242,-0.010146812788349738,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_5_11/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_5_11/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,C,2,0.25004,0.10128,2.83784e-16,true,true,1,4,5,1.1648849120344267,0.1778507736846882,-0.9148449120344266,-0.07657077368468822,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,C,3,3.7039,0.419643,9.07059e-14,true,true,1,3,5,3.298878230435022,0.3894159980653086,0.40502176956497804,0.03022700193469141,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/dns_findsoln/sol003
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,D,1,3.03859,0.386379,1.5131e-15,true,true,2,4,6,3.696207137644267,0.42340153814004217,-0.6576171376442668,-0.037022538140042194,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_6/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_6/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,D,2,0.305736,0.11435,1.709e-14,true,true,1,4,5,2.920889246875336,0.37242965323303845,-2.615153246875336,-0.25807965323303844,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,D,3,0.953817,0.226596,2.07367e-14,true,true,1,3,5,2.694511948587869,0.3706540913427177,-1.740694948587869,-0.14405809134271771,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/dns_findsoln/sol003
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,1,1.80947,0.382856,5.00523e-16,true,true,3,5,11,2.8165848183961186,0.49286273438563805,-1.0071148183961187,-0.11000673438563807,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,2,0.451944,0.238198,9.19948e-14,true,true,3,5,11,1.4562114025615251,0.398042428283297,-1.004267402561525,-0.159844428283297,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,3,1.10084,0.246689,8.43603e-16,true,true,2,4,5,1.6343058987261836,0.23565526981063972,-0.5334658987261836,0.011033730189360269,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol003
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,4,1.10084,0.246689,2.16154e-16,true,true,2,4,5,1.8293310617264753,0.2582170470880623,-0.7284910617264753,-0.011528047088062321,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol004
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,5,1.10084,0.246689,3.29277e-16,true,true,1,4,5,2.276337166926505,0.29787472681386185,-1.1754971669265049,-0.051185726813861854,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol005
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,6,1.80947,0.382856,2.05116e-14,true,true,1,4,5,2.103936298750609,0.46839086381383116,-0.29446629875060926,-0.08553486381383119,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol006
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,7,3.7039,0.419643,1.73496e-14,true,true,1,3,5,3.298878062314926,0.3894159737786145,0.4050219376850741,0.03022702622138551,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol007
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,E,8,1.80947,0.382856,7.14798e-14,true,true,1,3,5,1.9179346721890798,0.4024334952540672,-0.10846467218907985,-0.019577495254067212,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol008
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,F,1,0.25004,0.10128,2.21492e-16,true,true,1,4,5,1.1265219419280397,0.09717431867726285,-0.8764819419280396,0.0041056813227371425,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_4_5/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,F,2,3.7039,0.419643,4.50028e-15,true,true,1,3,5,3.2988780749750553,0.38941597543407763,0.4050219250249447,0.030227024565922356,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_3_5/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,G,1,0.869302,0.197445,8.52486e-16,true,true,2,4,5,1.4966286607116261,0.17531773972979298,-0.6273266607116261,0.022127260270207033,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/dns_findsoln/sol001
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,G,2,0.78023,0.192927,8.06349e-16,true,true,2,4,5,2.4875885476224022,0.3058838659539318,-1.7073585476224022,-0.11295686595393181,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/dns_findsoln/sol002
re300_lx2pi_lzpi,300.0,6.283185307179586,3.141592653589793,G,3,0.78023,0.192927,2.34878e-14,true,true,1,4,5,2.0464717664070387,0.26292364481159014,-1.2662417664070387,-0.06999664481159015,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol003
