case,Re,Lx,Lz,group,sol_id,dns_shear,dns_L2,dns_residual,ode_found,ode_exact_jkl,ode_J,ode_K,ode_L,ode_shear,ode_norm,delta_shear,delta_L2norm,ode_source,dns_source
re300_lx10_lz6,300.0,10.0,6.0,A,1,0.327932,0.132183,3.14351e-14,true,true,2,4,7,1.1851729772755166,0.10084381982800544,-0.8572409772755166,0.03133918017199455,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/A/jkl_2_4_7/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/A/jkl_2_4_7/dns_findsoln/sol001
re300_lx10_lz6,300.0,10.0,6.0,A,2,1.75755,0.337678,2.27048e-14,true,true,2,4,5,3.0746640683140334,0.5311049802364903,-1.3171140683140334,-0.19342698023649035,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/A/jkl_2_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol002
re300_lx10_lz6,300.0,10.0,6.0,B,1,0.368928,0.132685,1.99718e-15,true,true,2,4,9,1.2412831661408374,0.1149094779374494,-0.8723551661408375,0.01777552206255059,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_9/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_9/dns_findsoln/sol001
re300_lx10_lz6,300.0,10.0,6.0,B,2,0.327932,0.132183,3.89175e-14,true,true,2,4,9,1.1328084769693787,0.09975527940852326,-0.8048764769693787,0.032427720591476736,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_9/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_9/dns_findsoln/sol002
re300_lx10_lz6,300.0,10.0,6.0,C,1,0.327932,0.132183,2.74011e-16,true,true,3,5,9,1.1404443502356574,0.09946615091031437,-0.8125123502356574,0.032716849089685626,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_3_5_9/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_3_5_9/dns_findsoln/sol001
re300_lx10_lz6,300.0,10.0,6.0,C,2,0.327932,0.132183,3.01397e-14,true,true,2,4,9,1.1328084769693778,0.09975527940852386,-0.8048764769693778,0.03242772059147614,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_9/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_9/dns_findsoln/sol002
re300_lx10_lz6,300.0,10.0,6.0,C,3,1.50822,0.307106,4.16887e-16,true,true,2,4,6,2.809607360477471,0.41646552099981704,-1.3013873604774713,-0.10935952099981705,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_6/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol003
re300_lx10_lz6,300.0,10.0,6.0,C,4,0.332424,0.114986,2.24518e-16,true,true,2,4,8,2.4194063284128893,0.38956536928043567,-2.086982328412889,-0.2745793692804357,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_8/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol004
re300_lx10_lz6,300.0,10.0,6.0,C,5,0.368928,0.132685,5.15124e-16,true,true,1,4,5,1.1297899228441712,0.0936741233312927,-0.7608619228441713,0.0390108766687073,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_1_4_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol005
re300_lx10_lz6,300.0,10.0,6.0,C,6,0.504836,0.155965,3.7545e-14,true,true,1,3,5,2.1512268005718793,0.40436549928694815,-1.6463908005718793,-0.24840049928694816,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_1_3_5/solutions_summary.csv,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol006
