      #(Re)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
  300.02      0.250873      0.340932     0.0583919     0.0789369      0.107267    0.00964064             0             0       1.21135      0.605677     -0.605677       1.21135
     300      0.250827      0.340869     0.0583745     0.0789215       0.10725    0.00963619             0             0        1.2109       0.60545      -0.60545        1.2109
  299.98       0.25078      0.340807     0.0583571     0.0789063      0.107234    0.00963175             0             0       1.21045      0.605224     -0.605224       1.21045
 293.102      0.239063      0.325002     0.0543455     0.0756461      0.103647    0.00867576             0             0        1.1005      0.550249     -0.550249        1.1005
 287.574      0.233775      0.317644     0.0529073     0.0748669      0.102621    0.00840424             0             0       1.05349      0.526743     -0.526743       1.05349
 280.694      0.230422      0.312677      0.052449     0.0753049      0.102773    0.00842172             0             0       1.02466      0.512332     -0.512332       1.02466
 273.226      0.229561      0.310879     0.0530917     0.0770207      0.104195    0.00875091             0             0       1.01763      0.508816     -0.508816       1.01763
 266.663      0.230477      0.311432     0.0543678     0.0793307      0.106244    0.00924922             0             0       1.02569      0.512844     -0.512844       1.02569
 260.133      0.232545      0.313426     0.0561655     0.0822463      0.108885    0.00991902             0             0       1.04357      0.521784     -0.521784       1.04357
 253.953      0.235346      0.316331     0.0582867     0.0855143      0.111867       0.01071             0             0       1.06778      0.533888     -0.533888       1.06778
 247.334      0.239064      0.320272     0.0609572     0.0895168      0.115526      0.011729             0             0       1.10004       0.55002      -0.55002       1.10004
 241.128      0.243054      0.324505     0.0637806     0.0936957      0.119339     0.0128468             0             0        1.1348        0.5674       -0.5674        1.1348
 234.475      0.247668       0.32934     0.0670734     0.0985674      0.123766     0.0142144             0             0       1.17505      0.587526     -0.587526       1.17505
 228.031      0.252268      0.334044     0.0704346      0.103593      0.128312     0.0156926             0             0       1.21501      0.607505     -0.607505       1.21501
 221.652      0.256788       0.33851     0.0738467      0.108799      0.132997     0.0172905             0             0       1.25384      0.626919     -0.626919       1.25384
 216.057      0.260656       0.34218     0.0768655      0.113523      0.137233     0.0187958             0             0        1.2865      0.643249     -0.643249        1.2865
 210.378      0.264488       0.34566     0.0799414      0.118475      0.141661      0.020427             0             0       1.31815      0.659073     -0.659073       1.31815
 205.464      0.267757      0.348504     0.0826168      0.122911       0.14562     0.0219326             0             0        1.3445      0.672249     -0.672249        1.3445
 200.488      0.271065      0.351273     0.0853494      0.127576      0.149782     0.0235601             0             0       1.37053      0.685267     -0.685267       1.37053
 196.346      0.273853      0.353532     0.0876498      0.131618       0.15339     0.0250059             0             0       1.39198      0.695991     -0.695991       1.39198
 192.714      0.276345      0.355504     0.0896881        0.1353      0.156677       0.02635             0             0       1.41078      0.705391     -0.705391       1.41078
 189.496      0.278605       0.35726     0.0915107      0.138681        0.1597     0.0276067             0             0       1.42754      0.713769     -0.713769       1.42754
 186.706      0.280612        0.3588     0.0931003       0.14171      0.162409     0.0287494             0             0       1.44218      0.721092     -0.721092       1.44218
 184.355      0.282344      0.360115      0.094445      0.144339      0.164763     0.0297535             0             0       1.45464      0.727321     -0.727321       1.45464
 182.431      0.283789      0.361206     0.0955452      0.146541      0.166737     0.0306032             0             0       1.46491      0.732455     -0.732455       1.46491
 180.919      0.284945      0.362074     0.0964093      0.148307      0.168321     0.0312898             0             0       1.47303      0.736517     -0.736517       1.47303
 179.926      0.285713       0.36265     0.0969755      0.149484      0.169376     0.0317496             0             0       1.47839      0.739196     -0.739196       1.47839
 179.166      0.286307      0.363094     0.0974084      0.150394      0.170194     0.0321068             0             0       1.48251      0.741254     -0.741254       1.48251
 178.807      0.286007      0.362639     0.0973021      0.150417      0.170206     0.0320929             0             0       1.47868      0.739341     -0.739341       1.47868
 178.667      0.285386      0.361885     0.0969927      0.150073      0.169886     0.0319295             0             0       1.47221      0.736106     -0.736106       1.47221
 178.854      0.286213      0.362889     0.0974048      0.150531      0.170312     0.0321472             0             0       1.48083      0.740417     -0.740417       1.48083
 179.809      0.290193      0.367727     0.0993867      0.152718      0.172336     0.0332007             0             0       1.52287      0.761436     -0.761436       1.52287
  181.92      0.297922      0.377155      0.103227      0.156887      0.176161     0.0352695             0             0       1.60714       0.80357      -0.80357       1.60714
  184.85      0.307003      0.388294      0.107716      0.161638      0.180468     0.0377296             0             0       1.71079      0.855395     -0.855395       1.71079
 188.134      0.315696      0.399034      0.111975      0.166018      0.184387     0.0401004             0             0       1.81498       0.90749      -0.90749       1.81498
 192.261      0.325115      0.410768       0.11653      0.170556      0.188391     0.0426687             0             0       1.93372      0.966858     -0.966858       1.93372
 196.778      0.334058      0.422022      0.120783       0.17464      0.191945     0.0450877             0             0       2.05251       1.02625      -1.02625       2.05251
 201.658      0.342544      0.432813      0.124736      0.178288      0.195076     0.0473457             0             0        2.1711       1.08555      -1.08555        2.1711
 207.546      0.351547        0.4444      0.128825      0.181888      0.198121     0.0496794             0             0       2.30376       1.15188      -1.15188       2.30376
 213.848      0.360018      0.455447      0.132556      0.184995      0.200709     0.0517941             0             0       2.43571       1.21785      -1.21785       2.43571
 220.553      0.367978       0.46597      0.135943      0.187637      0.202874     0.0536879             0             0       2.56677       1.28339      -1.28339       2.56677
 227.652      0.375444      0.475976         0.139      0.189846      0.204651     0.0553626             0             0       2.69681        1.3484       -1.3484       2.69681
 235.141       0.38243      0.485471      0.141744      0.191656      0.206072     0.0568234             0             0        2.8257       1.41285      -1.41285        2.8257
 244.157      0.389833      0.495682      0.144514      0.193275        0.2073     0.0582395             0             0       2.97122       1.48561      -1.48561       2.97122
 253.676      0.396651      0.505232      0.146924      0.194468      0.208149     0.0594045             0             0       3.11498       1.55749      -1.55749       3.11498
 263.699      0.402903      0.514124      0.149002      0.195284      0.208662     0.0603374             0             0       3.25683       1.62842      -1.62842       3.25683
 274.228       0.40861      0.522366      0.150773       0.19577       0.20888     0.0610584             0             0       3.39658       1.69829      -1.69829       3.39658
 285.268      0.413795      0.529969      0.152259      0.195969      0.208841     0.0615864             0             0       3.53395       1.76697      -1.76697       3.53395
 296.831      0.418478      0.536946      0.153478      0.195913      0.208583     0.0619375             0             0       3.66858       1.83429      -1.83429       3.66858
 308.938      0.422678      0.543315      0.154441      0.195627      0.208138     0.0621221             0             0       3.79992       1.89996      -1.89996       3.79992
 321.629      0.426407      0.549094      0.155146      0.195119      0.207538     0.0621418             0             0       3.92716       1.96358      -1.96358       3.92716
 334.968      0.429669      0.554299      0.155573      0.194374      0.206809     0.0619842             0             0       4.04899       2.02449      -2.02449       4.04899
 349.062      0.432443      0.558929       0.15567      0.193337      0.205969     0.0616127             0             0       4.16314       2.08157      -2.08157       4.16315
