timestamp,case,group,J,K,L,sol_id,status,error,job_dir
2026-03-09T02:15:01,re300_lx2pi_lzpi,E,1,4,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T02:15:01,re300_lx2pi_lzpi,E,1,3,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T02:20:41,re300_lx2pi_lzpi,F,1,4,5,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T02:20:41,re300_lx2pi_lzpi,F,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T02:23:07,re300_lx2pi_lzpi,E,2,4,5,4,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol004
2026-03-09T02:23:07,re300_lx2pi_lzpi,E,1,4,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol004
2026-03-09T02:23:07,re300_lx2pi_lzpi,E,1,3,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol004
2026-03-09T02:25:05,re300_lx2pi_lzpi,E,1,3,5,7,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol007
2026-03-09T02:28:11,re300_lx2pi_lzpi,F,1,3,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/F/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T02:31:09,re300_lx2pi_lzpi,E,1,3,5,8,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol008
2026-03-09T02:41:03,re300_lx2pi_lzpi,G,2,4,5,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T02:41:03,re300_lx2pi_lzpi,G,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T02:41:03,re300_lx2pi_lzpi,G,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T02:49:20,re300_lx2pi_lzpi,G,1,4,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T02:49:20,re300_lx2pi_lzpi,G,1,3,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T03:01:45,re300_lx2pi_lzpi,G,2,4,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_2_4_5/dns_findsoln/sol002
2026-03-09T03:01:45,re300_lx2pi_lzpi,G,1,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T03:01:45,re300_lx2pi_lzpi,G,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/G/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T03:44:24,re400_lx10_lz6,A,2,4,9,1,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_9/dns_findsoln/sol001
2026-03-09T03:46:30,re400_lx10_lz6,A,2,4,6,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_6/dns_findsoln/sol003
2026-03-09T03:58:21,re400_lx10_lz6,A,2,4,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol005
2026-03-09T04:17:54,re400_lx10_lz6,A,2,4,9,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_9/dns_findsoln/sol002
2026-03-09T04:41:49,re400_lx10_lz6,A,2,4,6,4,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_6/dns_findsoln/sol004
2026-03-09T04:50:05,re400_lx10_lz6,A,2,4,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol006
2026-03-09T05:00:15,re400_lx10_lz6,A,2,4,5,4,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol004
2026-03-09T05:00:15,re400_lx10_lz6,A,1,4,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol004
2026-03-09T05:00:15,re400_lx10_lz6,A,1,3,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol004
2026-03-09T05:28:49,re400_lx10_lz6,A,2,4,8,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_8/dns_findsoln/sol002
2026-03-09T05:29:39,re400_lx10_lz6,A,1,3,5,7,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol007
2026-03-09T05:29:44,re400_lx10_lz6,A,2,4,8,1,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_8/dns_findsoln/sol001
2026-03-09T05:35:15,re400_lx10_lz6,A,1,4,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol005
2026-03-09T05:37:32,re400_lx10_lz6,A,2,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol003
2026-03-09T06:14:34,re400_lx10_lz6,A,1,4,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol006
2026-03-09T06:31:11,re400_lx10_lz6,A,2,4,7,1,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_7/dns_findsoln/sol001
2026-03-09T06:39:41,re400_lx10_lz6,A,1,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T06:47:28,re400_lx10_lz6,A,1,3,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol005
2026-03-09T06:52:10,re400_lx10_lz6,A,2,4,6,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T06:52:10,re400_lx10_lz6,A,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T06:52:10,re400_lx10_lz6,A,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T06:52:10,re400_lx10_lz6,A,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,3,5,11,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_3_5_11/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,3,5,10,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_3_5_10/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,3,5,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_3_5_9/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,3,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_3_4_9/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,2,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_9/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,2,4,8,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_8/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,2,4,7,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_7/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,2,4,6,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T06:58:13,re400_lx10_lz6,B,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T07:01:27,re400_lx10_lz6,A,1,3,5,8,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol008
2026-03-09T07:09:02,re400_lx10_lz6,A,2,4,7,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_7/dns_findsoln/sol002
2026-03-09T07:40:53,re400_lx10_lz6,A,1,3,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol006
2026-03-09T07:41:41,re400_lx10_lz6,A,2,4,6,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_6/dns_findsoln/sol002
2026-03-09T07:41:41,re400_lx10_lz6,A,2,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_2_4_5/dns_findsoln/sol002
2026-03-09T07:41:41,re400_lx10_lz6,A,1,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T07:41:41,re400_lx10_lz6,A,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T07:47:17,re400_lx10_lz6,A,1,3,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/A/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T07:51:29,re400_lx10_lz6,C,3,5,11,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_3_5_11/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,3,5,10,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_3_5_10/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,3,5,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_3_5_9/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,3,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_3_4_9/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,2,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_9/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,2,4,8,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,2,4,7,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_7/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,2,4,6,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T07:51:29,re400_lx10_lz6,C,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T07:51:36,re400_lx10_lz6,B,2,4,9,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_9/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,2,4,8,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_8/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,2,4,7,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_7/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,2,4,6,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_6/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,2,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_5/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,1,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T07:51:36,re400_lx10_lz6,B,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T07:57:50,re400_lx10_lz6,C,2,4,9,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_9/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,2,4,8,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,2,4,7,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_7/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,2,4,6,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,2,4,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_5/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,1,4,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T07:57:50,re400_lx10_lz6,C,1,3,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T08:16:15,re400_lx10_lz6,B,2,4,6,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_6/dns_findsoln/sol003
2026-03-09T08:18:57,re400_lx10_lz6,B,2,4,5,4,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_5/dns_findsoln/sol004
2026-03-09T08:29:02,re400_lx10_lz6,B,1,4,5,4,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_4_5/dns_findsoln/sol004
2026-03-09T08:29:02,re400_lx10_lz6,B,1,3,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_3_5/dns_findsoln/sol004
2026-03-09T08:49:26,re400_lx10_lz6,B,2,4,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_2_4_5/dns_findsoln/sol003
2026-03-09T08:49:26,re400_lx10_lz6,B,1,4,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T08:49:26,re400_lx10_lz6,B,1,3,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/B/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T08:50:18,re400_lx10_lz6,C,2,4,9,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_9/dns_findsoln/sol002
2026-03-09T09:00:54,re400_lx10_lz6,C,2,4,8,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol005
2026-03-09T09:07:30,re400_lx10_lz6,C,2,4,9,4,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_9/dns_findsoln/sol004
2026-03-09T09:10:06,re400_lx10_lz6,C,2,4,7,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_7/dns_findsoln/sol006
2026-03-09T09:38:24,re400_lx10_lz6,C,2,4,5,7,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_5/dns_findsoln/sol007
2026-03-09T09:48:53,re400_lx10_lz6,C,1,3,5,8,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol008
2026-03-09T10:00:56,re400_lx10_lz6,C,2,4,6,6,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol006
2026-03-09T10:00:56,re400_lx10_lz6,C,2,4,5,6,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_5/dns_findsoln/sol006
2026-03-09T10:00:56,re400_lx10_lz6,C,1,4,5,6,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol006
2026-03-09T10:00:56,re400_lx10_lz6,C,1,3,5,6,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol006
2026-03-09T10:03:07,re400_lx10_lz6,C,2,4,7,5,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_7/dns_findsoln/sol005
2026-03-09T10:03:07,re400_lx10_lz6,C,2,4,6,5,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_6/dns_findsoln/sol005
2026-03-09T10:03:07,re400_lx10_lz6,C,2,4,5,5,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_5/dns_findsoln/sol005
2026-03-09T10:03:07,re400_lx10_lz6,C,1,4,5,5,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol005
2026-03-09T10:03:07,re400_lx10_lz6,C,1,3,5,5,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol005
2026-03-09T10:18:06,re400_lx10_lz6,C,2,4,8,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol002
2026-03-09T10:30:44,re400_lx10_lz6,C,2,4,8,4,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_2_4_8/dns_findsoln/sol004
2026-03-09T11:00:53,re400_lx10_lz6,C,1,4,5,7,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_4_5/dns_findsoln/sol007
2026-03-09T11:10:10,re400_lx10_lz6,C,1,3,5,10,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re400_lx10_lz6/C/jkl_1_3_5/dns_findsoln/sol010
