timestamp,case,group,J,K,L,sol_id,status,error,job_dir
2026-03-08T19:07:06,re300_lx10_lz6,E,1,3,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_1_3_5/dns_findsoln/sol006
2026-03-08T19:09:39,re300_lx10_lz6,B,2,4,6,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_6/dns_findsoln/sol003
2026-03-08T19:16:30,re300_lx10_lz6,E,1,3,5,5,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_1_3_5/dns_findsoln/sol005
2026-03-08T19:36:00,re300_lx10_lz6,E,2,4,5,4,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_2_4_5/dns_findsoln/sol004
2026-03-08T19:36:00,re300_lx10_lz6,E,1,4,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_1_4_5/dns_findsoln/sol004
2026-03-08T19:36:00,re300_lx10_lz6,E,1,3,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/E/jkl_1_3_5/dns_findsoln/sol004
2026-03-08T19:50:30,re300_lx10_lz6,D,2,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_2_4_5/dns_findsoln/sol003
2026-03-08T20:09:32,re300_lx10_lz6,B,2,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_2_4_5/dns_findsoln/sol003
2026-03-08T20:16:10,re300_lx10_lz6,G,2,4,5,4,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol004
2026-03-08T20:16:10,re300_lx10_lz6,G,1,4,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol004
2026-03-08T20:16:10,re300_lx10_lz6,G,1,3,5,4,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol004
2026-03-08T20:19:38,re300_lx10_lz6,G,2,4,6,1,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_6/dns_findsoln/sol001
2026-03-08T20:32:19,re300_lx10_lz6,G,2,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol003
2026-03-08T20:32:36,re300_lx10_lz6,G,2,4,5,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol001
2026-03-08T20:32:36,re300_lx10_lz6,G,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol001
2026-03-08T20:32:36,re300_lx10_lz6,G,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol001
2026-03-08T20:44:57,re300_lx10_lz6,D,1,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_1_4_5/dns_findsoln/sol003
2026-03-08T21:01:03,re300_lx10_lz6,G,2,4,5,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol002
2026-03-08T21:11:52,re300_lx10_lz6,D,1,3,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/D/jkl_1_3_5/dns_findsoln/sol003
2026-03-08T21:14:00,re300_lx10_lz6,B,1,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_1_4_5/dns_findsoln/sol003
2026-03-08T21:41:34,re300_lx10_lz6,G,1,4,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol003
2026-03-08T21:41:34,re300_lx10_lz6,G,1,3,5,3,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol003
2026-03-08T22:05:17,re300_lx10_lz6,B,1,3,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/B/jkl_1_3_5/dns_findsoln/sol003
2026-03-08T22:07:47,re300_lx10_lz6,G,2,4,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol006
2026-03-08T22:10:19,re300_lx10_lz6,G,2,4,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol005
2026-03-08T22:14:03,re300_lx10_lz6,G,1,4,5,8,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol008
2026-03-08T22:14:03,re300_lx10_lz6,G,1,3,5,8,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol008
2026-03-08T22:15:29,re300_lx10_lz6,G,1,4,5,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol002
2026-03-08T22:46:47,re300_lx10_lz6,G,1,3,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol002
2026-03-08T22:51:42,re300_lx10_lz6,G,2,4,5,7,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_2_4_5/dns_findsoln/sol007
2026-03-08T23:17:25,re300_lx10_lz6,G,1,4,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol005
2026-03-08T23:30:16,re300_lx10_lz6,G,1,4,5,6,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol006
2026-03-08T23:37:46,re300_lx10_lz6,G,1,3,5,11,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol011
2026-03-08T23:48:59,re300_lx10_lz6,G,1,3,5,10,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol010
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,3,5,11,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_5_11/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,3,5,10,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_5_10/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,3,5,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_5_9/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,3,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_3_4_9/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,2,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_9/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,2,4,8,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_8/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,2,4,7,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_7/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,2,4,6,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_6/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_2_4_5/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_4_5/dns_findsoln/sol001
2026-03-08T23:53:11,re300_lx2pi_lzpi,A,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/dns_findsoln/sol001
2026-03-08T23:54:27,re300_lx10_lz6,G,1,3,5,9,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol009
2026-03-09T00:06:24,re300_lx10_lz6,G,1,3,5,6,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol006
2026-03-09T00:17:46,re300_lx10_lz6,G,1,4,5,7,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_4_5/dns_findsoln/sol007
2026-03-09T00:22:07,re300_lx2pi_lzpi,A,1,3,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T00:32:01,re300_lx10_lz6,G,1,3,5,5,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol005
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,3,5,11,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_5_11/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,3,5,10,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_5_10/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,3,5,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_5_9/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,3,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_3_4_9/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,2,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_9/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,2,4,8,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_8/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,2,4,7,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_7/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,2,4,6,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T00:40:18,re300_lx2pi_lzpi,C,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T00:54:38,re300_lx2pi_lzpi,B,2,4,5,1,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T01:00:46,re300_lx2pi_lzpi,C,1,4,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T01:00:46,re300_lx2pi_lzpi,C,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T01:03:22,re300_lx2pi_lzpi,A,1,4,5,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T01:03:57,re300_lx2pi_lzpi,B,1,4,5,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T01:03:57,re300_lx2pi_lzpi,B,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T01:06:57,re300_lx10_lz6,G,1,3,5,7,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx10_lz6/G/jkl_1_3_5/dns_findsoln/sol007
2026-03-09T01:08:00,re300_lx2pi_lzpi,B,1,4,5,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T01:23:52,re300_lx2pi_lzpi,C,1,3,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/C/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T01:28:46,re300_lx2pi_lzpi,B,1,4,5,3,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_4_5/dns_findsoln/sol003
2026-03-09T01:31:25,re300_lx2pi_lzpi,D,2,4,6,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T01:31:25,re300_lx2pi_lzpi,D,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T01:31:25,re300_lx2pi_lzpi,D,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T01:31:25,re300_lx2pi_lzpi,D,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T01:33:23,re300_lx2pi_lzpi,B,1,3,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,3,5,11,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,3,5,10,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_10/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,3,5,9,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_9/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,3,4,9,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_4_9/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,2,4,9,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_9/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,2,4,8,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_8/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,2,4,7,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_7/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,2,4,6,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_6/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,2,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,1,4,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T01:41:03,re300_lx2pi_lzpi,E,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T01:45:04,re300_lx2pi_lzpi,B,1,3,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/B/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,3,5,11,1,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_11/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,3,5,10,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_10/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,3,5,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_5_9/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,3,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_3_4_9/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,2,4,9,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_9/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,2,4,8,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_8/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,2,4,7,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_7/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,2,4,6,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_6/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,2,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,1,4,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol001
2026-03-09T01:45:56,re300_lx2pi_lzpi,E,1,3,5,1,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol001
2026-03-09T01:55:59,re300_lx2pi_lzpi,D,1,4,5,2,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_4_5/dns_findsoln/sol002
2026-03-09T01:55:59,re300_lx2pi_lzpi,D,1,3,5,2,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T02:03:43,re300_lx2pi_lzpi,D,1,3,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/D/jkl_1_3_5/dns_findsoln/sol003
2026-03-09T02:10:55,re300_lx2pi_lzpi,A,1,3,5,2,not_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/A/jkl_1_3_5/dns_findsoln/sol002
2026-03-09T02:11:34,re300_lx2pi_lzpi,E,1,4,5,5,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol005
2026-03-09T02:11:34,re300_lx2pi_lzpi,E,1,3,5,5,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol005
2026-03-09T02:12:53,re300_lx2pi_lzpi,E,1,4,5,6,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_4_5/dns_findsoln/sol006
2026-03-09T02:12:53,re300_lx2pi_lzpi,E,1,3,5,6,skip_after_converged,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_1_3_5/dns_findsoln/sol006
2026-03-09T02:15:01,re300_lx2pi_lzpi,E,2,4,5,3,ok,,/home/ebenq/dev/MyCloudAtlas.jl/notebooks/eqb_fuzzing/overnight_runs_updated/re300_lx2pi_lzpi/E/jkl_2_4_5/dns_findsoln/sol003
